id,zpid,address,city,state,zip_code,latitude,longitude,price,zestimate,rent_zestimate,bedrooms,bathrooms,sqft,lot_size,year_built,home_type,property_status,days_on_zillow,views,saves,price_per_sqft,hoa_fee,property_tax,description,features,images_count,listing_agent,listing_broker,last_sold_date,last_sold_price
6020,Z7904,925 Magnolia Place,Atlanta,GA,30387,33.8477,-84.3239,3294,0,3294,3,2,2966,2048,1937,Townhouse,For Rent,20,782,31,0,0,0,"Beautiful 3-bedroom townhouse in Atlanta. Built in 1937 with 2966 sqft of living space. Features include courtyard, updated, pet friendly.",Courtyard|Updated|Pet friendly,21,Victoria Sterling,Opendoor,,0
6021,Z7905,9801 Elm Way,Dallas,TX,75232,32.7992,-96.8558,3995,0,3995,3,2,2336,3205,2006,Townhouse,For Rent,58,496,96,0,0,0,"Beautiful 3-bedroom townhouse in Dallas. Built in 2006 with 2336 sqft of living space. Features include roof deck, historic, updated, modern, garden.",Roof deck|Historic|Updated|Modern|Garden,17,Maria Santos,Sotheby's International,,0
6022,Z7906,1531 Maple Street,Tampa,FL,33610,27.9036,-82.5168,1200626,1156649,4287,2,3,4312,47609,2024,Single Family,Sold,0,272,78,278,0,12006,"Beautiful 2-bedroom single family in Tampa. Built in 2024 with 4312 sqft of living space. Features include fire pit, updated kitchen, guest suite, solar panels, patio, backyard.",Fire pit|Updated kitchen|Guest suite|Solar panels|Patio|Backyard,37,Carlos Rodriguez,RE/MAX,2025-03-31,1241597
6023,Z7907,8467 Broadway Avenue,Boulder,CO,80385,40.0967,-105.3443,832141,819646,2971,4,2,3358,3926,1933,Townhouse,Pending,0,813,23,247,0,8321,"Beautiful 4-bedroom townhouse in Boulder. Built in 1933 with 3358 sqft of living space. Features include garden, historic, roof deck, garage, modern, pet friendly.",Garden|Historic|Roof deck|Garage|Modern|Pet friendly,23,David Park,Zillow Homes,,0
6024,Z7908,2001 Broadway Lane,Miami,FL,33117,25.7388,-80.2778,1800653,1842872,6430,3,1.5,3099,2201,2022,Townhouse,For Sale,9,484,44,581,0,18006,"Beautiful 3-bedroom townhouse in Miami. Built in 2022 with 3099 sqft of living space. Features include historic, updated, garden, modern, roof deck, parking.",Historic|Updated|Garden|Modern|Roof deck|Parking,15,Victoria Sterling,Douglas Elliman,,0
6025,Z7909,740 Adams Street,Aurora,IL,60597,41.6622,-88.402,671604,707819,2398,4,1.5,2987,17985,1996,Single Family,For Sale,25,200,15,224,0,6716,"Beautiful 4-bedroom single family in Aurora. Built in 1996 with 2987 sqft of living space. Features include hardwood floors, smart home, home office.",Hardwood floors|Smart home|Home office,22,Emily Chen,Realogy,,0
6026,Z7910,6394 Market Road,Seattle,WA,98148,47.574,-122.3472,1699070,1652206,6068,2,3,5571,16882,1938,Single Family,For Sale,70,825,19,304,0,16990,"Beautiful 2-bedroom single family in Seattle. Built in 1938 with 5571 sqft of living space. Features include garage, smart home, home office, guest suite, patio.",Garage|Smart home|Home office|Guest suite|Patio,36,Jennifer Chen,RE/MAX,,0
6027,Z7911,4392 Church Avenue,Fort Worth,TX,76121,32.6557,-97.3704,584537,619266,2087,4,3,1456,3758,1905,Townhouse,For Sale,77,985,50,401,0,5845,"Beautiful 4-bedroom townhouse in Fort Worth. Built in 1905 with 1456 sqft of living space. Features include courtyard, garage, historic, garden, private entrance, roof deck.",Courtyard|Garage|Historic|Garden|Private entrance|Roof deck,30,Lisa Thompson,Keller Williams,,0
6028,Z7912,7231 Ocean Circle,Naperville,IL,60558,41.7557,-88.1535,1303269,1304617,4654,2,2.5,1743,2580,1919,Townhouse,Sold,0,306,14,747,0,13032,"Beautiful 2-bedroom townhouse in Naperville. Built in 1919 with 1743 sqft of living space. Features include garden, courtyard, updated, pet friendly.",Garden|Courtyard|Updated|Pet friendly,37,Maria Santos,Century 21,2025-05-25,1367264
6029,Z7913,3573 Oak Drive Unit 4555,Cambridge,MA,02141,42.3723,-71.0667,1080142,1132236,3857,1,2,1259,0,1908,Condo,For Sale,2,157,27,857,550,10801,"Beautiful 1-bedroom condo in Cambridge. Built in 1908 with 1259 sqft of living space. Features include pool, balcony, in-unit laundry, city views, gym.",Pool|Balcony|In-unit laundry|City views|Gym,33,Victoria Sterling,Redfin,,0
6030,Z7914,8205 Lincoln Street,Brooklyn,NY,11243,40.7181,-73.9507,2876967,2973877,10274,3,2.5,2401,2816,1914,Townhouse,For Sale,65,403,56,1198,0,28769,"Beautiful 3-bedroom townhouse in Brooklyn. Built in 1914 with 2401 sqft of living space. Features include courtyard, roof deck, private entrance.",Courtyard|Roof deck|Private entrance,34,Carlos Rodriguez,Coldwell Banker,,0
6031,Z7915,9994 Monroe Way,Boston,MA,02138,42.3622,-71.0096,1130110,1104707,4036,3,2,2663,3482,1951,Townhouse,For Sale,72,250,28,424,0,11301,"Beautiful 3-bedroom townhouse in Boston. Built in 1951 with 2663 sqft of living space. Features include historic, garage, modern, roof deck.",Historic|Garage|Modern|Roof deck,26,Jennifer Chen,Douglas Elliman,,0
6032,Z7916,9148 Mountain Circle Unit 2956,Manhattan,NY,10072,40.6857,-74.0085,2522635,2399605,9009,2,2.5,1318,0,1962,Condo,Pending,0,920,47,1913,1000,25226,"Beautiful 2-bedroom condo in Manhattan. Built in 1962 with 1318 sqft of living space. Features include pool, bay views, parking.",Pool|Bay views|Parking,22,Michael Wong,Redfin,,0
6033,Z7917,9657 Cypress Avenue Unit 3675,Memphis,TN,38189,35.1114,-90.1223,434235,435817,1550,1,1,1799,0,1934,Condo,For Sale,82,102,68,241,0,4342,"Beautiful 1-bedroom condo in Memphis. Built in 1934 with 1799 sqft of living space. Features include rooftop deck, doorman, in-unit laundry, ocean views, bay views, gym.",Rooftop deck|Doorman|In-unit laundry|Ocean views|Bay views|Gym,13,David Park,Coldwell Banker,,0
6034,Z7918,978 Bridge Street,Portland,OR,97221,45.5666,-122.7407,4447,0,4447,5,2,2831,2114,2002,Townhouse,For Rent,11,1123,80,0,0,0,"Beautiful 5-bedroom townhouse in Portland. Built in 2002 with 2831 sqft of living space. Features include courtyard, pet friendly, updated.",Courtyard|Pet friendly|Updated,29,Jennifer Chen,Realogy,,0
6035,Z7919,309 Main Court Unit 2528,Fort Lauderdale,FL,33370,26.1208,-80.1655,4057,0,4057,1,2,2454,0,1953,Condo,For Rent,70,1040,63,0,250,0,"Beautiful 1-bedroom condo in Fort Lauderdale. Built in 1953 with 2454 sqft of living space. Features include gym, balcony, bay views, ocean views, rooftop deck.",Gym|Balcony|Bay views|Ocean views|Rooftop deck,36,Robert Garcia,Berkshire Hathaway,,0
6036,Z7920,1194 Cedar Place Unit 1771,Tucson,AZ,85759,32.2504,-110.9926,646931,658349,2310,1,3,666,0,2012,Condo,For Sale,10,383,31,971,350,6469,"Beautiful 1-bedroom condo in Tucson. Built in 2012 with 666 sqft of living space. Features include pet friendly, parking, bay views, city views, concierge.",Pet friendly|Parking|Bay views|City views|Concierge,39,Jennifer Chen,Douglas Elliman,,0
6037,Z7921,2330 Mountain Lane Unit 1866,San Diego,CA,92160,32.6521,-117.1759,1715239,1662420,6125,3,2,2235,0,1985,Condo,For Sale,11,883,67,767,750,17152,"Beautiful 3-bedroom condo in San Diego. Built in 1985 with 2235 sqft of living space. Features include parking, ocean views, balcony, pet friendly, in-unit laundry.",Parking|Ocean views|Balcony|Pet friendly|In-unit laundry,19,Michael Wong,Realogy,,0
6038,Z7922,4832 Pine Court Unit 3690,Las Vegas,NV,89192,36.2258,-115.174,291263,291532,1040,2,2,1399,0,1961,Condo,For Sale,33,176,66,208,1500,2912,"Beautiful 2-bedroom condo in Las Vegas. Built in 1961 with 1399 sqft of living space. Features include in-unit laundry, city views, rooftop deck.",In-unit laundry|City views|Rooftop deck,20,Sarah Mitchell,Opendoor,,0
6039,Z7923,5732 Magnolia Court Unit 4173,Phoenix,AZ,85022,33.4663,-112.1159,791921,801816,2828,2,2,1874,0,1982,Condo,For Sale,34,1205,11,422,0,7919,"Beautiful 2-bedroom condo in Phoenix. Built in 1982 with 1874 sqft of living space. Features include pet friendly, parking, concierge, city views.",Pet friendly|Parking|Concierge|City views,29,Sarah Mitchell,Realogy,,0
6040,Z7924,8863 Mountain Boulevard,San Antonio,TX,78218,29.3457,-98.4051,1215967,1258799,4342,3,3.5,5080,10744,1960,Single Family,For Sale,37,462,91,239,0,12159,"Beautiful 3-bedroom single family in San Antonio. Built in 1960 with 5080 sqft of living space. Features include updated kitchen, smart home, pool, patio, wine cellar, garage.",Updated kitchen|Smart home|Pool|Patio|Wine cellar|Garage,10,Amanda Stevens,Keller Williams,,0
6041,Z7925,8057 Garden Lane,Fresno,CA,93792,36.6582,-119.75,876908,908752,3131,4,2,3965,44493,2005,Single Family,For Sale,79,123,22,221,0,8769,"Beautiful 4-bedroom single family in Fresno. Built in 2005 with 3965 sqft of living space. Features include backyard, smart home, fire pit.",Backyard|Smart home|Fire pit,18,Emily Chen,Keller Williams,,0
6042,Z7926,6060 Bridge Court,Charlotte,NC,28273,35.2597,-80.7918,572410,593281,2044,3,2,1945,1458,1932,Townhouse,For Sale,5,1324,38,294,0,5724,"Beautiful 3-bedroom townhouse in Charlotte. Built in 1932 with 1945 sqft of living space. Features include courtyard, historic, pet friendly, private entrance.",Courtyard|Historic|Pet friendly|Private entrance,30,David Park,Zillow Homes,,0
6043,Z7927,6496 Pine Place,Aurora,IL,60593,41.8329,-88.2487,846822,829264,3024,3,2,1326,1423,1924,Townhouse,For Sale,43,236,72,638,0,8468,"Beautiful 3-bedroom townhouse in Aurora. Built in 1924 with 1326 sqft of living space. Features include private entrance, garage, modern.",Private entrance|Garage|Modern,9,Emily Chen,Century 21,,0
6044,Z7928,4875 Jefferson Way,Minneapolis,MN,55444,44.9719,-93.2843,400452,408982,1430,3,2,1485,1032,1975,Townhouse,For Sale,40,1176,12,269,0,4004,"Beautiful 3-bedroom townhouse in Minneapolis. Built in 1975 with 1485 sqft of living space. Features include garage, historic, pet friendly.",Garage|Historic|Pet friendly,28,Amanda Stevens,Zillow Homes,,0
6045,Z7929,3057 First Circle,Memphis,TN,38137,35.1735,-90.1458,821038,833464,2932,3,3,4032,30080,2017,Single Family,For Sale,17,1432,81,203,0,8210,"Beautiful 3-bedroom single family in Memphis. Built in 2017 with 4032 sqft of living space. Features include solar panels, patio, hardwood floors, wine cellar, home office.",Solar panels|Patio|Hardwood floors|Wine cellar|Home office,28,Lisa Thompson,Keller Williams,,0
6046,Z7930,6954 Mill Boulevard,Cambridge,MA,02199,42.3942,-71.0349,1884215,1883703,6729,4,2,1553,2297,1928,Townhouse,For Sale,87,407,58,1213,0,18842,"Beautiful 4-bedroom townhouse in Cambridge. Built in 1928 with 1553 sqft of living space. Features include historic, courtyard, modern, updated.",Historic|Courtyard|Modern|Updated,16,Victoria Sterling,RE/MAX,,0
6047,Z7931,373 Cedar Circle Unit 2066,Bellevue,WA,98036,47.6975,-122.2638,1312360,1398942,4687,3,1,1999,0,1932,Condo,For Sale,69,1187,75,656,0,13123,"Beautiful 3-bedroom condo in Bellevue. Built in 1932 with 1999 sqft of living space. Features include pool, doorman, in-unit laundry, parking, balcony, city views.",Pool|Doorman|In-unit laundry|Parking|Balcony|City views,23,David Park,Compass Real Estate,,0
6048,Z7932,9420 Monroe Circle,Philadelphia,PA,19130,39.9726,-75.143,1721411,1710574,6147,10,7,6850,6846,1959,Multi-family,For Sale,84,324,21,251,0,17214,"Beautiful 10-bedroom multi-family in Philadelphia. Built in 1959 with 6850 sqft of living space. Features include updated, separate meters, multiple units, investment property, parking.",Updated|Separate meters|Multiple units|Investment property|Parking,19,Victoria Sterling,Douglas Elliman,,0
6049,Z7933,2898 Mill Drive,San Diego,CA,92192,32.7182,-117.1635,579385,588263,2069,3,3,1312,2350,1995,Townhouse,Sold,0,992,21,441,0,5793,"Beautiful 3-bedroom townhouse in San Diego. Built in 1995 with 1312 sqft of living space. Features include historic, pet friendly, private entrance, roof deck, parking.",Historic|Pet friendly|Private entrance|Roof deck|Parking,17,William Davis,Sotheby's International,2025-11-10,596249
6050,Z7934,8917 Magnolia Circle,Naperville,IL,60513,41.823,-88.2073,2050242,2082273,7322,3,3,3609,24074,1980,Single Family,For Sale,58,647,44,568,0,20502,"Beautiful 3-bedroom single family in Naperville. Built in 1980 with 3609 sqft of living space. Features include wine cellar, fire pit, garage, pool, smart home, home office.",Wine cellar|Fire pit|Garage|Pool|Smart home|Home office,17,Victoria Sterling,Compass Real Estate,,0
6051,Z7935,6886 Bridge Place Unit 4644,Miami,FL,33130,25.7872,-80.1965,1579520,1554775,5641,3,2.5,570,0,1899,Condo,For Sale,27,880,18,2771,250,15795,"Beautiful 3-bedroom condo in Miami. Built in 1899 with 570 sqft of living space. Features include city views, bay views, parking, gym.",City views|Bay views|Parking|Gym,29,Robert Garcia,RE/MAX,,0
6052,Z7936,7135 Valley Court,Aurora,IL,60547,41.7907,-88.2737,184540,188624,659,4,2.5,4346,17044,1965,Single Family,For Sale,67,925,32,42,0,1845,"Beautiful 4-bedroom single family in Aurora. Built in 1965 with 4346 sqft of living space. Features include smart home, garage, patio, deck, guest suite.",Smart home|Garage|Patio|Deck|Guest suite,27,Robert Garcia,Coldwell Banker,,0
6053,Z7937,1228 Meadow Place,Orlando,FL,32821,28.5914,-81.4662,271991,266296,971,3,1,2103,24206,1923,Single Family,For Sale,51,1361,89,129,0,2719,"Beautiful 3-bedroom single family in Orlando. Built in 1923 with 2103 sqft of living space. Features include guest suite, updated kitchen, garage, solar panels, backyard, deck.",Guest suite|Updated kitchen|Garage|Solar panels|Backyard|Deck,26,Amanda Stevens,Sotheby's International,,0
6054,Z7938,7635 Roosevelt Avenue Unit 1399,San Antonio,TX,78245,29.5198,-98.4387,363329,345539,1297,3,2.5,1194,0,1937,Condo,For Sale,83,1037,54,304,0,3633,"Beautiful 3-bedroom condo in San Antonio. Built in 1937 with 1194 sqft of living space. Features include gym, pet friendly, balcony, rooftop deck, in-unit laundry, ocean views.",Gym|Pet friendly|Balcony|Rooftop deck|In-unit laundry|Ocean views,9,Robert Garcia,Compass Real Estate,,0
6055,Z7939,3353 Jefferson Court,Scottsdale,AZ,85260,33.5216,-111.8832,1849149,1787225,6604,4,2,2067,1217,1914,Townhouse,Pending,0,991,84,894,0,18491,"Beautiful 4-bedroom townhouse in Scottsdale. Built in 1914 with 2067 sqft of living space. Features include modern, garage, pet friendly.",Modern|Garage|Pet friendly,18,Jennifer Adams,RE/MAX,,0
6056,Z7940,6478 Kennedy Court,Houston,TX,77043,29.8519,-95.2788,1130757,1158846,4038,3,2.5,1071,5387,1903,Single Family,For Sale,48,279,28,1055,0,11307,"Beautiful 3-bedroom single family in Houston. Built in 1903 with 1071 sqft of living space. Features include home office, backyard, garage, deck, solar panels.",Home office|Backyard|Garage|Deck|Solar panels,33,Kevin O'Brien,Realogy,,0
6057,Z7941,2056 Elm Boulevard,Colorado Springs,CO,80987,38.7311,-104.7594,1173851,1122870,4192,4,2.5,2116,11031,2016,Single Family,For Sale,16,72,58,554,0,11738,"Beautiful 4-bedroom single family in Colorado Springs. Built in 2016 with 2116 sqft of living space. Features include solar panels, deck, fire pit, patio.",Solar panels|Deck|Fire pit|Patio,23,Samantha Green,RE/MAX,,0
6058,Z7942,2058 Lake Place,Chicago,IL,60617,41.9408,-87.6644,1702306,1822950,6079,4,1.5,2155,37814,1934,Single Family,For Sale,33,305,54,789,0,17023,"Beautiful 4-bedroom single family in Chicago. Built in 1934 with 2155 sqft of living space. Features include backyard, smart home, wine cellar.",Backyard|Smart home|Wine cellar,26,Sarah Mitchell,Keller Williams,,0
6059,Z7943,6666 Cypress Lane,Atlanta,GA,30395,33.7915,-84.379,1027089,979073,3668,2,2,2926,3642,2020,Townhouse,For Sale,1,153,75,351,0,10270,"Beautiful 2-bedroom townhouse in Atlanta. Built in 2020 with 2926 sqft of living space. Features include modern, updated, private entrance, garage.",Modern|Updated|Private entrance|Garage,30,Samantha Green,Sotheby's International,,0
6060,Z7944,3140 Spring Court,Charlotte,NC,28265,35.1812,-80.9067,1059882,1103196,3785,3,2.5,5725,45051,1998,Single Family,Sold,0,1016,48,185,0,10598,"Beautiful 3-bedroom single family in Charlotte. Built in 1998 with 5725 sqft of living space. Features include hardwood floors, fire pit, wine cellar, smart home.",Hardwood floors|Fire pit|Wine cellar|Smart home,17,William Davis,Keller Williams,2025-12-26,1080114
6061,Z7945,4148 Park Way,Philadelphia,PA,19128,39.9588,-75.0788,1145748,1218329,4091,3,3,2101,1474,1981,Townhouse,Pending,0,1107,51,545,0,11457,"Beautiful 3-bedroom townhouse in Philadelphia. Built in 1981 with 2101 sqft of living space. Features include garden, historic, courtyard, updated.",Garden|Historic|Courtyard|Updated,20,Maria Santos,Zillow Homes,,0
6062,Z7946,4900 Forest Way,Fresno,CA,93740,36.7893,-119.6772,831705,816200,2970,5,3,5446,14129,1894,Single Family,For Sale,28,1126,73,152,0,8317,"Beautiful 5-bedroom single family in Fresno. Built in 1894 with 5446 sqft of living space. Features include backyard, deck, pool, patio, hardwood floors, updated kitchen.",Backyard|Deck|Pool|Patio|Hardwood floors|Updated kitchen,34,Michael Wong,Douglas Elliman,,0
6063,Z7947,8063 Willow Avenue,Denver,CO,80230,39.6861,-105.0398,407430,434908,1455,4,2,1981,2435,1892,Townhouse,For Sale,9,1300,23,205,0,4074,"Beautiful 4-bedroom townhouse in Denver. Built in 1892 with 1981 sqft of living space. Features include pet friendly, courtyard, garden, private entrance, roof deck, garage.",Pet friendly|Courtyard|Garden|Private entrance|Roof deck|Garage,33,Carlos Rodriguez,Zillow Homes,,0
6064,Z7948,5069 Highland Boulevard Unit 3676,Manhattan,NY,10050,40.7336,-74.0411,9638,0,9638,3,1,2265,0,1906,Condo,For Rent,30,329,100,0,750,0,"Beautiful 3-bedroom condo in Manhattan. Built in 1906 with 2265 sqft of living space. Features include parking, pool, gym, bay views, city views.",Parking|Pool|Gym|Bay views|City views,26,Juan Perez,Redfin,,0
6065,Z7949,4836 Madison Avenue,Naperville,IL,60517,41.8406,-88.1191,618007,608109,2207,3,2,2732,1064,1944,Townhouse,For Sale,70,303,55,226,0,6180,"Beautiful 3-bedroom townhouse in Naperville. Built in 1944 with 2732 sqft of living space. Features include modern, garden, historic, parking, garage, updated.",Modern|Garden|Historic|Parking|Garage|Updated,26,Kevin O'Brien,Opendoor,,0
6066,Z7950,2852 Jackson Circle Unit 2311,Jacksonville,FL,32243,30.309,-81.6197,653415,663379,2333,2,2,723,0,1897,Condo,For Sale,44,1086,50,903,1500,6534,"Beautiful 2-bedroom condo in Jacksonville. Built in 1897 with 723 sqft of living space. Features include gym, parking, balcony, pool, rooftop deck.",Gym|Parking|Balcony|Pool|Rooftop deck,21,Jennifer Chen,Opendoor,,0
6067,Z7951,9190 Union Street,Queens,NY,11367,40.7105,-73.8311,8273,0,8273,2,4,1872,45463,2021,Single Family,For Rent,83,1444,16,0,0,0,"Beautiful 2-bedroom single family in Queens. Built in 2021 with 1872 sqft of living space. Features include guest suite, patio, pool, solar panels, smart home.",Guest suite|Patio|Pool|Solar panels|Smart home,38,Maria Santos,RE/MAX,,0
6068,Z7952,6773 Willow Road,Pittsburgh,PA,15240,40.3712,-80.0764,213226,229610,761,6,2,4179,23710,1921,Single Family,For Sale,25,1109,82,51,0,2132,"Beautiful 6-bedroom single family in Pittsburgh. Built in 1921 with 4179 sqft of living space. Features include fire pit, pool, patio, deck, home office, hardwood floors.",Fire pit|Pool|Patio|Deck|Home office|Hardwood floors,25,Jennifer Adams,Berkshire Hathaway,,0
6069,Z7953,6796 Mountain Street,Tucson,AZ,85779,32.2162,-110.911,581159,562599,2075,4,1.5,3848,47814,1891,Single Family,For Sale,75,1002,53,151,0,5811,"Beautiful 4-bedroom single family in Tucson. Built in 1891 with 3848 sqft of living space. Features include garage, home office, pool, backyard.",Garage|Home office|Pool|Backyard,22,Maria Santos,Douglas Elliman,,0
6070,Z7954,6229 Bridge Court,Bellevue,WA,98027,47.6104,-122.1743,11153,0,11153,3,2.5,1639,19356,1891,Single Family,For Rent,12,733,40,0,0,0,"Beautiful 3-bedroom single family in Bellevue. Built in 1891 with 1639 sqft of living space. Features include backyard, hardwood floors, deck, guest suite, wine cellar, updated kitchen.",Backyard|Hardwood floors|Deck|Guest suite|Wine cellar|Updated kitchen,27,Robert Garcia,Sotheby's International,,0
6071,Z7955,3192 Hill Place,San Francisco,CA,94156,37.71,-122.3333,2704903,2609416,9660,3,2,5595,18411,1957,Single Family,Pending,0,874,49,483,0,27049,"Beautiful 3-bedroom single family in San Francisco. Built in 1957 with 5595 sqft of living space. Features include hardwood floors, fire pit, patio, smart home.",Hardwood floors|Fire pit|Patio|Smart home,26,Carlos Rodriguez,Realogy,,0
6072,Z7956,9544 Mountain Way,Fresno,CA,93736,36.7819,-119.7232,229129,241227,818,3,1.5,1359,23754,1901,Single Family,For Sale,59,1493,99,168,0,2291,"Beautiful 3-bedroom single family in Fresno. Built in 1901 with 1359 sqft of living space. Features include hardwood floors, garage, deck, fire pit, wine cellar.",Hardwood floors|Garage|Deck|Fire pit|Wine cellar,39,Jennifer Adams,Compass Real Estate,,0
6073,Z7957,7161 Jackson Place,San Jose,CA,95140,37.2512,-121.8486,3075140,3110038,10982,5,3,3196,3657,1910,Townhouse,For Sale,17,921,83,962,0,30751,"Beautiful 5-bedroom townhouse in San Jose. Built in 1910 with 3196 sqft of living space. Features include pet friendly, roof deck, historic, updated, private entrance, modern.",Pet friendly|Roof deck|Historic|Updated|Private entrance|Modern,12,James Patterson,Sotheby's International,,0
6074,Z7958,9294 Meadow Avenue,Boulder,CO,80388,39.9352,-105.3502,3375108,3455864,12053,3,1.5,5415,40852,2000,Single Family,For Sale,17,277,66,623,0,33751,"Beautiful 3-bedroom single family in Boulder. Built in 2000 with 5415 sqft of living space. Features include deck, fire pit, guest suite.",Deck|Fire pit|Guest suite,38,Emily Chen,Berkshire Hathaway,,0
6075,Z7959,6661 Ocean Place,Queens,NY,11352,40.6838,-73.857,1599208,1552891,5711,3,3,1965,3291,1997,Townhouse,For Sale,26,340,28,813,0,15992,"Beautiful 3-bedroom townhouse in Queens. Built in 1997 with 1965 sqft of living space. Features include garage, private entrance, parking, historic.",Garage|Private entrance|Parking|Historic,25,Maria Santos,Redfin,,0
6076,Z7960,8440 Garden Court Unit 742,Scottsdale,AZ,85250,33.5539,-111.8941,407965,414527,1457,3,2,2430,0,1926,Condo,Pending,0,229,61,167,550,4079,"Beautiful 3-bedroom condo in Scottsdale. Built in 1926 with 2430 sqft of living space. Features include doorman, gym, ocean views, parking, rooftop deck.",Doorman|Gym|Ocean views|Parking|Rooftop deck,32,Daniel Brooks,RE/MAX,,0
6077,Z7961,4560 Fifth Circle,Brooklyn,NY,11271,40.5806,-74.0417,3324,0,3324,8,5,6849,3752,1943,Multi-family,For Rent,18,506,100,0,0,0,"Beautiful 8-bedroom multi-family in Brooklyn. Built in 1943 with 6849 sqft of living space. Features include parking, separate meters, multiple units, updated.",Parking|Separate meters|Multiple units|Updated,16,William Davis,Douglas Elliman,,0
6078,Z7962,7849 Meadow Court,Cambridge,MA,02128,42.4056,-71.082,1963595,2016040,7012,3,1.5,2820,2408,1916,Townhouse,For Sale,85,914,82,696,0,19635,"Beautiful 3-bedroom townhouse in Cambridge. Built in 1916 with 2820 sqft of living space. Features include garden, garage, courtyard, historic, roof deck, updated.",Garden|Garage|Courtyard|Historic|Roof deck|Updated,14,Jennifer Adams,Coldwell Banker,,0
6079,Z7963,441 Main Avenue,Fort Worth,TX,76142,32.7091,-97.3325,959272,976325,3425,4,3,1590,1641,1943,Townhouse,For Sale,39,1399,42,603,0,9592,"Beautiful 4-bedroom townhouse in Fort Worth. Built in 1943 with 1590 sqft of living space. Features include modern, private entrance, pet friendly.",Modern|Private entrance|Pet friendly,31,Sarah Mitchell,Zillow Homes,,0
6080,Z7964,5646 Sunset Lane,New York,NY,10095,40.7134,-74.0229,1388092,1436411,4957,4,2,2148,3802,1934,Townhouse,For Sale,4,1403,68,646,0,13880,"Beautiful 4-bedroom townhouse in New York. Built in 1934 with 2148 sqft of living space. Features include pet friendly, modern, roof deck, historic.",Pet friendly|Modern|Roof deck|Historic,9,James Patterson,RE/MAX,,0
6081,Z7965,3708 Third Road,Fort Worth,TX,76115,32.7934,-97.3182,529111,519204,1889,3,2,2073,3157,1924,Townhouse,For Sale,73,594,98,255,0,5291,"Beautiful 3-bedroom townhouse in Fort Worth. Built in 1924 with 2073 sqft of living space. Features include pet friendly, updated, garden, modern.",Pet friendly|Updated|Garden|Modern,38,Daniel Brooks,Opendoor,,0
6082,Z7966,9820 Highland Road Unit 3741,Raleigh,NC,27683,35.7587,-78.5936,998258,1003266,3565,1,2,1205,0,2011,Condo,For Sale,79,955,16,828,550,9982,"Beautiful 1-bedroom condo in Raleigh. Built in 2011 with 1205 sqft of living space. Features include rooftop deck, balcony, ocean views.",Rooftop deck|Balcony|Ocean views,12,Carlos Rodriguez,RE/MAX,,0
6083,Z7967,5675 Oak Road,Buffalo,NY,14219,42.8078,-78.9221,477948,501741,1706,4,5,6970,8928,1956,Multi-family,For Sale,59,481,24,68,0,4779,"Beautiful 4-bedroom multi-family in Buffalo. Built in 1956 with 6970 sqft of living space. Features include separate meters, parking, investment property, updated.",Separate meters|Parking|Investment property|Updated,9,Victoria Sterling,RE/MAX,,0
6084,Z7968,7799 Jackson Street Unit 2802,Charlotte,NC,28286,35.3181,-80.8545,1266,0,1266,2,1,1487,0,1930,Condo,For Rent,39,537,81,0,350,0,"Beautiful 2-bedroom condo in Charlotte. Built in 1930 with 1487 sqft of living space. Features include concierge, ocean views, doorman, parking.",Concierge|Ocean views|Doorman|Parking,33,Amanda Stevens,Realogy,,0
6085,Z7969,257 Magnolia Way,Nashville,TN,37285,36.1041,-86.8264,5801,0,5801,6,2,2034,49042,1999,Single Family,For Rent,18,482,65,0,0,0,"Beautiful 6-bedroom single family in Nashville. Built in 1999 with 2034 sqft of living space. Features include home office, hardwood floors, solar panels, guest suite, smart home, pool.",Home office|Hardwood floors|Solar panels|Guest suite|Smart home|Pool,35,Michael Wong,Century 21,,0
6086,Z7970,6655 Second Boulevard,Sacramento,CA,95874,38.5268,-121.4682,336533,357312,1201,3,1.5,2675,17135,1942,Single Family,For Sale,16,1143,19,125,0,3365,"Beautiful 3-bedroom single family in Sacramento. Built in 1942 with 2675 sqft of living space. Features include fire pit, patio, solar panels, wine cellar.",Fire pit|Patio|Solar panels|Wine cellar,17,Jennifer Chen,Berkshire Hathaway,,0
6087,Z7971,7405 Palm Street,Boston,MA,02149,42.305,-70.99,2255458,2244220,8055,4,2,4225,48684,1939,Single Family,For Sale,22,1364,48,533,0,22554,"Beautiful 4-bedroom single family in Boston. Built in 1939 with 4225 sqft of living space. Features include smart home, home office, hardwood floors, wine cellar, guest suite, deck.",Smart home|Home office|Hardwood floors|Wine cellar|Guest suite|Deck,31,Jennifer Chen,Century 21,,0
6088,Z7972,7675 Roosevelt Boulevard,Queens,NY,11357,40.7493,-73.7227,886959,854109,3167,4,3,3347,7936,1933,Single Family,For Sale,38,876,71,265,0,8869,"Beautiful 4-bedroom single family in Queens. Built in 1933 with 3347 sqft of living space. Features include fire pit, guest suite, deck, patio, backyard, home office.",Fire pit|Guest suite|Deck|Patio|Backyard|Home office,39,Juan Perez,Keller Williams,,0
6089,Z7973,3154 Magnolia Circle,Houston,TX,77028,29.7992,-95.3038,480511,514373,1716,3,2,2562,3369,1951,Townhouse,For Sale,59,1280,79,187,0,4805,"Beautiful 3-bedroom townhouse in Houston. Built in 1951 with 2562 sqft of living space. Features include pet friendly, parking, private entrance.",Pet friendly|Parking|Private entrance,34,Daniel Brooks,Century 21,,0
