id,year,make,model,trim,price,mileage,exterior_color,interior_color,fuel_type,transmission,drivetrain,engine,dealer_name,dealer_city,dealer_state,dealer_zip,deal_rating,one_owner,no_accidents,personal_use,source,url
CAR520,2023,Lucid,Air,Pure,92500,4000,Stellar White,Black,Electric,Single-Speed,AWD,Dual Motor,Lucid Las Vegas,Las Vegas,NV,89121,Good Deal,true,true,true,Lucidmotors.com,https://www.lucidmotors.com/listing/123520
CAR521,2023,Lucid,Air,Touring,112500,2800,Infinite Black,Tahoe,Electric,Single-Speed,AWD,Dual Motor,Lucid Las Vegas,Las Vegas,NV,89121,Great Deal,true,true,true,Lucidmotors.com,https://www.lucidmotors.com/listing/123521
CAR522,2023,Lucid,Air,Grand Touring,142500,1800,Cosmos Silver,Mojave,Electric,Single-Speed,AWD,Dual Motor,Lucid Las Vegas,Las Vegas,NV,89121,Good Deal,true,true,true,Lucidmotors.com,https://www.lucidmotors.com/listing/123522
CAR523,2023,Lucid,Air,Sapphire,262500,500,Sapphire Blue,Mojave Purluxe,Electric,Single-Speed,AWD,Tri Motor,Lucid Las Vegas,Las Vegas,NV,89121,Fair Deal,true,true,true,Lucidmotors.com,https://www.lucidmotors.com/listing/123523
CAR524,2023,Ford,Mustang Mach-E,Select,45500,6500,Star White,Black Cloth,Electric,Single-Speed,RWD,Single Motor,Friendly Ford,Las Vegas,NV,89110,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123524
CAR525,2023,Ford,Mustang Mach-E,Premium,52500,4800,Rapid Red,Black ActiveX,Electric,Single-Speed,AWD,Dual Motor,Friendly Ford,Las Vegas,NV,89110,Great Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123525
CAR526,2023,Ford,Mustang Mach-E,California Route 1,58500,3500,Space White,Black Perforated,Electric,Single-Speed,RWD,Single Motor Extended,Friendly Ford,Las Vegas,NV,89110,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123526
CAR527,2023,Ford,Mustang Mach-E,GT,68500,2200,Grabber Blue,Black/Pebble,Electric,Single-Speed,AWD,Dual Motor,Friendly Ford,Las Vegas,NV,89110,Fair Deal,true,true,true,Cars.com,https://www.cars.com/listing/123527
CAR528,2023,Ford,Mustang Mach-E,GT Performance,72500,1500,Cyber Orange,Black,Electric,Single-Speed,AWD,Dual Motor,Friendly Ford,Las Vegas,NV,89110,Good Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123528
CAR529,2023,Chevrolet,Bolt EV,1LT,28500,8500,Summit White,Jet Black Cloth,Electric,Single-Speed,FWD,Single Motor,Findlay Chevrolet,Las Vegas,NV,89109,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123529
CAR530,2023,Chevrolet,Bolt EV,2LT,32500,6000,Bright Blue,Jet Black Cloth,Electric,Single-Speed,FWD,Single Motor,Findlay Chevrolet,Las Vegas,NV,89109,Great Deal,true,true,true,Cars.com,https://www.cars.com/listing/123530
CAR531,2023,Chevrolet,Bolt EUV,LT,34500,5500,Silver Flare,Jet Black Cloth,Electric,Single-Speed,FWD,Single Motor,Findlay Chevrolet,Las Vegas,NV,89109,Good Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123531
CAR532,2023,Chevrolet,Bolt EUV,Premier,38500,4000,Ice Blue,Sky Cool Gray Cloth,Electric,Single-Speed,FWD,Single Motor,Findlay Chevrolet,Las Vegas,NV,89109,Fair Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123532
CAR533,2023,Hyundai,Ioniq 5,SE,45500,7000,Atlas White,Black Cloth,Electric,Single-Speed,RWD,Single Motor,Hyundai of Las Vegas,Las Vegas,NV,89103,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123533
CAR534,2023,Hyundai,Ioniq 5,SEL,48500,5200,Cyber Gray,Gray Cloth,Electric,Single-Speed,AWD,Dual Motor,Hyundai of Las Vegas,Las Vegas,NV,89103,Great Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123534
CAR535,2023,Hyundai,Ioniq 5,Limited,55500,3500,Lucid Blue,Dark Pebble Gray,Electric,Single-Speed,AWD,Dual Motor,Hyundai of Las Vegas,Las Vegas,NV,89103,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123535
CAR536,2023,Hyundai,Ioniq 6,SE,45500,6500,Biophilic Blue,Black Cloth,Electric,Single-Speed,RWD,Single Motor,Hyundai of Las Vegas,Las Vegas,NV,89103,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123536
CAR537,2023,Hyundai,Ioniq 6,SEL,50500,4800,Gravity Gold Matte,Gray Relaxation Seats,Electric,Single-Speed,AWD,Dual Motor,Hyundai of Las Vegas,Las Vegas,NV,89103,Great Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123537
CAR538,2023,Hyundai,Ioniq 6,Limited,56500,3000,Abyss Black Pearl,Dark Sage Green,Electric,Single-Speed,AWD,Dual Motor,Hyundai of Las Vegas,Las Vegas,NV,89103,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123538
CAR539,2023,Kia,EV6,Light,48500,7500,Snow White,Black Cloth,Electric,Single-Speed,RWD,Single Motor,Kia of Las Vegas,Las Vegas,NV,89104,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123539
CAR540,2023,Kia,EV6,Wind,52500,5500,Yacht Blue,Gray Cloth,Electric,Single-Speed,AWD,Dual Motor,Kia of Las Vegas,Las Vegas,NV,89104,Great Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123540
CAR541,2023,Kia,EV6,GT-Line,56500,4000,Runway Red,Gray/Green Suede,Electric,Single-Speed,AWD,Dual Motor,Kia of Las Vegas,Las Vegas,NV,89104,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123541
CAR542,2023,Kia,EV6,GT,62500,2500,Moonscape Matte,Suede/Leather Black,Electric,Single-Speed,AWD,Dual Motor,Kia of Las Vegas,Las Vegas,NV,89104,Fair Deal,true,true,true,Cars.com,https://www.cars.com/listing/123542
CAR543,2023,Volkswagen,ID.4,Standard,42500,8000,Moonstone Gray,Black Cloth,Electric,Single-Speed,RWD,Single Motor,VW of Las Vegas,Las Vegas,NV,89107,Good Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123543
CAR544,2023,Volkswagen,ID.4,Pro S,48500,5500,Dusk Blue,Gray Leatherette,Electric,Single-Speed,RWD,Single Motor,VW of Las Vegas,Las Vegas,NV,89107,Great Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123544
CAR545,2023,Volkswagen,ID.4,Pro S Plus,52500,3800,Kings Red,Black Leatherette,Electric,Single-Speed,AWD,Dual Motor,VW of Las Vegas,Las Vegas,NV,89107,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123545
CAR546,2023,Nissan,Ariya,Engage,45500,7200,Pearl White,Black Cloth,Electric,Single-Speed,FWD,Single Motor,Nissan of Las Vegas,Las Vegas,NV,89102,Good Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123546
CAR547,2023,Nissan,Ariya,Venture+,52500,5000,Deep Ocean Blue,Light Gray Cloth,Electric,Single-Speed,FWD,Single Motor,Nissan of Las Vegas,Las Vegas,NV,89102,Great Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123547
CAR548,2023,Nissan,Ariya,Evolve+,56500,3500,Sunrise Copper,Tan Leather,Electric,Single-Speed,AWD,Dual Motor,Nissan of Las Vegas,Las Vegas,NV,89102,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123548
CAR549,2023,Nissan,Ariya,Platinum+ e-4ORCE,62500,2200,Two-Tone Black/Silver,Black/Blue Leather,Electric,Single-Speed,AWD,Dual Motor,Nissan of Las Vegas,Las Vegas,NV,89102,Fair Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123549
CAR550,2023,BMW,iX,xDrive40,78500,6000,Mineral White,Cognac Leather,Electric,Single-Speed,AWD,Dual Motor,BMW of Las Vegas,Las Vegas,NV,89122,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123550
CAR551,2023,BMW,iX,xDrive50,92500,4200,Phytonic Blue,Stone Leather,Electric,Single-Speed,AWD,Dual Motor,BMW of Las Vegas,Las Vegas,NV,89122,Great Deal,true,true,true,Cars.com,https://www.cars.com/listing/123551
CAR552,2023,BMW,iX,M60,112500,2500,Black Sapphire,Black Vernasca,Electric,Single-Speed,AWD,Dual Motor,BMW of Las Vegas,Las Vegas,NV,89122,Good Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123552
CAR553,2023,BMW,i4,eDrive35,55500,7500,Skyscraper Grey,Black Sensatec,Electric,Single-Speed,RWD,Single Motor,BMW of Las Vegas,Las Vegas,NV,89122,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123553
CAR554,2023,BMW,i4,eDrive40,62500,5200,Brooklyn Grey,Cognac Vernasca,Electric,Single-Speed,RWD,Single Motor,BMW of Las Vegas,Las Vegas,NV,89122,Great Deal,true,true,true,Cars.com,https://www.cars.com/listing/123554
CAR555,2023,BMW,i4,M50,72500,3500,Portimao Blue,Black Vernasca,Electric,Single-Speed,AWD,Dual Motor,BMW of Las Vegas,Las Vegas,NV,89122,Good Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123555
CAR556,2023,BMW,i7,xDrive60,122500,4000,Mineral White,Ivory Leather,Electric,Single-Speed,AWD,Dual Motor,BMW of Las Vegas,Las Vegas,NV,89122,Fair Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123556
CAR557,2023,Mercedes-Benz,EQS,450+,112500,5500,Obsidian Black,Black Nappa,Electric,Single-Speed,RWD,Single Motor,Mercedes Las Vegas,Las Vegas,NV,89123,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123557
CAR558,2023,Mercedes-Benz,EQS,580,132500,3800,Selenite Grey,Macchiato Beige,Electric,Single-Speed,AWD,Dual Motor,Mercedes Las Vegas,Las Vegas,NV,89123,Great Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123558
CAR559,2023,Mercedes-Benz,EQS,AMG,162500,2200,High-Tech Silver,Black Dinamica,Electric,Single-Speed,AWD,Dual Motor,Mercedes Las Vegas,Las Vegas,NV,89123,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123559
CAR560,2023,Mercedes-Benz,EQE,350+,78500,6500,Polar White,Black MB-Tex,Electric,Single-Speed,RWD,Single Motor,Mercedes Las Vegas,Las Vegas,NV,89123,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123560
CAR561,2023,Mercedes-Benz,EQE,500,92500,4500,Graphite Grey,Macchiato Beige,Electric,Single-Speed,AWD,Dual Motor,Mercedes Las Vegas,Las Vegas,NV,89123,Great Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123561
CAR562,2023,Mercedes-Benz,EQE,AMG,112500,2800,MANUFAKTUR Hyacinth Red,Black Nappa/Dinamica,Electric,Single-Speed,AWD,Dual Motor,Mercedes Las Vegas,Las Vegas,NV,89123,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123562
CAR563,2023,Mercedes-Benz,EQB,300,55500,7000,Digital White,Black MB-Tex,Electric,Single-Speed,FWD,Single Motor,Mercedes Las Vegas,Las Vegas,NV,89123,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123563
CAR564,2023,Mercedes-Benz,EQB,350,62500,5000,Denim Blue,Macchiato Beige,Electric,Single-Speed,AWD,Dual Motor,Mercedes Las Vegas,Las Vegas,NV,89123,Great Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123564
CAR565,2023,Audi,e-tron,Premium,72500,7500,Glacier White,Black Leather,Electric,Single-Speed,AWD,Dual Motor,Audi Las Vegas,Las Vegas,NV,89124,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123565
CAR566,2023,Audi,e-tron,Premium Plus,78500,5500,Daytona Gray,Rock Gray,Electric,Single-Speed,AWD,Dual Motor,Audi Las Vegas,Las Vegas,NV,89124,Great Deal,true,true,true,Cars.com,https://www.cars.com/listing/123566
CAR567,2023,Audi,e-tron,Prestige,85500,3800,Navarra Blue,Okapi Brown,Electric,Single-Speed,AWD,Dual Motor,Audi Las Vegas,Las Vegas,NV,89124,Good Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123567
CAR568,2023,Audi,e-tron GT,Premium Plus,112500,5000,Kemora Gray,Black Leather,Electric,Single-Speed,AWD,Dual Motor,Audi Las Vegas,Las Vegas,NV,89124,Fair Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123568
CAR569,2023,Audi,e-tron GT,Prestige,122500,3200,Tactical Green,Santos Brown,Electric,Single-Speed,AWD,Dual Motor,Audi Las Vegas,Las Vegas,NV,89124,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123569
CAR570,2023,Audi,RS e-tron GT,Base,152500,2000,Tango Red,Black/Arras Red,Electric,Single-Speed,AWD,Dual Motor,Audi Las Vegas,Las Vegas,NV,89124,Great Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123570
CAR571,2023,Porsche,Taycan,Base,92500,6500,Carrara White,Black Leather,Electric,2-Speed Auto,RWD,Single Motor,Porsche Las Vegas,Las Vegas,NV,89125,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123571
CAR572,2023,Porsche,Taycan,4S,112500,4800,Gentian Blue,Bordeaux Red,Electric,2-Speed Auto,AWD,Dual Motor,Porsche Las Vegas,Las Vegas,NV,89125,Great Deal,true,true,true,Cars.com,https://www.cars.com/listing/123572
CAR573,2023,Porsche,Taycan,GTS,142500,3200,Papaya Metallic,Black/Chalk,Electric,2-Speed Auto,AWD,Dual Motor,Porsche Las Vegas,Las Vegas,NV,89125,Good Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123573
CAR574,2023,Porsche,Taycan,Turbo,162500,2200,Frozen Blue,Chalk Leather,Electric,2-Speed Auto,AWD,Dual Motor,Porsche Las Vegas,Las Vegas,NV,89125,Fair Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123574
CAR575,2023,Porsche,Taycan,Turbo S,198500,1500,Mamba Green,Black/Lime Green,Electric,2-Speed Auto,AWD,Dual Motor,Porsche Las Vegas,Las Vegas,NV,89125,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123575
CAR576,2023,Porsche,Taycan,Cross Turismo,108500,5000,Frozenberry,Black Leather,Electric,2-Speed Auto,AWD,Dual Motor,Porsche Las Vegas,Las Vegas,NV,89125,Great Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123576
CAR577,2023,Porsche,Taycan,Sport Turismo,118500,3800,Ice Grey,Atacama Beige,Electric,2-Speed Auto,AWD,Dual Motor,Porsche Las Vegas,Las Vegas,NV,89125,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123577
CAR578,2022,BMW,3 Series,330i,45500,12500,Alpine White,Black SensaTec,Gasoline,8-Speed Auto,RWD,2.0L Turbo 4-Cylinder,BMW of Las Vegas,Las Vegas,NV,89122,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123578
CAR579,2022,BMW,3 Series,330i xDrive,48500,10200,Mineral Grey,Black Dakota,Gasoline,8-Speed Auto,AWD,2.0L Turbo 4-Cylinder,BMW of Las Vegas,Las Vegas,NV,89122,Great Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123579
CAR580,2023,BMW,3 Series,M340i,58500,6500,Portimao Blue,Cognac Vernasca,Gasoline,8-Speed Auto,RWD,3.0L Turbo 6-Cylinder,BMW of Las Vegas,Las Vegas,NV,89122,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123580
CAR581,2023,BMW,3 Series,M340i xDrive,62500,4800,Black Sapphire,Black Vernasca,Gasoline,8-Speed Auto,AWD,3.0L Turbo 6-Cylinder,BMW of Las Vegas,Las Vegas,NV,89122,Fair Deal,true,true,true,Cars.com,https://www.cars.com/listing/123581
CAR582,2023,BMW,M3,Competition,82500,3200,Isle of Man Green,Silverstone Merino,Gasoline,8-Speed Auto,RWD,3.0L Twin-Turbo 6-Cylinder,BMW of Las Vegas,Las Vegas,NV,89122,Good Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123582
CAR583,2023,BMW,M3,Competition xDrive,85500,2500,San Marino Blue,Kyalami Orange Merino,Gasoline,8-Speed Auto,AWD,3.0L Twin-Turbo 6-Cylinder,BMW of Las Vegas,Las Vegas,NV,89122,Great Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123583
CAR584,2022,BMW,5 Series,530i,52500,14500,Jet Black,Canberra Beige,Gasoline,8-Speed Auto,RWD,2.0L Turbo 4-Cylinder,BMW of Las Vegas,Las Vegas,NV,89122,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123584
CAR585,2023,BMW,5 Series,530i xDrive,58500,8500,Mineral White,Black Dakota,Gasoline,8-Speed Auto,AWD,2.0L Turbo 4-Cylinder,BMW of Las Vegas,Las Vegas,NV,89122,Great Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123585
CAR586,2023,BMW,5 Series,540i xDrive,68500,5200,Phytonic Blue,Cognac Vernasca,Gasoline,8-Speed Auto,AWD,3.0L Turbo 6-Cylinder,BMW of Las Vegas,Las Vegas,NV,89122,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123586
CAR587,2023,BMW,M5,Competition,118500,2800,Brands Hatch Grey,Black Extended Merino,Gasoline,8-Speed Auto,AWD,4.4L Twin-Turbo V8,BMW of Las Vegas,Las Vegas,NV,89122,Fair Deal,true,true,true,Cars.com,https://www.cars.com/listing/123587
CAR588,2022,BMW,7 Series,740i,92500,12000,Black Sapphire,Ivory White Nappa,Gasoline,8-Speed Auto,RWD,3.0L Turbo 6-Cylinder,BMW of Las Vegas,Las Vegas,NV,89122,Good Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123588
CAR589,2023,BMW,7 Series,760i xDrive,118500,5500,Mineral White,Cognac Nappa,Gasoline,8-Speed Auto,AWD,4.4L Twin-Turbo V8,BMW of Las Vegas,Las Vegas,NV,89122,Great Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123589
CAR590,2023,BMW,X3,xDrive30i,52500,9500,Phytonic Blue,Black SensaTec,Gasoline,8-Speed Auto,AWD,2.0L Turbo 4-Cylinder,BMW of Las Vegas,Las Vegas,NV,89122,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123590
CAR591,2023,BMW,X3,M40i,62500,6200,Alpine White,Black Vernasca,Gasoline,8-Speed Auto,AWD,3.0L Turbo 6-Cylinder,BMW of Las Vegas,Las Vegas,NV,89122,Great Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123591
CAR592,2023,BMW,X3 M,Competition,82500,3500,Toronto Red,Black Merino,Gasoline,8-Speed Auto,AWD,3.0L Twin-Turbo 6-Cylinder,BMW of Las Vegas,Las Vegas,NV,89122,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123592
CAR593,2023,BMW,X5,xDrive40i,68500,8000,Arctic Grey,Cognac Vernasca,Gasoline,8-Speed Auto,AWD,3.0L Turbo 6-Cylinder,BMW of Las Vegas,Las Vegas,NV,89122,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123593
CAR594,2023,BMW,X5,xDrive50e,78500,5500,Mineral White,Black Vernasca,Plug-In Hybrid,8-Speed Auto,AWD,3.0L Turbo PHEV,BMW of Las Vegas,Las Vegas,NV,89122,Great Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123594
CAR595,2023,BMW,X5 M,Competition,118500,2800,Marina Bay Blue,Silverstone Merino,Gasoline,8-Speed Auto,AWD,4.4L Twin-Turbo V8,BMW of Las Vegas,Las Vegas,NV,89122,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123595
CAR596,2022,Mercedes-Benz,C-Class,C 300,48500,15000,Polar White,Black MB-Tex,Gasoline,9-Speed Auto,RWD,2.0L Turbo 4-Cylinder,Mercedes Las Vegas,Las Vegas,NV,89123,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123596
CAR597,2023,Mercedes-Benz,C-Class,C 300 4MATIC,52500,9500,Selenite Grey,Macchiato Beige,Gasoline,9-Speed Auto,AWD,2.0L Turbo 4-Cylinder,Mercedes Las Vegas,Las Vegas,NV,89123,Great Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123597
CAR598,2023,Mercedes-Benz,C-Class,AMG C 43,68500,5800,Obsidian Black,Cranberry Red,Gasoline,9-Speed Auto,AWD,2.0L Turbo 4-Cylinder,Mercedes Las Vegas,Las Vegas,NV,89123,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123598
CAR599,2023,Mercedes-Benz,C-Class,AMG C 63 S,92500,3200,MANUFAKTUR Opalite White,Black Nappa,Gasoline,9-Speed Auto,AWD,2.0L Turbo + Electric,Mercedes Las Vegas,Las Vegas,NV,89123,Fair Deal,true,true,true,Cars.com,https://www.cars.com/listing/123599
CAR600,2022,Mercedes-Benz,E-Class,E 350,58500,14500,Diamond White,Macchiato Beige,Gasoline,9-Speed Auto,RWD,2.0L Turbo 4-Cylinder,Mercedes Las Vegas,Las Vegas,NV,89123,Good Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123600
CAR601,2023,Mercedes-Benz,E-Class,E 350 4MATIC,62500,8500,Graphite Grey,Black Nappa,Gasoline,9-Speed Auto,AWD,2.0L Turbo 4-Cylinder,Mercedes Las Vegas,Las Vegas,NV,89123,Great Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123601
CAR602,2023,Mercedes-Benz,E-Class,E 450 4MATIC,72500,5200,Emerald Green,Macchiato Beige,Gasoline,9-Speed Auto,AWD,3.0L Turbo 6-Cylinder,Mercedes Las Vegas,Las Vegas,NV,89123,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123602
CAR603,2023,Mercedes-Benz,E-Class,AMG E 53,82500,3500,High Tech Silver,Black MB-Tex,Gasoline,9-Speed Auto,AWD,3.0L Turbo 6-Cylinder,Mercedes Las Vegas,Las Vegas,NV,89123,Fair Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123603
CAR604,2023,Mercedes-Benz,S-Class,S 500,118500,6500,Obsidian Black,Macchiato Beige,Gasoline,9-Speed Auto,AWD,3.0L Turbo 6-Cylinder,Mercedes Las Vegas,Las Vegas,NV,89123,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123604
CAR605,2023,Mercedes-Benz,S-Class,S 580,142500,4200,Cirrus Silver,Black Nappa,Gasoline,9-Speed Auto,AWD,4.0L Twin-Turbo V8,Mercedes Las Vegas,Las Vegas,NV,89123,Great Deal,true,true,true,Cars.com,https://www.cars.com/listing/123605
CAR606,2023,Mercedes-Benz,S-Class,AMG S 63,188500,2500,Diamond White,Red Pepper/Black,Gasoline,9-Speed Auto,AWD,4.0L Twin-Turbo V8 + Electric,Mercedes Las Vegas,Las Vegas,NV,89123,Good Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123606
CAR607,2023,Mercedes-Benz,S-Class,Maybach S 680,228500,1500,Kalahari Gold,Crystal White/Silver Grey,Gasoline,9-Speed Auto,AWD,6.0L Twin-Turbo V12,Mercedes Las Vegas,Las Vegas,NV,89123,Fair Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123607
CAR608,2023,Mercedes-Benz,GLC,GLC 300,52500,9500,Polar White,Black MB-Tex,Gasoline,9-Speed Auto,RWD,2.0L Turbo 4-Cylinder,Mercedes Las Vegas,Las Vegas,NV,89123,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123608
CAR609,2023,Mercedes-Benz,GLC,GLC 300 4MATIC,55500,7200,Selenite Grey,Macchiato Beige,Gasoline,9-Speed Auto,AWD,2.0L Turbo 4-Cylinder,Mercedes Las Vegas,Las Vegas,NV,89123,Great Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123609
CAR610,2023,Mercedes-Benz,GLC,AMG GLC 43,72500,4500,Spectral Blue,Black Nappa,Gasoline,9-Speed Auto,AWD,2.0L Turbo 4-Cylinder,Mercedes Las Vegas,Las Vegas,NV,89123,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123610
CAR611,2023,Mercedes-Benz,GLC,AMG GLC 63 S,92500,2800,MANUFAKTUR Brilliant Blue,Black/Red Nappa,Gasoline,9-Speed Auto,AWD,2.0L Turbo + Electric,Mercedes Las Vegas,Las Vegas,NV,89123,Fair Deal,true,true,true,Cars.com,https://www.cars.com/listing/123611
CAR612,2023,Mercedes-Benz,GLE,GLE 350,62500,8500,Lunar Blue,Macchiato Beige,Gasoline,9-Speed Auto,RWD,2.0L Turbo 4-Cylinder,Mercedes Las Vegas,Las Vegas,NV,89123,Good Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123612
CAR613,2023,Mercedes-Benz,GLE,GLE 450 4MATIC,72500,6000,Diamond Silver,Black Nappa,Gasoline,9-Speed Auto,AWD,3.0L Turbo 6-Cylinder,Mercedes Las Vegas,Las Vegas,NV,89123,Great Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123613
CAR614,2023,Mercedes-Benz,GLE,AMG GLE 53,82500,4200,Obsidian Black,Tartufo Brown,Gasoline,9-Speed Auto,AWD,3.0L Turbo 6-Cylinder,Mercedes Las Vegas,Las Vegas,NV,89123,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123614
CAR615,2023,Mercedes-Benz,GLE,AMG GLE 63 S,132500,2500,Manufaktur Cashmere White,Black Nappa,Gasoline,9-Speed Auto,AWD,4.0L Twin-Turbo V8,Mercedes Las Vegas,Las Vegas,NV,89123,Fair Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123615
CAR616,2022,Audi,A4,Premium,42500,16500,Glacier White,Black Leather,Gasoline,7-Speed DCT,FWD,2.0L Turbo 4-Cylinder,Audi Las Vegas,Las Vegas,NV,89124,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123616
CAR617,2023,Audi,A4,Premium Plus,48500,10500,Mythos Black,Rock Gray,Gasoline,7-Speed DCT,AWD,2.0L Turbo 4-Cylinder,Audi Las Vegas,Las Vegas,NV,89124,Great Deal,true,true,true,Cars.com,https://www.cars.com/listing/123617
CAR618,2023,Audi,A4,Prestige,55500,6800,Navarra Blue,Okapi Brown,Gasoline,7-Speed DCT,AWD,2.0L Turbo 4-Cylinder,Audi Las Vegas,Las Vegas,NV,89124,Good Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123618
CAR619,2023,Audi,S4,Premium Plus,58500,8500,Daytona Gray,Rotor Gray,Gasoline,8-Speed Auto,AWD,3.0L Turbo V6,Audi Las Vegas,Las Vegas,NV,89124,Great Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123619
CAR620,2023,Audi,S4,Prestige,62500,5200,Tango Red,Black Leather,Gasoline,8-Speed Auto,AWD,3.0L Turbo V6,Audi Las Vegas,Las Vegas,NV,89124,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123620
CAR621,2023,Audi,RS 4,Base,78500,3500,Nardo Gray,Black/Rock Gray,Gasoline,8-Speed Auto,AWD,2.9L Twin-Turbo V6,Audi Las Vegas,Las Vegas,NV,89124,Fair Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123621
CAR622,2022,Audi,A6,Premium,55500,15500,Glacier White,Black Leather,Gasoline,7-Speed DCT,FWD,2.0L Turbo 4-Cylinder,Audi Las Vegas,Las Vegas,NV,89124,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123622
CAR623,2023,Audi,A6,Premium Plus,62500,9500,Firmament Blue,Atlas Beige,Gasoline,7-Speed DCT,AWD,2.0L Turbo 4-Cylinder,Audi Las Vegas,Las Vegas,NV,89124,Great Deal,true,true,true,Cars.com,https://www.cars.com/listing/123623
