id,name,brand,category,age_min,age_max,price,description,features_json,educational,battery_required,in_stock,stock_quantity
TOY-323,Little Tikes Basketball Hoop,Little Tikes,Sports Toys,2,5,49.99,Adjustable basketball hoop for toddlers,"{""height_range"": ""2.5-4 ft"", ""ball"": ""included""}",0,0,1,12
TOY-324,SKLZ Pro Mini Hoop,SKLZ,Sports Toys,6,99,34.99,Over-the-door basketball hoop,"{""backboard"": ""polycarbonate"", ""ball"": ""included""}",0,0,1,18
TOY-325,Franklin Soccer Goal Set,Franklin,Sports Toys,4,12,39.99,Pop-up soccer goals with ball,"{""goals"": 2, ""ball"": ""included""}",0,0,1,14
TOY-326,Stomp Rocket Ultra,Stomp Rocket,Sports Toys,6,14,24.99,Air-powered rocket launcher,"{""rockets"": 4, ""height_ft"": 200}",0,0,1,25
TOY-327,Ogosport Discs Set,Ogosport,Sports Toys,4,99,29.99,Bouncy disc and ball game,"{""discs"": 2, ""balls"": 2}",0,0,1,16
TOY-328,Waboba Moon Ball,Waboba,Sports Toys,5,99,7.99,Super bouncy outdoor ball,"{""bounce"": ""extreme"", ""material"": ""polymer""}",0,0,1,50
TOY-329,Kan Jam Ultimate Game,Kan Jam,Sports Toys,8,99,44.99,Outdoor flying disc game,"{""cans"": 2, ""disc"": 1}",0,0,1,10
TOY-330,GoSports Cornhole Set,GoSports,Sports Toys,6,99,89.99,Regulation cornhole boards,"{""boards"": 2, ""bags"": 8}",0,0,1,6
TOY-331,Schleich Horse Club Stable,Schleich,Collectible Figures,5,12,99.99,Detailed horse stable playset,"{""horses"": 2, ""accessories"": 20}",0,0,1,8
TOY-332,Schleich Dinosaur Set,Schleich,Collectible Figures,4,10,39.99,Realistic dinosaur figure pack,"{""figures"": 5, ""scale"": ""1:40""}",1,0,1,15
TOY-333,Funko Pop Marvel Spider-Man,Funko,Collectible Figures,6,99,12.99,Vinyl collectible figure,"{""height_inches"": 4, ""exclusive"": false}",0,0,1,30
TOY-334,Funko Pop Star Wars Grogu,Funko,Collectible Figures,6,99,12.99,Baby Yoda vinyl figure,"{""height_inches"": 4, ""series"": ""Star Wars""}",0,0,1,28
TOY-335,Hot Wheels Monster Trucks 5-Pack,Hot Wheels,Collectible Figures,3,10,19.99,Set of monster truck vehicles,"{""trucks"": 5, ""scale"": ""1:64""}",0,0,1,22
TOY-336,Playmobil Pirate Ship,Playmobil,Collectible Figures,4,10,79.99,Detailed pirate ship playset,"{""figures"": 3, ""cannons"": 2}",0,0,1,9
TOY-337,Calico Critters Family Set,Calico Critters,Collectible Figures,3,10,24.99,Rabbit family figurines,"{""figures"": 4, ""accessories"": 5}",0,0,1,18
TOY-338,Breyer Horse Collectible,Breyer,Collectible Figures,4,99,29.99,Detailed model horse,"{""scale"": ""1:9"", ""material"": ""resin""}",0,0,1,12
TOY-339,Safari Ltd Wild Animals TOOB,Safari Ltd,Collectible Figures,3,10,14.99,Tube of wild animal figures,"{""figures"": 12, ""educational"": true}",1,0,1,25
TOY-340,Papo Medieval Knights,Papo,Collectible Figures,3,12,34.99,Detailed medieval figure set,"{""figures"": 4, ""accessories"": 6}",0,0,1,10
TOY-341,Kinetic Sand 2lb Bag,Spin Master,Sensory Play,3,10,12.99,Moldable sensory sand,"{""weight_lb"": 2, ""colors"": ""natural""}",0,0,1,40
TOY-342,Kinetic Sand Sandisfying Set,Spin Master,Sensory Play,3,10,19.99,Sand with 10 tools,"{""tools"": 10, ""sand_lb"": 2}",0,0,1,25
TOY-343,Orbeez Spa Set,Spin Master,Sensory Play,5,12,24.99,Water bead spa experience,"{""orbeez"": 2000, ""accessories"": 5}",0,0,1,18
TOY-344,Mad Mattr Sensory Dough,Relevant Play,Sensory Play,3,10,14.99,Never-dries modeling compound,"{""oz"": 10, ""texture"": ""soft""}",0,0,1,30
TOY-345,Playfoam Combo 8-Pack,Educational Insights,Sensory Play,3,8,12.99,Non-toxic sculpting foam,"{""pods"": 8, ""colors"": 8}",0,0,1,28
TOY-346,Fidget Cube Original,Antsy Labs,Sensory Play,6,99,14.99,6-sided fidget toy,"{""sides"": 6, ""features"": [""click"", ""spin"", ""roll""]}",0,0,1,45
TOY-347,Pop It Rainbow Board,Generic,Sensory Play,3,99,9.99,Silicone bubble popping toy,"{""bubbles"": 40, ""reusable"": true}",0,0,1,60
TOY-348,Speks Magnetic Balls,Speks,Sensory Play,14,99,24.99,Magnetic desk toy,"{""magnets"": 512, ""size_mm"": 2.5}",0,0,1,15
TOY-349,Crazy Aaron's Thinking Putty,Crazy Aaron,Sensory Play,3,99,14.99,Stretchable sensory putty,"{""oz"": 3.2, ""type"": ""glow""}",0,0,1,35
TOY-350,Tangle Jr Textured,Tangle,Sensory Play,3,99,7.99,Twistable fidget toy,"{""pieces"": 18, ""texture"": ""bumpy""}",0,0,1,40
TOY-351,Water Wow Safari Pad,Melissa & Doug,Water Toys,3,7,6.99,Reusable water reveal pad,"{""pages"": 4, ""pen"": ""included""}",1,0,1,35
TOY-352,AquaDoodle Mat,Spin Master,Water Toys,2,5,29.99,Water drawing mat,"{""size_inches"": ""30x30"", ""pens"": 2}",1,0,1,18
TOY-353,Bunch O Balloons 100 Pack,Zuru,Water Toys,5,12,9.99,Quick-fill water balloons,"{""balloons"": 100, ""fill_time"": ""60 seconds""}",0,0,1,55
TOY-354,SwimWays Spring Float,SwimWays,Water Toys,5,99,29.99,Pool float lounger,"{""weight_capacity_lb"": 250, ""foldable"": true}",0,0,1,12
TOY-355,Poolmaster Floating Hoops,Poolmaster,Water Toys,6,99,24.99,Floating basketball game,"{""backboard"": true, ""ball"": ""included""}",0,0,1,10
TOY-356,Step2 Water Table,Step2,Water Toys,2,6,79.99,Outdoor water play table,"{""capacity_gal"": 6, ""accessories"": 13}",0,0,1,8
TOY-357,Melissa & Doug Fishing Game,Melissa & Doug,Water Toys,3,6,14.99,Magnetic fishing game,"{""fish"": 10, ""rods"": 2}",1,0,1,22
TOY-358,Stream Machine Water Launcher,Stream Machine,Water Toys,6,14,19.99,Powerful water shooter,"{""range_ft"": 70, ""capacity_oz"": 24}",0,0,1,16
TOY-359,Swimline Giant Inflatable Pizza,Swimline,Water Toys,6,99,19.99,Pool float shaped like pizza slice,"{""length_inches"": 72, ""vinyl"": true}",0,0,1,14
TOY-360,Intex Inflatable Play Center,Intex,Water Toys,2,6,49.99,Backyard water play center,"{""slide"": true, ""sprayer"": true}",0,0,1,6
TOY-361,LEGO Friends Heartlake City,LEGO,Building & Construction,7,12,129.99,Friends themed building set,"{""pieces"": 1513, ""minifigures"": 6}",0,0,1,9
TOY-362,LEGO City Police Station,LEGO,Building & Construction,6,12,99.99,Police headquarters set,"{""pieces"": 668, ""minifigures"": 5}",0,0,1,11
TOY-363,LEGO Ninjago Dragon,LEGO,Building & Construction,8,14,49.99,Ninja dragon build,"{""pieces"": 521, ""minifigures"": 4}",0,0,1,14
TOY-364,LEGO Creator 3-in-1 Castle,LEGO,Building & Construction,9,14,99.99,Medieval castle with three builds,"{""pieces"": 1426, ""builds"": 3}",0,0,1,8
TOY-365,LEGO Speed Champions,LEGO,Building & Construction,8,14,24.99,Buildable race car,"{""pieces"": 280, ""minifigures"": 1}",0,0,1,20
TOY-366,LEGO Architecture Eiffel Tower,LEGO,Building & Construction,18,99,629.99,Detailed Eiffel Tower model,"{""pieces"": 10001, ""height_inches"": 59}",0,0,1,3
TOY-367,LEGO Ideas Tree House,LEGO,Building & Construction,16,99,249.99,Detailed treehouse build,"{""pieces"": 3036, ""leaves"": ""plant-based""}",0,0,1,5
TOY-368,LEGO Botanical Orchid,LEGO,Building & Construction,18,99,49.99,Buildable orchid plant,"{""pieces"": 608, ""display"": true}",0,0,1,18
TOY-369,LEGO Duplo Farm,LEGO,Building & Construction,2,5,59.99,Large farm set for toddlers,"{""pieces"": 97, ""animals"": 8}",1,0,1,12
TOY-370,LEGO Duplo Fire Station,LEGO,Building & Construction,2,5,49.99,Fire rescue set for toddlers,"{""pieces"": 117, ""figures"": 2}",1,0,1,14
TOY-371,Transformers Optimus Prime,Hasbro,Action Figures & Dolls,6,14,49.99,Converting robot figure,"{""height_inches"": 11, ""steps"": 35}",0,0,1,15
TOY-372,Transformers Bumblebee,Hasbro,Action Figures & Dolls,6,14,29.99,Converting Camaro robot,"{""height_inches"": 7, ""steps"": 22}",0,0,1,18
TOY-373,Power Rangers Lightning Collection,Hasbro,Action Figures & Dolls,4,99,24.99,Premium ranger figure,"{""height_inches"": 6, ""accessories"": 5}",0,0,1,20
TOY-374,Teenage Mutant Ninja Turtles Set,Playmates,Action Figures & Dolls,4,10,49.99,4-pack of turtle figures,"{""figures"": 4, ""weapons"": ""included""}",0,0,1,12
TOY-375,Sonic the Hedgehog Figure,Jakks Pacific,Action Figures & Dolls,4,12,14.99,Articulated Sonic figure,"{""height_inches"": 4, ""points"": 10}",0,0,1,25
TOY-376,Super Mario Figure Set,Jakks Pacific,Action Figures & Dolls,4,12,24.99,Mario characters pack,"{""figures"": 5, ""scale"": ""2.5 inch""}",0,0,1,22
TOY-377,Dragon Ball Z Action Figure,Bandai,Action Figures & Dolls,8,99,29.99,Goku super saiyan figure,"{""height_inches"": 6, ""articulation"": 16}",0,0,1,16
TOY-378,My Hero Academia Figure,McFarlane,Action Figures & Dolls,14,99,19.99,Deku action figure,"{""height_inches"": 7, ""base"": ""included""}",0,0,1,14
TOY-379,One Piece Luffy Figure,Bandai,Action Figures & Dolls,12,99,24.99,Monkey D Luffy figure,"{""height_inches"": 6, ""pose"": ""attack""}",0,0,1,12
TOY-380,Demon Slayer Tanjiro,Bandai,Action Figures & Dolls,14,99,29.99,Articulated Tanjiro figure,"{""height_inches"": 6, ""sword"": ""included""}",0,0,1,10
TOY-381,Baby Shark Singing Plush,WowWee,Plush & Stuffed Animals,1,5,19.99,Interactive singing shark,"{""songs"": 1, ""tempo_control"": true}",0,1,1,30
TOY-382,Sesame Street Elmo Plush,Gund,Plush & Stuffed Animals,1,6,24.99,Classic Elmo stuffed toy,"{""height_inches"": 14, ""material"": ""plush""}",0,0,1,25
TOY-383,Disney Stitch Plush,Disney,Plush & Stuffed Animals,2,99,19.99,Blue alien plush toy,"{""height_inches"": 12, ""soft"": true}",0,0,1,28
TOY-384,Pusheen Cat Plush,Gund,Plush & Stuffed Animals,3,99,14.99,Gray tabby cat plush,"{""height_inches"": 9, ""style"": ""classic""}",0,0,1,22
TOY-385,Jellycat Bashful Bunny,Jellycat,Plush & Stuffed Animals,0,99,22.50,Luxury plush bunny,"{""height_inches"": 12, ""material"": ""premium""}",0,0,1,18
TOY-386,Aurora World Penguin,Aurora,Plush & Stuffed Animals,2,99,12.99,Soft penguin plush,"{""height_inches"": 10, ""realistic"": true}",0,0,1,24
TOY-387,Wild Republic Tiger,Wild Republic,Plush & Stuffed Animals,3,99,14.99,Realistic tiger plush,"{""height_inches"": 12, ""educational"": true}",1,0,1,20
TOY-388,Douglas Cuddle Toys Horse,Douglas,Plush & Stuffed Animals,2,99,19.99,Soft horse plush,"{""height_inches"": 11, ""brushable"": true}",0,0,1,15
TOY-389,Pillow Pets Unicorn,Pillow Pets,Plush & Stuffed Animals,3,12,24.99,Transforms to pillow,"{""open_inches"": 18, ""closed_inches"": 11}",0,0,1,22
TOY-390,Warmies Lavender Sloth,Warmies,Plush & Stuffed Animals,3,99,24.99,Microwavable scented plush,"{""scent"": ""lavender"", ""heatable"": true}",0,0,1,16
TOY-391,Crayola Washable Paint Set,Crayola,Arts & Crafts,3,12,14.99,10-color washable paints,"{""colors"": 10, ""washable"": true}",1,0,1,35
TOY-392,Crayola Model Magic,Crayola,Arts & Crafts,3,12,12.99,Air-dry modeling compound,"{""oz"": 14, ""colors"": 4}",1,0,1,28
TOY-393,Perler Beads Mega Kit,Perler,Arts & Crafts,6,14,29.99,Fuse bead craft set,"{""beads"": 4000, ""pegboards"": 4}",1,0,1,18
TOY-394,Rainbow Loom Deluxe,Rainbow Loom,Arts & Crafts,7,14,29.99,Rubber band bracelet maker,"{""bands"": 1800, ""looms"": 2}",1,0,1,22
TOY-395,Klutz Friendship Bracelets,Klutz,Arts & Crafts,8,14,14.99,Bracelet making kit with book,"{""thread_colors"": 10, ""patterns"": 15}",1,0,1,25
TOY-396,LEGO DOTS Bracelet Kit,LEGO,Arts & Crafts,6,12,9.99,Customizable tile bracelets,"{""bracelets"": 5, ""tiles"": 75}",1,0,1,30
TOY-397,Cra-Z-Art Shimmer n Sparkle,Cra-Z-Art,Arts & Crafts,6,12,19.99,Glitter art studio,"{""activities"": 10, ""glitter"": ""included""}",0,0,1,20
TOY-398,Melissa & Doug Scratch Art,Melissa & Doug,Arts & Crafts,4,10,9.99,Rainbow scratch paper pad,"{""sheets"": 16, ""stylus"": ""included""}",1,0,1,32
TOY-399,Creativity for Kids Rock Painting,Creativity for Kids,Arts & Crafts,6,12,14.99,Rock painting kit,"{""rocks"": 10, ""paints"": 6}",1,0,1,24
TOY-400,Alex Spa Hair Chalk Pens,Alex Brands,Arts & Crafts,8,14,12.99,Temporary hair color pens,"{""colors"": 5, ""washable"": true}",0,0,1,28
TOY-401,Osmo Genius Starter Kit,Osmo,Electronics & Tech,6,10,99.99,iPad learning system with games,"{""games"": 5, ""pieces"": ""multiple""}",1,0,1,12
TOY-402,Osmo Coding Starter Kit,Osmo,Electronics & Tech,5,10,99.99,Learn coding with physical blocks,"{""games"": 3, ""blocks"": 31}",1,0,1,10
TOY-403,littleBits Base Inventor Kit,littleBits,Electronics & Tech,8,14,99.99,Electronic building blocks,"{""bits"": 10, ""inventions"": 12}",1,1,1,8
TOY-404,Snap Circuits Pro,Elenco,Electronics & Tech,8,15,74.99,Advanced electronics kit,"{""parts"": 500, ""projects"": 500}",1,0,1,11
TOY-405,Snap Circuits Jr,Elenco,Electronics & Tech,8,14,34.99,Beginner electronics kit,"{""parts"": 30, ""projects"": 100}",1,0,1,18
TOY-406,Kano Computer Kit,Kano,Electronics & Tech,6,14,149.99,Build your own computer,"{""os"": ""Kano OS"", ""projects"": 100}",1,0,1,6
TOY-407,Kano Harry Potter Wand,Kano,Electronics & Tech,6,99,99.99,Coding wand with gestures,"{""spells"": 70, ""challenges"": 100}",1,1,1,9
TOY-408,Nintendo Labo VR Kit,Nintendo,Electronics & Tech,7,99,79.99,Cardboard VR for Switch,"{""builds"": 6, ""games"": 64}",1,0,1,7
TOY-409,Anki Vector Robot,Anki,Electronics & Tech,8,99,299.99,AI companion robot,"{""voice"": true, ""facial_recognition"": true}",0,1,1,5
TOY-410,Cozmo Robot,Anki,Electronics & Tech,8,99,179.99,Programmable robot companion,"{""games"": 3, ""coding"": true}",1,1,1,7
TOY-411,4M Green Science Weather Station,4M,Science & Discovery,8,14,24.99,Build a weather station,"{""instruments"": 6, ""activities"": 8}",1,0,1,16
TOY-412,Thames & Kosmos Chem C500,Thames & Kosmos,Science & Discovery,10,14,49.99,Chemistry experiment set,"{""experiments"": 28, ""equipment"": ""included""}",1,0,1,12
TOY-413,Scientific Explorer Mind Blowing,Scientific Explorer,Science & Discovery,6,12,14.99,Science experiment kit,"{""experiments"": 11, ""safe"": true}",1,0,1,22
TOY-414,Learning Resources Beaker Creatures,Learning Resources,Science & Discovery,5,10,9.99,Collectible science creatures,"{""creatures"": 2, ""reactor"": ""included""}",1,0,1,35
TOY-415,Educational Insights GeoSafari Jr,Educational Insights,Science & Discovery,4,7,29.99,Talking microscope for kids,"{""slides"": 20, ""facts"": 100}",1,1,1,14
TOY-416,Smithsonian Crystal Growing,NSI,Science & Discovery,10,99,14.99,Grow crystals at home,"{""crystals"": 6, ""display_domes"": 6}",1,0,1,20
TOY-417,Magna-Tiles Metropolis,Magna-Tiles,Building & Construction,3,8,199.99,Magnetic building tiles city set,"{""pieces"": 110, ""theme"": ""city""}",1,0,1,7
TOY-418,Magna-Tiles Glow in Dark,Magna-Tiles,Building & Construction,3,8,49.99,Magnetic tiles that glow,"{""pieces"": 16, ""glow"": true}",1,0,1,15
TOY-419,PicassoTiles 100 Piece Set,PicassoTiles,Building & Construction,3,8,49.99,Magnetic building tiles,"{""pieces"": 100, ""colors"": 8}",1,0,1,20
TOY-420,Magformers Smart Set,Magformers,Building & Construction,3,8,99.99,Magnetic construction set,"{""pieces"": 144, ""remote"": true}",1,0,1,9
TOY-421,Magformers Vehicle Set,Magformers,Building & Construction,3,8,49.99,Build magnetic vehicles,"{""pieces"": 44, ""wheels"": ""included""}",1,0,1,14
TOY-422,Tegu Magnetic Wooden Blocks,Tegu,Building & Construction,1,99,129.99,Magnetic wooden blocks,"{""pieces"": 42, ""material"": ""wood""}",1,0,1,8
TOY-423,BiOBUDDi Eco Building Blocks,BiOBUDDi,Building & Construction,1,6,29.99,Plant-based building blocks,"{""pieces"": 40, ""eco"": true}",1,0,1,18
TOY-424,Plus-Plus Big,Plus-Plus,Building & Construction,1,6,29.99,Large building pieces for toddlers,"{""pieces"": 50, ""size"": ""big""}",1,0,1,16
TOY-425,Brackitz STEM Building Set,Brackitz,Building & Construction,3,10,39.99,Engineering building system,"{""pieces"": 100, ""guides"": ""included""}",1,0,1,12
TOY-426,Roominate Studio,Roominate,Building & Construction,6,11,49.99,Build and wire dollhouses,"{""rooms"": 2, ""circuits"": true}",1,0,1,8
TOY-427,ThinkFun Rush Hour,ThinkFun,Games & Puzzles,8,99,22.99,Traffic jam logic game,"{""challenges"": 40, ""cars"": 16}",1,0,1,25
TOY-428,ThinkFun Gravity Maze,ThinkFun,Games & Puzzles,8,99,29.99,Marble run logic game,"{""challenges"": 60, ""towers"": 9}",1,0,1,18
TOY-429,ThinkFun Laser Maze,ThinkFun,Games & Puzzles,8,99,32.99,Beam-bending logic game,"{""challenges"": 60, ""laser"": ""real""}",1,1,1,14
TOY-430,ThinkFun Circuit Maze,ThinkFun,Games & Puzzles,8,99,34.99,Electric current logic game,"{""challenges"": 60, ""circuits"": true}",1,1,1,12
TOY-431,Smart Games IQ Puzzler Pro,Smart Games,Games & Puzzles,6,99,14.99,120 challenge puzzle,"{""challenges"": 120, ""pieces"": 12}",1,0,1,28
TOY-432,Smart Games Castle Logix,Smart Games,Games & Puzzles,3,8,29.99,Wooden castle building puzzle,"{""challenges"": 48, ""blocks"": 4}",1,0,1,16
TOY-433,Kanoodle Genius,Educational Insights,Games & Puzzles,8,99,14.99,Brain-twisting puzzle game,"{""puzzles"": 200, ""pieces"": 11}",1,0,1,24
TOY-434,Blokus Strategy Game,Mattel,Games & Puzzles,7,99,24.99,Territory strategy game,"{""players"": ""2-4"", ""pieces"": 84}",1,0,1,18
TOY-435,Qwirkle Board Game,MindWare,Games & Puzzles,6,99,29.99,Mix match strategy game,"{""tiles"": 108, ""players"": ""2-4""}",1,0,1,15
TOY-436,Azul Board Game,Plan B Games,Games & Puzzles,8,99,39.99,Tile-laying strategy game,"{""players"": ""2-4"", ""playtime_min"": 45}",1,0,1,12
TOY-437,Patchwork Board Game,Lookout Games,Games & Puzzles,8,99,29.99,Quilt-building strategy game,"{""players"": 2, ""playtime_min"": 30}",1,0,1,14
TOY-438,Kingdomino,Blue Orange Games,Games & Puzzles,8,99,19.99,Domino kingdom building,"{""players"": ""2-4"", ""awards"": ""Spiel des Jahres""}",1,0,1,20
TOY-439,Santorini Strategy Game,Spin Master,Games & Puzzles,8,99,29.99,Greek island building game,"{""players"": ""2-4"", ""3d"": true}",1,0,1,11
TOY-440,Exploding Kittens,Exploding Kittens,Games & Puzzles,7,99,19.99,Strategic card game,"{""cards"": 56, ""players"": ""2-5""}",0,0,1,35
TOY-441,Unstable Unicorns,TeeTurtle,Games & Puzzles,14,99,19.99,Unicorn army building game,"{""cards"": 135, ""players"": ""2-8""}",0,0,1,28
TOY-442,Throw Throw Burrito,Exploding Kittens,Games & Puzzles,7,99,24.99,Dodgeball card game,"{""burritos"": 2, ""players"": ""2-6""}",0,0,1,22
TOY-443,Kids Against Maturity,Kids Against Maturity,Games & Puzzles,8,99,29.99,Family-friendly party game,"{""cards"": 600, ""players"": ""4+""}",0,0,1,25
TOY-444,Spot It! Party Game,Asmodee,Games & Puzzles,6,99,14.99,Symbol matching game,"{""cards"": 55, ""symbols"": 50}",0,0,1,40
TOY-445,Telestrations Party Pack,The Op,Games & Puzzles,12,99,39.99,Drawing telephone game,"{""players"": ""4-12"", ""sketching"": true}",0,0,1,15
TOY-446,Codenames Party Game,Czech Games,Games & Puzzles,14,99,19.99,Word association spy game,"{""cards"": 400, ""players"": ""2-8""}",1,0,1,20
TOY-447,Dixit Board Game,Libellud,Games & Puzzles,8,99,34.99,Creative storytelling game,"{""cards"": 84, ""players"": ""3-6""}",1,0,1,14
TOY-448,Splendor Board Game,Space Cowboys,Games & Puzzles,10,99,39.99,Gem trading strategy,"{""players"": ""2-4"", ""chips"": 40}",1,0,1,12
TOY-449,7 Wonders Board Game,Repos Production,Games & Puzzles,10,99,49.99,Civilization building game,"{""players"": ""3-7"", ""cards"": 150}",1,0,1,10
TOY-450,Wingspan Board Game,Stonemaier Games,Games & Puzzles,10,99,60.00,Bird collection strategy,"{""birds"": 170, ""players"": ""1-5""}",1,0,1,9
