id,name,brand,category,subcategory,price,description,specs_json,in_stock,stock_quantity,warranty_months,price_match_eligible
DK002,Apple Mac mini M2 Pro,Apple,Desktops,Mini PC,1299.99,Pro desktop in mini form,"{""chip"": ""Apple M2 Pro"", ""ram"": ""16GB"", ""storage"": ""512GB SSD"", ""ports"": ""Thunderbolt 4 x4, USB-A x2, HDMI, Ethernet""}",1,10,12,1
DK003,Apple Mac Studio M2 Max,Apple,Desktops,Workstation,1999.99,Studio powerhouse with M2 Max,"{""chip"": ""Apple M2 Max"", ""ram"": ""32GB"", ""storage"": ""512GB SSD"", ""ports"": ""Thunderbolt 4 x4, USB-A x2, HDMI, SD""}",1,6,12,1
DK004,Apple iMac 24" M3,Apple,Desktops,All-in-One,1299.99,Colorful all-in-one with M3,"{""display"": ""24 inch 4.5K Retina"", ""chip"": ""Apple M3"", ""ram"": ""8GB"", ""storage"": ""256GB SSD""}",1,15,12,1
DK005,Intel NUC 13 Pro,Intel,Desktops,Mini PC,749.99,Compact business mini PC,"{""processor"": ""Intel Core i7"", ""ram"": ""16GB"", ""storage"": ""512GB SSD"", ""ports"": ""Thunderbolt 4 x2""}",1,12,12,1
DK006,Dell OptiPlex 7010 Micro,Dell,Desktops,Mini PC,899.99,Business micro desktop,"{""processor"": ""Intel Core i5"", ""ram"": ""16GB"", ""storage"": ""256GB SSD"", ""vpro"": true}",1,20,24,1
DK007,HP Elite Mini 800 G9,HP,Desktops,Mini PC,999.99,Business-class mini desktop,"{""processor"": ""Intel Core i7"", ""ram"": ""16GB"", ""storage"": ""512GB SSD"", ""vpro"": true}",1,15,36,1
DK008,Lenovo ThinkCentre M90q Gen 3,Lenovo,Desktops,Mini PC,849.99,Tiny business desktop,"{""processor"": ""Intel Core i5"", ""ram"": ""8GB"", ""storage"": ""256GB SSD"", ""vpro"": true}",1,18,36,1
MN001,Apple Studio Display,Apple,Monitors,Professional,1599.99,27-inch 5K Retina display,"{""size"": ""27 inches"", ""resolution"": ""5K"", ""panel"": ""IPS"", ""brightness"": ""600 nits"", ""camera"": ""12MP Center Stage""}",1,10,12,1
MN002,Apple Pro Display XDR,Apple,Monitors,Professional,4999.99,32-inch 6K Retina display,"{""size"": ""32 inches"", ""resolution"": ""6K"", ""panel"": ""Mini-LED"", ""brightness"": ""1600 nits HDR"", ""reference_modes"": true}",1,3,12,1
MN003,LG UltraFine 27" 5K,LG,Monitors,Professional,1299.99,5K display for Mac,"{""size"": ""27 inches"", ""resolution"": ""5K"", ""panel"": ""IPS"", ""thunderbolt"": true, ""dci_p3"": true}",1,8,12,1
MN004,Dell UltraSharp U2723QE,Dell,Monitors,Professional,799.99,27-inch 4K IPS Black,"{""size"": ""27 inches"", ""resolution"": ""4K"", ""panel"": ""IPS Black"", ""usb_c"": ""90W"", ""color"": ""100% sRGB""}",1,15,36,1
MN005,Samsung Odyssey G9 49",Samsung,Monitors,Gaming,1299.99,49-inch curved gaming monitor,"{""size"": ""49 inches"", ""resolution"": ""5120x1440"", ""panel"": ""VA"", ""refresh_rate"": ""240Hz"", ""hdr"": ""HDR1000""}",1,6,12,1
MN006,ASUS ROG Swift PG27AQDM,ASUS,Monitors,Gaming,799.99,27-inch OLED gaming monitor,"{""size"": ""27 inches"", ""resolution"": ""1440p"", ""panel"": ""OLED"", ""refresh_rate"": ""240Hz"", ""response"": ""0.03ms""}",1,10,12,1
MN007,LG 27GP950-B UltraGear,LG,Monitors,Gaming,699.99,27-inch 4K gaming monitor,"{""size"": ""27 inches"", ""resolution"": ""4K"", ""panel"": ""Nano IPS"", ""refresh_rate"": ""160Hz"", ""hdmi_2.1"": true}",1,12,12,1
MN008,Dell S2722DGM,Dell,Monitors,Gaming,299.99,27-inch curved gaming monitor,"{""size"": ""27 inches"", ""resolution"": ""1440p"", ""panel"": ""VA"", ""refresh_rate"": ""165Hz"", ""curved"": ""1500R""}",1,25,12,1
MN009,BenQ PD2705U,BenQ,Monitors,Professional,549.99,27-inch 4K designer monitor,"{""size"": ""27 inches"", ""resolution"": ""4K"", ""panel"": ""IPS"", ""color"": ""100% sRGB/Rec.709"", ""usb_c"": ""65W""}",1,15,12,1
MN010,LG 27UK850-W,LG,Monitors,General,399.99,27-inch 4K USB-C monitor,"{""size"": ""27 inches"", ""resolution"": ""4K"", ""panel"": ""IPS"", ""usb_c"": ""60W"", ""hdr"": ""HDR10""}",1,20,12,1
NW001,ASUS RT-AX86U Pro,ASUS,Networking,Routers,299.99,WiFi 6 gaming router,"{""wifi"": ""WiFi 6"", ""speed"": ""AX5700"", ""ports"": ""2.5G WAN, 4x Gigabit LAN"", ""gaming"": true}",1,20,24,1
NW002,Netgear Nighthawk RAXE500,Netgear,Networking,Routers,599.99,WiFi 6E tri-band router,"{""wifi"": ""WiFi 6E"", ""speed"": ""AXE11000"", ""bands"": 3, ""ports"": ""2.5G LAN""}",1,10,24,1
NW003,TP-Link Deco XE75,TP-Link,Networking,Mesh,349.99,WiFi 6E mesh system 3-pack,"{""wifi"": ""WiFi 6E"", ""coverage"": ""7200 sq ft"", ""units"": 3, ""speed"": ""AXE5400""}",1,15,24,0
NW004,Google Nest WiFi Pro 3-Pack,Google,Networking,Mesh,399.99,WiFi 6E mesh with smart home hub,"{""wifi"": ""WiFi 6E"", ""coverage"": ""6600 sq ft"", ""units"": 3, ""matter"": true}",1,18,12,1
NW005,Eero Pro 6E 3-Pack,Eero,Networking,Mesh,499.99,Tri-band mesh WiFi 6E,"{""wifi"": ""WiFi 6E"", ""coverage"": ""6000 sq ft"", ""units"": 3, ""zigbee"": true}",1,12,12,1
NW006,Ubiquiti Dream Machine Pro,Ubiquiti,Networking,Routers,379.99,All-in-one network appliance,"{""controller"": true, ""ids_ips"": true, ""ports"": ""8x Gigabit, 1x 10G SFP+"", ""rack"": ""1U""}",1,8,24,1
NW007,ASUS ZenWiFi BQ16 Pro,ASUS,Networking,Mesh,899.99,WiFi 7 mesh system 2-pack,"{""wifi"": ""WiFi 7"", ""speed"": ""BE30000"", ""coverage"": ""6000 sq ft"", ""10g"": true}",1,5,24,1
NW008,TP-Link Archer BE900,TP-Link,Networking,Routers,699.99,WiFi 7 flagship router,"{""wifi"": ""WiFi 7"", ""speed"": ""BE24000"", ""ports"": ""10G WAN/LAN"", ""bands"": 4}",1,6,24,0
ST001,Samsung 990 Pro 2TB NVMe SSD,Samsung,Storage,SSD,179.99,Gen4 NVMe for gaming and creative,"{""capacity"": ""2TB"", ""interface"": ""PCIe 4.0 x4"", ""read"": ""7450 MB/s"", ""write"": ""6900 MB/s"", ""form"": ""M.2 2280""}",1,25,60,1
ST002,Samsung 980 Pro 1TB NVMe SSD,Samsung,Storage,SSD,109.99,High-performance Gen4 SSD,"{""capacity"": ""1TB"", ""interface"": ""PCIe 4.0 x4"", ""read"": ""7000 MB/s"", ""write"": ""5000 MB/s"", ""form"": ""M.2 2280""}",1,35,60,1
ST003,WD Black SN850X 2TB,Western Digital,Storage,SSD,149.99,Gaming SSD with heatsink option,"{""capacity"": ""2TB"", ""interface"": ""PCIe 4.0 x4"", ""read"": ""7300 MB/s"", ""write"": ""6600 MB/s"", ""form"": ""M.2 2280""}",1,20,60,1
ST004,Crucial T700 2TB,Crucial,Storage,SSD,299.99,Gen5 NVMe extreme speed,"{""capacity"": ""2TB"", ""interface"": ""PCIe 5.0 x4"", ""read"": ""12400 MB/s"", ""write"": ""11800 MB/s"", ""form"": ""M.2 2280""}",1,10,60,1
ST005,Samsung T7 Shield 2TB,Samsung,Storage,External SSD,159.99,Rugged portable SSD,"{""capacity"": ""2TB"", ""interface"": ""USB 3.2 Gen2"", ""read"": ""1050 MB/s"", ""ip65"": true}",1,30,36,1
ST006,SanDisk Extreme Pro Portable 2TB,SanDisk,Storage,External SSD,179.99,Professional portable SSD,"{""capacity"": ""2TB"", ""interface"": ""USB 3.2 Gen2x2"", ""read"": ""2000 MB/s"", ""ip55"": true}",1,25,60,1
ST007,Seagate Expansion 4TB HDD,Seagate,Storage,External HDD,99.99,Desktop external hard drive,"{""capacity"": ""4TB"", ""interface"": ""USB 3.0"", ""form"": ""3.5 inch"", ""power"": ""AC adapter""}",1,40,24,1
ST008,WD My Passport 5TB,Western Digital,Storage,External HDD,129.99,Portable external hard drive,"{""capacity"": ""5TB"", ""interface"": ""USB 3.0"", ""form"": ""2.5 inch"", ""encryption"": ""256-bit AES""}",1,35,36,1
ST009,Samsung microSD EVO Plus 512GB,Samsung,Storage,Memory Card,49.99,High-performance microSD,"{""capacity"": ""512GB"", ""speed"": ""U3, V30, A2"", ""read"": ""130 MB/s""}",1,60,120,1
ST010,SanDisk Extreme Pro SD 256GB,SanDisk,Storage,Memory Card,44.99,Professional SD card,"{""capacity"": ""256GB"", ""speed"": ""U3, V30"", ""read"": ""200 MB/s"", ""write"": ""140 MB/s""}",1,50,120,1
PR001,Epson EcoTank ET-4850,Epson,Printers,All-in-One,549.99,Cartridge-free printing with ink tanks,"{""function"": ""Print, Scan, Copy, Fax"", ""ink"": ""Supertank"", ""duplex"": true, ""wifi"": true}",1,12,24,1
PR002,HP OfficeJet Pro 9125e,HP,Printers,All-in-One,329.99,Smart all-in-one for small business,"{""function"": ""Print, Scan, Copy, Fax"", ""speed"": ""22 ppm"", ""duplex"": true, ""hp_plus"": true}",1,18,12,1
PR003,Canon PIXMA TR8620a,Canon,Printers,All-in-One,199.99,Compact all-in-one home printer,"{""function"": ""Print, Scan, Copy, Fax"", ""duplex"": true, ""wifi"": true, ""photo"": true}",1,25,12,1
PR004,Brother HL-L2350DW,Brother,Printers,Laser,149.99,Compact monochrome laser printer,"{""function"": ""Print"", ""speed"": ""32 ppm"", ""duplex"": true, ""wifi"": true}",1,30,12,1
PR005,HP LaserJet Pro MFP M234sdw,HP,Printers,Laser,229.99,Monochrome laser all-in-one,"{""function"": ""Print, Scan, Copy"", ""speed"": ""30 ppm"", ""duplex"": true, ""adf"": true}",1,20,12,1
TV021,Samsung 75" Neo QLED 4K QN85D,Samsung,TVs,Neo QLED,1999.99,Neo Quantum Processor 4K with AI upscaling,"{""screen_size"": ""75 inches"", ""resolution"": ""4K UHD"", ""panel_type"": ""Neo QLED"", ""refresh_rate"": ""120Hz"", ""smart_tv"": true, ""hdr"": ""HDR10+""}",1,8,24,1
TV022,LG 83" OLED C4,LG,TVs,OLED,3999.99,Large OLED with a9 AI Processor Gen7,"{""screen_size"": ""83 inches"", ""resolution"": ""4K UHD"", ""panel_type"": ""OLED"", ""refresh_rate"": ""120Hz"", ""smart_tv"": true, ""hdr"": ""Dolby Vision""}",1,3,36,1
TV023,Sony 65" Bravia 9,Sony,TVs,Mini-LED,2999.99,Premium Mini-LED with XR Backlight Master Drive,"{""screen_size"": ""65 inches"", ""resolution"": ""4K UHD"", ""panel_type"": ""Mini-LED"", ""refresh_rate"": ""120Hz"", ""smart_tv"": true, ""hdr"": ""Dolby Vision""}",1,5,24,1
TV024,Vizio 75" M-Series Quantum,Vizio,TVs,QLED,699.99,Large screen quantum color at value price,"{""screen_size"": ""75 inches"", ""resolution"": ""4K UHD"", ""panel_type"": ""QLED"", ""refresh_rate"": ""120Hz"", ""smart_tv"": true, ""hdr"": ""Dolby Vision""}",1,12,12,1
TV025,TCL 65" Q7 QLED,TCL,TVs,QLED,699.99,Premium QLED with Google TV,"{""screen_size"": ""65 inches"", ""resolution"": ""4K UHD"", ""panel_type"": ""QLED"", ""refresh_rate"": ""120Hz"", ""smart_tv"": true, ""hdr"": ""Dolby Vision""}",1,15,12,1
TV026,Samsung 50" QLED Q60D,Samsung,TVs,QLED,549.99,Entry QLED with AirSlim design,"{""screen_size"": ""50 inches"", ""resolution"": ""4K UHD"", ""panel_type"": ""QLED"", ""refresh_rate"": ""60Hz"", ""smart_tv"": true, ""hdr"": ""HDR10+""}",1,22,12,1
TV027,LG 48" OLED C4,LG,TVs,OLED,1199.99,Compact OLED for gaming and media,"{""screen_size"": ""48 inches"", ""resolution"": ""4K UHD"", ""panel_type"": ""OLED"", ""refresh_rate"": ""120Hz"", ""smart_tv"": true, ""hdr"": ""Dolby Vision""}",1,10,24,1
TV028,Hisense 75" U7K,Hisense,TVs,Mini-LED,999.99,Value Mini-LED with excellent gaming features,"{""screen_size"": ""75 inches"", ""resolution"": ""4K UHD"", ""panel_type"": ""Mini-LED"", ""refresh_rate"": ""144Hz"", ""smart_tv"": true, ""hdr"": ""Dolby Vision""}",1,10,24,1
TV029,Sony 43" X77L,Sony,TVs,LED,399.99,Entry Sony 4K with X1 processor,"{""screen_size"": ""43 inches"", ""resolution"": ""4K UHD"", ""panel_type"": ""LED"", ""refresh_rate"": ""60Hz"", ""smart_tv"": true, ""hdr"": ""HDR10""}",1,25,12,1
TV030,Samsung 85" Crystal UHD,Samsung,TVs,LED,1199.99,Large screen budget 4K,"{""screen_size"": ""85 inches"", ""resolution"": ""4K UHD"", ""panel_type"": ""LED"", ""refresh_rate"": ""60Hz"", ""smart_tv"": true, ""hdr"": ""HDR10+""}",1,8,12,1
PH021,iPhone 14 128GB,Apple,Phones,Smartphone,699.99,Previous gen iPhone at great value,"{""storage"": ""128GB"", ""display"": ""6.1 inch Super Retina XDR"", ""chip"": ""A15 Bionic"", ""camera"": ""12MP Main"", ""5g"": true}",1,25,12,1
PH022,Samsung Galaxy A15 5G 128GB,Samsung,Phones,Smartphone,199.99,Entry-level 5G smartphone,"{""storage"": ""128GB"", ""display"": ""6.5 inch Super AMOLED"", ""chip"": ""MediaTek Dimensity 6100+"", ""camera"": ""50MP Main"", ""5g"": true}",1,50,12,1
PH023,Google Pixel 7 Pro 128GB,Google,Phones,Smartphone,599.99,Previous Pixel Pro at discount,"{""storage"": ""128GB"", ""display"": ""6.7 inch LTPO OLED"", ""chip"": ""Google Tensor G2"", ""camera"": ""50MP Main"", ""5g"": true}",1,15,12,1
PH024,Samsung Galaxy S23 FE 128GB,Samsung,Phones,Smartphone,599.99,Fan Edition with flagship features,"{""storage"": ""128GB"", ""display"": ""6.4 inch Dynamic AMOLED"", ""chip"": ""Exynos 2200"", ""camera"": ""50MP Main"", ""5g"": true}",1,20,12,1
PH025,Motorola Moto G Stylus 5G 2024,Motorola,Phones,Smartphone,399.99,Stylus phone with 5G connectivity,"{""storage"": ""128GB"", ""display"": ""6.7 inch pOLED"", ""chip"": ""Snapdragon 6 Gen 1"", ""camera"": ""50MP Main"", ""5g"": true, ""stylus"": true}",1,22,12,1
PH026,TCL 50 XL 5G,TCL,Phones,Smartphone,199.99,Budget 5G smartphone,"{""storage"": ""64GB"", ""display"": ""6.78 inch LCD"", ""chip"": ""MediaTek Dimensity 700"", ""camera"": ""50MP Main"", ""5g"": true}",1,40,12,0
PH027,Nokia G400 5G,Nokia,Phones,Smartphone,229.99,Durable 5G phone with clean Android,"{""storage"": ""64GB"", ""display"": ""6.6 inch LCD"", ""chip"": ""Snapdragon 480+"", ""camera"": ""48MP Main"", ""5g"": true}",1,30,12,0
PH028,Xiaomi 14 256GB,Xiaomi,Phones,Smartphone,899.99,Leica camera partnership flagship,"{""storage"": ""256GB"", ""display"": ""6.36 inch LTPO AMOLED"", ""chip"": ""Snapdragon 8 Gen 3"", ""camera"": ""50MP Leica"", ""5g"": true}",1,8,12,1
LP026,ASUS Chromebook Plus CX34,ASUS,Laptops,Chromebook,399.99,Premium ChromeOS experience,"{""display"": ""14 inch FHD"", ""processor"": ""Intel Core i3"", ""ram"": ""8GB"", ""storage"": ""128GB"", ""chrome_os"": true}",1,25,12,1
LP027,HP Chromebook Plus x360,HP,Laptops,Chromebook,449.99,Convertible Chromebook with Google AI,"{""display"": ""14 inch FHD Touch"", ""processor"": ""Intel Core i3"", ""ram"": ""8GB"", ""storage"": ""256GB"", ""chrome_os"": true, ""touchscreen"": true}",1,20,12,1
LP028,Acer Chromebook Spin 714,Acer,Laptops,Chromebook,599.99,Enterprise-ready Chromebook,"{""display"": ""14 inch WUXGA Touch"", ""processor"": ""Intel Core i5"", ""ram"": ""8GB"", ""storage"": ""256GB"", ""chrome_os"": true}",1,15,12,1
LP029,Dell Latitude 5540,Dell,Laptops,Business,1399.99,Enterprise workhorse laptop,"{""display"": ""15.6 inch FHD"", ""processor"": ""Intel Core i7 vPro"", ""ram"": ""16GB"", ""storage"": ""512GB SSD"", ""fingerprint"": true}",1,10,36,1
LP030,HP EliteBook 840 G10,HP,Laptops,Business,1499.99,Ultra-secure business laptop,"{""display"": ""14 inch WUXGA"", ""processor"": ""Intel Core i7 vPro"", ""ram"": ""16GB"", ""storage"": ""512GB SSD"", ""fingerprint"": true, ""smart_card"": true}",1,8,36,1
LP031,Lenovo ThinkBook 14s Gen 4,Lenovo,Laptops,Business,899.99,SMB-focused productivity laptop,"{""display"": ""14 inch 2.8K"", ""processor"": ""Intel Core i5"", ""ram"": ""16GB"", ""storage"": ""512GB SSD""}",1,15,24,1
LP032,ASUS ProArt Studiobook 16,ASUS,Laptops,Workstation,2499.99,Creator laptop with certified displays,"{""display"": ""16 inch 4K OLED"", ""processor"": ""Intel Core i9"", ""ram"": ""32GB"", ""storage"": ""1TB SSD"", ""graphics"": ""NVIDIA RTX 4070""}",1,5,12,1
LP033,Dell Precision 5680,Dell,Laptops,Workstation,2799.99,Mobile workstation for professionals,"{""display"": ""16 inch OLED 3.5K"", ""processor"": ""Intel Core i7"", ""ram"": ""32GB"", ""storage"": ""512GB SSD"", ""graphics"": ""NVIDIA RTX 3500""}",1,4,36,1
LP034,HP ZBook Studio G10,HP,Laptops,Workstation,2899.99,High-performance mobile workstation,"{""display"": ""16 inch 4K DreamColor"", ""processor"": ""Intel Core i9"", ""ram"": ""32GB"", ""storage"": ""1TB SSD"", ""graphics"": ""NVIDIA RTX 4080""}",1,3,36,1
LP035,MSI Creator Z17,MSI,Laptops,Workstation,2199.99,17-inch creator laptop,"{""display"": ""17 inch QHD+ 165Hz"", ""processor"": ""Intel Core i9"", ""ram"": ""32GB"", ""storage"": ""2TB SSD"", ""graphics"": ""NVIDIA RTX 4070""}",1,5,12,1
TB016,OnePlus Pad 2 256GB,OnePlus,Tablets,Mid-Range,549.99,Premium Android tablet,"{""display"": ""12.1 inch 3K"", ""chip"": ""Snapdragon 8 Gen 3"", ""storage"": ""256GB"", ""stylus"": true}",1,15,12,1
TB017,Xiaomi Pad 6S Pro 256GB,Xiaomi,Tablets,Mid-Range,499.99,Value flagship tablet,"{""display"": ""12.4 inch 3K"", ""chip"": ""Snapdragon 8 Gen 2"", ""storage"": ""256GB"", ""stylus"": true}",1,18,12,0
TB018,Lenovo Tab P11 Pro Gen 2,Lenovo,Tablets,Mid-Range,399.99,OLED entertainment tablet,"{""display"": ""11.2 inch OLED"", ""chip"": ""MediaTek Kompanio 1300T"", ""storage"": ""128GB""}",1,22,12,1
TB019,Samsung Galaxy Tab A9+ 64GB,Samsung,Tablets,Budget,219.99,Affordable Samsung tablet,"{""display"": ""11 inch LCD"", ""chip"": ""Snapdragon 695"", ""storage"": ""64GB""}",1,40,12,1
TB020,Amazon Fire Max 11 128GB,Amazon,Tablets,Budget,279.99,Largest Fire tablet,"{""display"": ""11 inch 2K"", ""storage"": ""128GB"", ""ram"": ""4GB"", ""alexa"": true, ""stylus"": true}",1,35,12,0
SH026,Eve Door and Window Sensor,Eve,Smart Home,Sensors,39.99,Thread-enabled contact sensor,"{""protocol"": ""Thread"", ""battery"": ""CR2450"", ""homekit"": true}",1,50,12,1
SH027,Aqara Motion Sensor P1,Aqara,Smart Home,Sensors,29.99,Zigbee motion sensor with light detection,"{""protocol"": ""Zigbee 3.0"", ""battery"": ""CR2450"", ""light_sensor"": true}",1,60,12,0
SH028,Lutron Caseta Dimmer Switch,Lutron,Smart Home,Switches,64.99,Professional smart dimmer,"{""protocol"": ""Clear Connect"", ""pico_remote"": true, ""homekit"": true, ""alexa"": true}",1,35,24,1
SH029,TP-Link Kasa Smart Switch,TP-Link,Smart Home,Switches,24.99,WiFi smart light switch,"{""protocol"": ""WiFi"", ""voice_control"": true, ""scheduling"": true}",1,80,12,0
SH030,Meross Smart Garage Door Opener,Meross,Smart Home,Garage,49.99,WiFi garage controller,"{""protocol"": ""WiFi"", ""voice_control"": true, ""alerts"": true, ""homekit"": true}",1,40,12,0
SH031,Chamberlain myQ Smart Garage Hub,Chamberlain,Smart Home,Garage,29.99,Add smart features to existing opener,"{""protocol"": ""WiFi"", ""voice_control"": true, ""video"": false}",1,45,12,1
SH032,Ecovacs Deebot X2 Omni,Ecovacs,Smart Home,Vacuums,1499.99,Square design robot vacuum and mop,"{""suction"": ""8000Pa"", ""mopping"": ""OZMO Turbo 2.0"", ""self_empty"": true, ""self_wash"": true, ""lidar"": true}",1,6,12,1
SH033,Eufy Clean X9 Pro,Eufy,Smart Home,Vacuums,999.99,Auto-lift mopping robot,"{""suction"": ""5500Pa"", ""mopping"": ""Rotating dual mops"", ""self_wash"": true, ""auto_lift"": true}",1,10,12,1
SH034,Shark AI Ultra 2-in-1,Shark,Smart Home,Vacuums,599.99,Robot vacuum and mop combo,"{""suction"": ""Matrix Clean"", ""mopping"": ""Sonic Mopping"", ""self_empty"": true}",1,15,12,1
SH035,Dreametech L20 Ultra,Dreame,Smart Home,Vacuums,1199.99,Premium robot with extending mop,"{""suction"": ""7000Pa"", ""mopping"": ""Extending Mop Arm"", ""self_empty"": true, ""self_wash"": true}",1,8,12,0
AU026,Sony LinkBuds Open,Sony,Audio,Earbuds,179.99,Open-ear design earbuds,"{""driver"": ""Ring driver"", ""open_ear"": true, ""battery"": ""5.5 hours"", ""case_battery"": ""17.5 hours""}",1,20,12,1
AU027,Google Pixel Buds Pro,Google,Audio,Earbuds,199.99,Premium earbuds with Google AI,"{""driver"": ""11mm"", ""anc"": true, ""battery"": ""11 hours"", ""case_battery"": ""31 hours"", ""spatial_audio"": true}",1,25,12,1
AU028,Nothing Ear 2,Nothing,Audio,Earbuds,149.99,Transparent design earbuds,"{""driver"": ""11.6mm"", ""anc"": true, ""battery"": ""6.3 hours"", ""case_battery"": ""36 hours""}",1,22,12,1
AU029,Shokz OpenRun Pro,Shokz,Audio,Earbuds,179.99,Bone conduction sports headphones,"{""driver"": ""Bone conduction"", ""open_ear"": true, ""battery"": ""10 hours"", ""water_resistant"": ""IP55""}",1,18,12,1
AU030,Bose SoundLink Max,Bose,Audio,Speakers,399.99,Large portable Bluetooth speaker,"{""output"": ""Proprietary"", ""bluetooth"": true, ""battery"": ""20 hours"", ""waterproof"": ""IP67"", ""stereo_pair"": true}",1,15,12,1
AU031,Sony SRS-XB100,Sony,Audio,Speakers,59.99,Compact waterproof speaker,"{""output"": ""Proprietary"", ""bluetooth"": true, ""battery"": ""16 hours"", ""waterproof"": ""IP67""}",1,60,12,1
AU032,Harman Kardon Aura Studio 4,Harman Kardon,Audio,Speakers,299.99,Iconic design home speaker,"{""output"": ""130W"", ""bluetooth"": true, ""ambient_light"": true}",1,12,12,1
AU033,Bang & Olufsen Beosound A1 2nd Gen,Bang & Olufsen,Audio,Speakers,279.99,Premium portable speaker,"{""output"": ""2x 140W"", ""bluetooth"": true, ""battery"": ""18 hours"", ""waterproof"": ""IP67"", ""alexa"": true}",1,10,24,1
AU034,Vizio M-Series 5.1.2 Soundbar,Vizio,Audio,Soundbars,399.99,Dolby Atmos soundbar with subwoofer,"{""channels"": ""5.1.2"", ""dolby_atmos"": true, ""dts_x"": true, ""wireless_sub"": true}",1,20,12,1
AU035,LG S95QR Soundbar,LG,Audio,Soundbars,1499.99,Premium 9.1.5 channel soundbar,"{""channels"": ""9.1.5"", ""dolby_atmos"": true, ""dts_x"": true, ""wireless_rear"": true, ""meridian"": true}",1,6,24,1
GM026,Logitech G502 X Plus,Logitech,Gaming,Mice,159.99,Wireless gaming mouse with Lightspeed,"{""sensor"": ""HERO 25K"", ""wireless"": ""Lightspeed"", ""dpi"": ""25600"", ""rgb"": true}",1,25,12,1
GM027,Razer DeathAdder V3 Pro,Razer,Gaming,Mice,149.99,Esports wireless gaming mouse,"{""sensor"": ""Focus Pro 30K"", ""wireless"": ""HyperSpeed"", ""weight"": ""63g""}",1,22,12,1
GM028,SteelSeries Prime Wireless,SteelSeries,Gaming,Mice,129.99,Pro esports wireless mouse,"{""sensor"": ""TrueMove Air"", ""wireless"": ""Quantum 2.0"", ""weight"": ""80g""}",1,20,12,1
GM029,Corsair K100 RGB Keyboard,Corsair,Gaming,Keyboards,229.99,Premium gaming keyboard,"{""switches"": ""OPX Optical"", ""rgb"": ""Per-key"", ""media_controls"": true, ""wrist_rest"": true}",1,15,12,1
GM030,Razer Huntsman V3 Pro,Razer,Gaming,Keyboards,249.99,Analog optical gaming keyboard,"{""switches"": ""Analog Optical"", ""rgb"": ""Per-key"", ""adjustable_actuation"": true, ""wrist_rest"": true}",1,12,12,1
GM031,Logitech G915 TKL,Logitech,Gaming,Keyboards,199.99,Low-profile wireless gaming keyboard,"{""switches"": ""GL Tactile"", ""wireless"": ""Lightspeed"", ""rgb"": ""Per-key"", ""tenkeyless"": true}",1,18,12,1
GM032,SteelSeries Apex Pro TKL 2024,SteelSeries,Gaming,Keyboards,189.99,OmniPoint 2.0 adjustable switches,"{""switches"": ""OmniPoint 2.0"", ""rgb"": ""Per-key"", ""oled_display"": true, ""tenkeyless"": true}",1,15,12,1
GM033,HyperX Alloy Origins Core,HyperX,Gaming,Keyboards,89.99,Compact mechanical keyboard,"{""switches"": ""HyperX Red"", ""rgb"": ""Per-key"", ""aircraft_grade_aluminum"": true, ""tenkeyless"": true}",1,30,12,1
GM034,Astro A50 Gen 5,Astro,Gaming,Headsets,299.99,Premium wireless gaming headset,"{""driver"": ""40mm Pro-G"", ""wireless"": true, ""base_station"": true, ""battery"": ""18 hours""}",1,10,12,1
GM035,Turtle Beach Stealth 700 Gen 2 Max,Turtle Beach,Gaming,Headsets,179.99,Multi-platform wireless headset,"{""driver"": ""50mm Nanoclear"", ""wireless"": true, ""anc"": true, ""battery"": ""40 hours""}",1,20,12,1
WR016,Samsung Galaxy Watch Ultra,Samsung,Wearables,Smartwatch,649.99,Rugged outdoor smartwatch,"{""display"": ""1.5 inch Super AMOLED"", ""chip"": ""Exynos W1000"", ""gps"": ""Dual-frequency"", ""titanium"": true}",1,8,12,1
WR017,Google Pixel Watch 3 XL,Google,Wearables,Smartwatch,449.99,Large display Pixel Watch,"{""display"": ""1.4 inch AMOLED"", ""chip"": ""Snapdragon W5"", ""gps"": true, ""fitbit_integration"": true}",1,15,12,1
WR018,Garmin Forerunner 265,Garmin,Wearables,Fitness Watch,449.99,Running watch with AMOLED display,"{""display"": ""1.3 inch AMOLED"", ""gps"": ""Multi-band"", ""battery"": ""13 days"", ""training_metrics"": true}",1,18,12,1
WR019,Garmin Vivoactive 5,Garmin,Wearables,Fitness Watch,299.99,Health-focused GPS watch,"{""display"": ""1.2 inch AMOLED"", ""gps"": true, ""battery"": ""11 days"", ""wheelchair_mode"": true}",1,22,12,1
WR020,Coros Pace 3,Coros,Wearables,Fitness Watch,229.99,Lightweight GPS sports watch,"{""display"": ""1.2 inch MIP"", ""gps"": ""Multi-band"", ""battery"": ""38 days"", ""weight"": ""39g""}",1,15,12,0
WR021,Apple Watch Band Sport Loop,Apple,Wearables,Accessories,49.99,Lightweight breathable band,"{""material"": ""Nylon"", ""size"": ""Multiple"", ""color"": ""Various""}",1,100,12,1
WR022,Samsung Galaxy Watch Band Hybrid,Samsung,Wearables,Accessories,49.99,Eco-leather hybrid band,"{""material"": ""Eco-leather + Fluoroelastomer"", ""size"": ""Multiple""}",1,80,12,1
WR023,Fitbit Versa 4,Fitbit,Wearables,Smartwatch,199.99,Fitness smartwatch with GPS,"{""display"": ""1.58 inch AMOLED"", ""gps"": true, ""battery"": ""6 days"", ""google_wallet"": true}",1,28,12,1
