id,name,brand,sport,category,price,description,specs_json,skill_level,gender,in_stock,stock_quantity
CMP012,Tent: Half Dome SL 2+,REI Co-op,Camping,Tents,299.00,Roomy 2-person tent,"{""capacity"": ""2+ person"", ""weight"": ""1.7kg"", ""season"": ""3-season""}",Beginner,Unisex,1,12
CMP013,Tent: Hubba Hubba NX 2,MSR,Camping,Tents,499.99,Lightweight backpacking tent,"{""capacity"": ""2 person"", ""weight"": ""1.54kg"", ""season"": ""3-season""}",Intermediate,Unisex,1,9
CMP014,Tent: Kingdom 6,REI Co-op,Camping,Tents,549.00,Family camping tent,"{""capacity"": ""6 person"", ""weight"": ""9kg"", ""season"": ""3-season"", ""rooms"": 2}",Beginner,Unisex,1,6
CMP015,Tent: Nemo Dagger 2P,Nemo,Camping,Tents,449.99,Premium 2-person tent,"{""capacity"": ""2 person"", ""weight"": ""1.4kg"", ""season"": ""3-season""}",Intermediate,Unisex,1,8
CMP016,Atmos AG 65 Pack,Osprey,Camping,Backpacks,319.99,Premium ventilated backpack,"{""capacity"": ""65L"", ""weight"": ""2.2kg"", ""anti_gravity"": true}",Intermediate,Men,1,10
CMP017,Aura AG 50 Pack,Osprey,Camping,Backpacks,269.99,Womens ventilated pack,"{""capacity"": ""50L"", ""weight"": ""1.8kg"", ""anti_gravity"": true}",Intermediate,Women,1,12
CMP018,Granite Gear Crown2 60,Granite Gear,Camping,Backpacks,199.99,Lightweight thru-hiking pack,"{""capacity"": ""60L"", ""weight"": ""1.1kg"", ""frame"": ""HDPE""}",Intermediate,Unisex,1,8
CMP019,Gregory Baltoro 65,Gregory,Camping,Backpacks,329.99,Full-featured expedition pack,"{""capacity"": ""65L"", ""weight"": ""2.3kg"", ""suspension"": ""Response A3""}",Advanced,Men,1,7
CMP020,Deuter Aircontact Lite 50+10,Deuter,Camping,Backpacks,249.99,Adjustable hiking pack,"{""capacity"": ""50+10L"", ""weight"": ""1.7kg"", ""women_fit"": false}",Intermediate,Unisex,1,9
CMP021,Nemo Tensor Insulated,Nemo,Camping,Sleeping Pads,179.99,Ultralight insulated pad,"{""r_value"": ""4.2"", ""weight"": ""425g"", ""thickness"": ""3in""}",Intermediate,Unisex,1,15
CMP022,Therm-a-Rest NeoAir XLite,Therm-a-Rest,Camping,Sleeping Pads,214.99,Premium ultralight pad,"{""r_value"": ""4.2"", ""weight"": ""340g"", ""thickness"": ""2.5in""}",Advanced,Unisex,1,12
CMP023,Exped MegaMat 10,Exped,Camping,Sleeping Pads,239.99,Luxury camping pad,"{""r_value"": ""8.1"", ""weight"": ""2.5kg"", ""thickness"": ""4in""}",All,Unisex,1,10
CMP024,Sea to Summit Ether Light,Sea to Summit,Camping,Sleeping Pads,169.99,Comfortable lightweight pad,"{""r_value"": ""3.2"", ""weight"": ""490g"", ""thickness"": ""4in""}",Intermediate,Unisex,1,14
CMP025,Nemo Disco 15,Nemo,Camping,Sleeping Bags,299.99,Spoon-shaped down bag,"{""temp_rating"": ""15F"", ""fill"": ""650-fill Down"", ""weight"": ""1.1kg""}",Intermediate,Men,1,10
CMP026,Western Mountaineering Alpinlite,Western Mountaineering,Camping,Sleeping Bags,599.99,Premium 20F down bag,"{""temp_rating"": ""20F"", ""fill"": ""850-fill Down"", ""weight"": ""0.9kg""}",Pro,Unisex,1,5
CMP027,Sea to Summit Spark SP3,Sea to Summit,Camping,Sleeping Bags,449.99,Ultralight 18F bag,"{""temp_rating"": ""18F"", ""fill"": ""850-fill Down"", ""weight"": ""0.7kg""}",Advanced,Unisex,1,8
CMP028,Big Agnes Anthracite 20,Big Agnes,Camping,Sleeping Bags,199.99,Affordable synthetic bag,"{""temp_rating"": ""20F"", ""fill"": ""FireLine ECO"", ""weight"": ""1.4kg""}",Beginner,Unisex,1,15
CMP029,Enlightened Equipment Enigma,Enlightened Equipment,Camping,Sleeping Bags,319.99,Quilt-style ultralight bag,"{""temp_rating"": ""20F"", ""fill"": ""850-fill Down"", ""weight"": ""0.5kg""}",Advanced,Unisex,1,8
CMP030,Salomon X Ultra 4 GTX,Salomon,Camping,Footwear,169.99,Waterproof hiking shoes,"{""waterproof"": true, ""sole"": ""Contagrip"", ""support"": ""Low""}",Intermediate,Unisex,1,20
CMP031,Scarpa Zodiac Plus GTX,Scarpa,Camping,Footwear,299.99,Alpine approach boots,"{""waterproof"": true, ""sole"": ""Vibram"", ""support"": ""High""}",Advanced,Unisex,1,12
CMP032,La Sportiva TX4,La Sportiva,Camping,Footwear,159.99,Technical approach shoes,"{""waterproof"": false, ""sole"": ""Vibram"", ""climbing_zone"": true}",Intermediate,Unisex,1,15
CMP033,Oboz Bridger Mid BDry,Oboz,Camping,Footwear,189.99,Durable waterproof hikers,"{""waterproof"": true, ""sole"": ""BDry"", ""support"": ""Mid""}",Beginner,Unisex,1,18
CMP034,MSR PocketRocket 2,MSR,Camping,Equipment,49.99,Ultracompact backpacking stove,"{""boil_time"": ""3.5 min"", ""weight"": ""73g"", ""fuel"": ""Canister""}",All,Unisex,1,30
CMP035,Snow Peak GigaPower Stove,Snow Peak,Camping,Equipment,59.99,Lightweight canister stove,"{""boil_time"": ""4 min"", ""weight"": ""88g"", ""auto_ignition"": true}",All,Unisex,1,25
CMP036,Jetboil MiniMo,Jetboil,Camping,Equipment,144.99,Regulated cooking system,"{""boil_time"": ""2.25 min"", ""capacity"": ""1L"", ""simmer"": true}",Intermediate,Unisex,1,18
CMP037,BioLite CampStove 2,BioLite,Camping,Equipment,149.99,Wood-burning stove with USB,"{""fuel"": ""Wood"", ""usb_charging"": true, ""led_dashboard"": true}",All,Unisex,1,14
CMP038,Sawyer Squeeze Filter,Sawyer,Camping,Equipment,39.99,Lightweight water filter,"{""capacity"": ""378541L"", ""pore_size"": ""0.1 micron"", ""weight"": ""85g""}",All,Unisex,1,40
CMP039,Katadyn BeFree 1L,Katadyn,Camping,Equipment,44.99,Fast-flow water filter,"{""capacity"": ""1L"", ""flow_rate"": ""2L/min"", ""weight"": ""63g""}",Intermediate,Unisex,1,35
CMP040,Petzl Actik Core Headlamp,Petzl,Camping,Equipment,79.99,Rechargeable headlamp,"{""lumens"": 600, ""battery"": ""USB-C"", ""weight"": ""75g""}",Intermediate,Unisex,1,25
CMP041,Black Diamond Spot 400,Black Diamond,Camping,Equipment,49.99,Versatile headlamp,"{""lumens"": 400, ""battery"": ""AAA"", ""weight"": ""72g""}",All,Unisex,1,30
CMP042,Nite Ize SlapLit LED Slap Wrap,Nite Ize,Camping,Equipment,14.99,Reflective LED bracelet,"{""modes"": 3, ""battery"": ""CR2032"", ""visibility"": ""1 mile""}",All,Unisex,1,50
CMP043,Leatherman Signal Multi-Tool,Leatherman,Camping,Equipment,149.99,Outdoor multi-tool,"{""tools"": 19, ""weight"": ""212g"", ""fire_starter"": true}",Intermediate,Unisex,1,18
CMP044,MSR Hubba Hubba Shield,MSR,Camping,Equipment,79.99,Tent footprint,"{""material"": ""70D Nylon"", ""waterproof"": true, ""tent"": ""Hubba Hubba""}",All,Unisex,1,25
CMP045,Sea to Summit Ultra-Sil Dry Sack,Sea to Summit,Camping,Equipment,24.99,Waterproof stuff sack,"{""capacity"": ""8L"", ""weight"": ""25g"", ""waterproof"": true}",All,Unisex,1,40
TMS007,A2000 1786 Baseball Glove,Wilson,Team Sports,Baseball,299.99,Pro-grade infield glove,"{""size"": ""11.5in"", ""position"": ""Infield"", ""leather"": ""Pro Stock""}",Advanced,Unisex,1,12
TMS008,Heart of the Hide Glove,Rawlings,Team Sports,Baseball,279.99,Premium leather glove,"{""size"": ""12.75in"", ""position"": ""Outfield"", ""leather"": ""Horween""}",Advanced,Unisex,1,10
TMS009,Demarini The Goods Bat,Demarini,Team Sports,Baseball,499.99,Two-piece hybrid BBCOR bat,"{""length"": ""33in"", ""weight"": ""-3"", ""barrel"": ""X14 Alloy""}",Pro,Unisex,1,8
TMS010,Easton Maxum Ultra Bat,Easton,Team Sports,Baseball,449.99,One-piece composite BBCOR bat,"{""length"": ""33in"", ""weight"": ""-3"", ""seamless"": true}",Advanced,Unisex,1,10
TMS011,Catchers Gear Set,All-Star,Team Sports,Baseball,449.99,Complete catchers set,"{""helmet"": true, ""chest"": true, ""leg_guards"": true, ""level"": ""Adult""}",Intermediate,Unisex,1,8
TMS012,Under Armour F7 Football Gloves,Under Armour,Team Sports,Football,64.99,Sticky receiver gloves,"{""position"": ""Receiver"", ""grip"": ""GlueGrip"", ""ventilation"": true}",Intermediate,Unisex,1,25
TMS013,Nike Vapor Jet 7.0 Gloves,Nike,Team Sports,Football,44.99,All-purpose football gloves,"{""position"": ""Skill"", ""grip"": ""Magnigrip+"", ""fit"": ""Stretch""}",All,Unisex,1,30
TMS014,Schutt F7 2.0 Helmet,Schutt,Team Sports,Football,399.99,Premium football helmet,"{""shell"": ""TPU"", ""liner"": ""TPU cushioning"", ""facemask"": ""Included""}",Advanced,Unisex,1,10
TMS015,Riddell SpeedFlex Helmet,Riddell,Team Sports,Football,449.99,Flexible football helmet,"{""shell"": ""Flexible"", ""technology"": ""Ratchet-Loc"", ""facemask"": ""Quick-release""}",Pro,Unisex,1,8
TMS016,Wilson GST Football,Wilson,Team Sports,Football,119.99,Official leather game ball,"{""size"": ""Official"", ""material"": ""Leather"", ""ncaa"": true}",Advanced,Unisex,1,20
TMS017,Sherwood BPM 150 Hockey Stick,Sherwood,Team Sports,Hockey,199.99,Mid-kick point stick,"{""flex"": ""85"", ""blade"": ""PP28"", ""lie"": ""5""}",Intermediate,Unisex,1,15
TMS018,Warrior Alpha LX2 Gloves,Warrior,Team Sports,Hockey,159.99,Four-roll protection gloves,"{""palm"": ""AX Suede"", ""protection"": ""Max Smart"", ""fit"": ""Tapered""}",Intermediate,Unisex,1,14
TMS019,True Catalyst 9X3 Skates,True,Team Sports,Hockey,549.99,Custom-moldable skates,"{""fit"": ""Custom"", ""holder"": ""Shift"", ""boot"": ""Moldable""}",Intermediate,Unisex,1,8
TMS020,STX Surgeon 700 Lacrosse Head,STX,Team Sports,Lacrosse,119.99,Elite attack head,"{""position"": ""Attack"", ""strung"": false, ""sidewall"": ""Flexible""}",Advanced,Unisex,1,12
TMS021,Maverik Tactik 3.0 Head,Maverik,Team Sports,Lacrosse,109.99,All-around midfield head,"{""position"": ""Midfield"", ""face_shape"": ""Universal"", ""release"": ""Medium""}",Intermediate,Unisex,1,15
TMS022,StringKing Complete 2 Pro,StringKing,Team Sports,Lacrosse,249.99,Complete lacrosse stick,"{""position"": ""Midfield"", ""shaft"": ""Metal 3"", ""strung"": true}",Intermediate,Unisex,1,10
TMS023,Cascade XRS Lacrosse Helmet,Cascade,Team Sports,Lacrosse,329.99,Premium lacrosse helmet,"{""shell"": ""ABS"", ""liner"": ""EPP"", ""visor_compatible"": true}",Advanced,Unisex,1,8
TMS024,STX Stallion 900 Gloves,STX,Team Sports,Lacrosse,149.99,Flexible lacrosse gloves,"{""palm"": ""AX Suede"", ""protection"": ""Flexible"", ""fit"": ""Performance""}",Advanced,Unisex,1,12
TMS025,Brine King V Arm Guards,Brine,Team Sports,Lacrosse,79.99,Arm protection pads,"{""style"": ""Arm guard"", ""protection"": ""HD foam"", ""ventilation"": true}",Intermediate,Unisex,1,18
WTR007,Eddyline Sitka LT Kayak,Eddyline,Water Sports,Kayaks,2599.99,Lightweight touring kayak,"{""length"": ""14.5ft"", ""width"": ""24in"", ""weight"": ""44lbs"", ""material"": ""Thermoform""}",Intermediate,Unisex,1,3
WTR008,Wilderness Systems Pungo 125,Wilderness Systems,Water Sports,Kayaks,1099.99,Recreational touring kayak,"{""length"": ""12.5ft"", ""width"": ""29in"", ""weight"": ""49lbs"", ""capacity"": ""325lbs""}",Beginner,Unisex,1,5
WTR009,Old Town Sportsman 106,Old Town,Water Sports,Kayaks,899.99,Fishing kayak with PDL drive,"{""length"": ""10.6ft"", ""width"": ""34in"", ""weight"": ""93lbs"", ""pedal_drive"": true}",Intermediate,Unisex,1,4
WTR010,NRS Ninja PFD,NRS,Water Sports,Safety,119.99,Low-profile kayaking PFD,"{""type"": ""Type III"", ""buoyancy"": ""16lbs"", ""pockets"": 3}",Intermediate,Unisex,1,20
WTR011,Astral V-Eight PFD,Astral,Water Sports,Safety,129.99,Ventilated touring PFD,"{""type"": ""Type III"", ""foam"": ""PE"", ""mesh_back"": true}",Intermediate,Unisex,1,18
WTR012,Werner Camano Paddle,Werner,Water Sports,Paddles,269.99,Fiberglass touring paddle,"{""length"": ""220cm"", ""blade"": ""Fiberglass"", ""shaft"": ""Carbon""}",Intermediate,Unisex,1,12
WTR013,Aqua-Bound Sting Ray Paddle,Aqua-Bound,Water Sports,Paddles,99.99,Affordable touring paddle,"{""length"": ""230cm"", ""blade"": ""Fiberglass"", ""shaft"": ""Fiberglass""}",Beginner,Unisex,1,20
WTR014,Bending Branches Whisper Paddle,Bending Branches,Water Sports,Paddles,149.99,Wood blade paddle,"{""length"": ""230cm"", ""blade"": ""Basswood"", ""shaft"": ""Fiberglass""}",Intermediate,Unisex,1,15
WTR015,ISLE Pioneer Inflatable SUP,ISLE,Water Sports,Paddleboards,699.99,Touring inflatable SUP,"{""length"": ""11.6ft"", ""width"": ""31in"", ""weight"": ""23lbs"", ""capacity"": ""285lbs""}",Beginner,Unisex,1,8
WTR016,Red Paddle Co Ride 10.6,Red Paddle Co,Water Sports,Paddleboards,1095.00,Premium inflatable SUP,"{""length"": ""10.6ft"", ""width"": ""32in"", ""weight"": ""20lbs"", ""msl_fusion"": true}",Intermediate,Unisex,1,5
WTR017,Rip Curl Dawn Patrol 3/2 Wetsuit,Rip Curl,Water Sports,Wetsuits,199.99,Value fullsuit wetsuit,"{""thickness"": ""3/2mm"", ""entry"": ""Back zip"", ""seams"": ""Flatlock""}",Beginner,Men,1,14
WTR018,ONeill Psycho Tech 5/4 Wetsuit,ONeill,Water Sports,Wetsuits,449.99,Cold water fullsuit,"{""thickness"": ""5/4mm"", ""entry"": ""Chest zip"", ""seams"": ""TechnoButter""}",Advanced,Men,1,8
WTR019,Xcel Comp X 4/3 Wetsuit,Xcel,Water Sports,Wetsuits,349.99,Performance fullsuit,"{""thickness"": ""4/3mm"", ""entry"": ""Chest zip"", ""flex"": ""Ultra stretch""}",Intermediate,Unisex,1,10
WTR020,Billabong Furnace 3/2 Wetsuit,Billabong,Water Sports,Wetsuits,249.99,Graphene-lined wetsuit,"{""thickness"": ""3/2mm"", ""entry"": ""Chest zip"", ""graphene"": true}",Intermediate,Men,1,12
CLM001,Momentum DS Harness,Black Diamond,Climbing,Harnesses,64.99,All-around climbing harness,"{""type"": ""Sit"", ""gear_loops"": 4, ""weight"": ""350g""}",Beginner,Unisex,1,20
CLM002,Solution Comp Harness,Black Diamond,Climbing,Harnesses,89.99,Competition harness,"{""type"": ""Sit"", ""gear_loops"": 2, ""weight"": ""240g""}",Advanced,Unisex,1,15
CLM003,Petzl Corax Harness,Petzl,Climbing,Harnesses,74.99,Versatile starter harness,"{""type"": ""Sit"", ""gear_loops"": 4, ""adjustable"": ""Legs""}",Beginner,Unisex,1,18
CLM004,Arcteryx AR-395a Harness,Arcteryx,Climbing,Harnesses,159.99,Alpine harness,"{""type"": ""Sit"", ""gear_loops"": 4, ""weight"": ""380g"", ""ice_clipper"": true}",Advanced,Unisex,1,10
CLM005,La Sportiva Solution Comp Shoes,La Sportiva,Climbing,Shoes,189.99,Competition climbing shoes,"{""closure"": ""Velcro"", ""downturn"": ""Aggressive"", ""rubber"": ""XS Grip2""}",Advanced,Unisex,1,15
CLM006,Scarpa Instinct VS Shoes,Scarpa,Climbing,Shoes,179.99,Sensitive bouldering shoes,"{""closure"": ""Velcro"", ""downturn"": ""Moderate"", ""rubber"": ""Vibram XS Edge""}",Intermediate,Unisex,1,18
CLM007,Evolv Kronos Shoes,Evolv,Climbing,Shoes,99.99,All-around climbing shoes,"{""closure"": ""Velcro"", ""downturn"": ""Flat"", ""rubber"": ""Trax SAS""}",Beginner,Unisex,1,22
CLM008,Black Diamond Zone LV Shoes,Black Diamond,Climbing,Shoes,154.99,Low volume performance shoes,"{""closure"": ""Velcro"", ""downturn"": ""Moderate"", ""rubber"": ""Neo Fuse""}",Intermediate,Unisex,1,16
CLM009,Sterling Velocity 9.8mm Rope,Sterling,Climbing,Ropes,189.99,All-around dynamic rope,"{""diameter"": ""9.8mm"", ""length"": ""60m"", ""falls"": 8, ""dry"": true}",Intermediate,Unisex,1,12
CLM010,Mammut 9.5 Crag Dry Rope,Mammut,Climbing,Ropes,219.99,Dry treated sport rope,"{""diameter"": ""9.5mm"", ""length"": ""60m"", ""falls"": 9, ""dry"": true}",Intermediate,Unisex,1,10
CLM011,Petzl GriGri,Petzl,Climbing,Gear,119.99,Assisted braking belay device,"{""rope_range"": ""8.5-11mm"", ""weight"": ""175g"", ""assisted_brake"": true}",All,Unisex,1,25
CLM012,Black Diamond ATC-XP,Black Diamond,Climbing,Gear,24.99,Tubular belay device,"{""rope_range"": ""7.7-11mm"", ""weight"": ""71g"", ""modes"": 2}",Beginner,Unisex,1,35
CLM013,Petzl Reverso,Petzl,Climbing,Gear,32.99,Versatile belay device,"{""rope_range"": ""8.1-11mm"", ""weight"": ""59g"", ""guide_mode"": true}",Intermediate,Unisex,1,30
CLM014,Black Diamond Positron Carabiner 6-Pack,Black Diamond,Climbing,Gear,69.99,Wiregate carabiners,"{""gate"": ""Wire"", ""strength"": ""23kN"", ""quantity"": 6}",All,Unisex,1,25
CLM015,Petzl Spirit Express Quickdraw 6-Pack,Petzl,Climbing,Gear,99.99,Sport climbing quickdraws,"{""length"": ""12cm"", ""gate"": ""Keylock"", ""quantity"": 6}",Intermediate,Unisex,1,20
CLM016,Petzl Meteor Helmet,Petzl,Climbing,Protection,99.99,Lightweight climbing helmet,"{""weight"": ""240g"", ""vents"": 18, ""certification"": ""CE/UIAA""}",All,Unisex,1,18
CLM017,Black Diamond Half Dome Helmet,Black Diamond,Climbing,Protection,59.99,All-around climbing helmet,"{""weight"": ""310g"", ""vents"": 16, ""suspension"": ""Adjustable""}",Beginner,Unisex,1,22
CLM018,Petzl Boreo Helmet,Petzl,Climbing,Protection,69.99,Durable outdoor helmet,"{""weight"": ""295g"", ""vents"": 8, ""headlamp_clips"": true}",Intermediate,Unisex,1,20
CLM019,Metolius TCU Set 4-Pack,Metolius,Climbing,Gear,269.99,Cam set for thin cracks,"{""sizes"": ""00-1"", ""type"": ""TCU"", ""quantity"": 4}",Advanced,Unisex,1,10
CLM020,Black Diamond Camalot C4 4-Pack,Black Diamond,Climbing,Gear,349.99,Standard cam set,"{""sizes"": ""0.5-2"", ""type"": ""Cam"", ""quantity"": 4}",Advanced,Unisex,1,8
BOX001,Hayabusa T3 Boxing Gloves,Hayabusa,Boxing,Gloves,149.99,Premium training gloves,"{""weight"": ""16oz"", ""closure"": ""Dual-X"", ""foam"": ""Multi-layer""}",Intermediate,Unisex,1,18
BOX002,Venum Elite Boxing Gloves,Venum,Boxing,Gloves,79.99,All-purpose boxing gloves,"{""weight"": ""14oz"", ""closure"": ""Triple Density"", ""ventilation"": true}",Beginner,Unisex,1,25
BOX003,Rival RB1 Ultra Bag Gloves,Rival,Boxing,Gloves,69.99,Heavy bag training gloves,"{""weight"": ""16oz"", ""closure"": ""Hook & Loop"", ""padding"": ""IMF Tech""}",Intermediate,Unisex,1,20
BOX004,Winning Training Gloves,Winning,Boxing,Gloves,499.99,Japanese pro-grade gloves,"{""weight"": ""16oz"", ""closure"": ""Lace"", ""leather"": ""Premium""}",Pro,Unisex,1,6
BOX005,Fairtex BGV1 Muay Thai Gloves,Fairtex,Boxing,Gloves,119.99,Thai boxing gloves,"{""weight"": ""16oz"", ""closure"": ""Hook & Loop"", ""style"": ""Thai""}",Intermediate,Unisex,1,16
BOX006,RDX F6 MMA Gloves,RDX,Boxing,Gloves,49.99,MMA sparring gloves,"{""weight"": ""7oz"", ""closure"": ""Hook & Loop"", ""open_palm"": true}",Beginner,Unisex,1,28
BOX007,Everlast Pro Style Training,Everlast,Boxing,Gloves,39.99,Entry-level training gloves,"{""weight"": ""14oz"", ""closure"": ""Hook & Loop"", ""thumb"": ""Attached""}",Beginner,Unisex,1,35
BOX008,Ringside 180 Handwraps,Ringside,Boxing,Accessories,12.99,Mexican-style handwraps,"{""length"": ""180in"", ""material"": ""Cotton"", ""quantity"": 1}",All,Unisex,1,80
BOX009,Cleto Reyes Headgear,Cleto Reyes,Boxing,Protection,299.99,Pro sparring headgear,"{""material"": ""Leather"", ""cheek"": true, ""chin"": true}",Pro,Unisex,1,8
BOX010,Rival RHG2 Headgear,Rival,Boxing,Protection,149.99,Training headgear,"{""material"": ""Leather"", ""vision"": ""Wide"", ""padding"": ""Gel""}",Intermediate,Unisex,1,14
BOX011,Aqua Training Bag 150lb,Aqua,Boxing,Equipment,299.99,Water-filled heavy bag,"{""weight"": ""150lb filled"", ""material"": ""Vinyl"", ""water"": true}",All,Unisex,1,8
BOX012,Outslayer 100lb Heavy Bag,Outslayer,Boxing,Equipment,199.99,Traditional heavy bag,"{""weight"": ""100lb"", ""material"": ""Leather"", ""filled"": true}",Intermediate,Unisex,1,10
BOX013,Everlast Double-End Bag,Everlast,Boxing,Equipment,44.99,Speed and accuracy bag,"{""diameter"": ""7in"", ""straps"": ""Included"", ""bladder"": ""Rubber""}",Intermediate,Unisex,1,20
BOX014,Title Speed Bag,Title,Boxing,Equipment,39.99,Leather speed bag,"{""size"": ""Medium"", ""material"": ""Leather"", ""swivel"": ""Not included""}",All,Unisex,1,25
BOX015,Venum Challenger 2.0 Shin Guards,Venum,Boxing,Protection,54.99,MMA shin guards,"{""material"": ""Skintex"", ""foam"": ""High density"", ""instep"": true}",Beginner,Unisex,1,22
VLY001,Mikasa MVA200 Volleyball,Mikasa,Volleyball,Balls,89.99,FIVB official game ball,"{""size"": ""Official"", ""material"": ""Microfiber"", ""fivb"": true}",Pro,Unisex,1,18
VLY002,Molten FLISTATEC Volleyball,Molten,Volleyball,Balls,119.99,NCAA official match ball,"{""size"": ""Official"", ""material"": ""Microfiber"", ""ncaa"": true}",Advanced,Unisex,1,15
VLY003,Wilson AVP Replica Ball,Wilson,Volleyball,Balls,29.99,Beach volleyball,"{""size"": ""Official"", ""material"": ""Synthetic leather"", ""outdoor"": true}",All,Unisex,1,30
VLY004,Mizuno Wave Momentum 2,Mizuno,Volleyball,Shoes,139.99,Mid-cut volleyball shoes,"{""cushion"": ""Wave"", ""traction"": ""Rubber"", ""height"": ""Mid""}",Intermediate,Unisex,1,20
VLY005,Asics Sky Elite FF 2,Asics,Volleyball,Shoes,159.99,Lightweight volleyball shoes,"{""cushion"": ""FlyteFoam"", ""traction"": ""AHAR+"", ""height"": ""Low""}",Intermediate,Unisex,1,18
VLY006,Asics Gel-Tactic,Asics,Volleyball,Shoes,99.99,Value volleyball shoes,"{""cushion"": ""GEL"", ""traction"": ""NC Rubber"", ""height"": ""Low""}",Beginner,Unisex,1,25
VLY007,Tandem Volleyball Knee Pads,Tandem,Volleyball,Protection,24.99,Standard knee pads,"{""material"": ""Neoprene"", ""padding"": ""EVA"", ""quantity"": 2}",All,Unisex,1,40
VLY008,Asics Slider Knee Pads,Asics,Volleyball,Protection,34.99,Competition knee pads,"{""material"": ""Gel cushion"", ""profile"": ""Low"", ""quantity"": 2}",Intermediate,Unisex,1,35
VLY009,Park & Sun Tournament Net,Park & Sun,Volleyball,Equipment,499.99,Professional outdoor net system,"{""height"": ""Adjustable"", ""poles"": ""Steel"", ""regulation"": true}",All,Unisex,1,6
VLY010,Franklin Portable Net,Franklin,Volleyball,Equipment,89.99,Backyard volleyball net,"{""height"": ""7ft"", ""poles"": ""Steel"", ""portable"": true}",Beginner,Unisex,1,15
PKL001,Joola Ben Johns Hyperion Paddle,Joola,Pickleball,Paddles,219.99,Pro carbon fiber paddle,"{""core"": ""Reactive Honeycomb"", ""face"": ""Carbon Friction"", ""weight"": ""8.2oz""}",Pro,Unisex,1,12
PKL002,Selkirk Amped S2,Selkirk,Pickleball,Paddles,149.99,Control-focused paddle,"{""core"": ""X5 Polypropylene"", ""face"": ""FiberFlex"", ""weight"": ""7.9oz""}",Intermediate,Unisex,1,18
PKL003,Engage Pursuit Pro MX,Engage,Pickleball,Paddles,179.99,Power paddle,"{""core"": ""ControlPro"", ""face"": ""Graphite"", ""weight"": ""7.9oz""}",Intermediate,Unisex,1,15
PKL004,Onix Z5 Graphite,Onix,Pickleball,Paddles,99.99,All-around paddle,"{""core"": ""Nomex"", ""face"": ""Graphite"", ""weight"": ""7.8oz""}",Beginner,Unisex,1,25
PKL005,Paddletek Tempest Wave Pro,Paddletek,Pickleball,Paddles,189.99,Premium control paddle,"{""core"": ""Smart Response"", ""face"": ""Graphite"", ""weight"": ""7.6oz""}",Advanced,Unisex,1,14
PKL006,Franklin X-40 Balls 12-Pack,Franklin,Pickleball,Balls,24.99,Outdoor pickleball balls,"{""quantity"": 12, ""holes"": 40, ""outdoor"": true}",All,Unisex,1,35
PKL007,Dura Fast 40 Balls 6-Pack,Dura,Pickleball,Balls,14.99,Tournament outdoor balls,"{""quantity"": 6, ""holes"": 40, ""usapa"": true}",Intermediate,Unisex,1,45
PKL008,Onix Fuse Indoor Balls 6-Pack,Onix,Pickleball,Balls,12.99,Indoor pickleball balls,"{""quantity"": 6, ""holes"": 26, ""indoor"": true}",All,Unisex,1,50
PKL009,K-Swiss Express Light 3 Shoes,K-Swiss,Pickleball,Shoes,99.99,Court shoes for pickleball,"{""sole"": ""AOSTA 7.0"", ""cushion"": ""K-EVA"", ""lateral"": true}",Intermediate,Unisex,1,20
PKL010,Skechers Viper Court Shoes,Skechers,Pickleball,Shoes,89.99,Lightweight court shoes,"{""sole"": ""Goodyear"", ""cushion"": ""Arch Fit"", ""breathable"": true}",Beginner,Unisex,1,25
BBM001,Miken Freak Gold Slowpitch Bat,Miken,Badminton,Bats,299.99,Maxload slowpitch softball bat,"{""length"": ""34in"", ""weight"": ""26oz"", ""barrel"": ""14in""}",Intermediate,Unisex,1,12
BBM002,DeMarini Nautalai Slowpitch,DeMarini,Badminton,Bats,249.99,Balanced slowpitch bat,"{""length"": ""34in"", ""weight"": ""27oz"", ""composite"": true}",Intermediate,Unisex,1,14
BBM003,Worth Krecher XL,Worth,Badminton,Bats,279.99,Power slowpitch bat,"{""length"": ""34in"", ""weight"": ""27oz"", ""maxload"": true}",Advanced,Unisex,1,10
BBM004,Yonex Astrox 99 Pro Racquet,Yonex,Badminton,Racquets,229.99,Professional badminton racquet,"{""weight"": ""4U"", ""balance"": ""Head heavy"", ""flex"": ""Stiff""}",Pro,Unisex,1,15
BBM005,Li-Ning Axforce 80 Racquet,Li-Ning,Badminton,Racquets,199.99,Attack racquet,"{""weight"": ""3U"", ""balance"": ""Head heavy"", ""flex"": ""Medium""}",Advanced,Unisex,1,18
BBM006,Victor Thruster K Falcon,Victor,Badminton,Racquets,169.99,All-round racquet,"{""weight"": ""4U"", ""balance"": ""Even"", ""flex"": ""Medium""}",Intermediate,Unisex,1,20
BBM007,Yonex Mavis 350 Shuttles,Yonex,Badminton,Shuttles,24.99,Nylon shuttlecocks tube,"{""quantity"": 6, ""material"": ""Nylon"", ""speed"": ""Medium""}",All,Unisex,1,45
BBM008,Yonex Feather Shuttles,Yonex,Badminton,Shuttles,34.99,Tournament feather shuttles,"{""quantity"": 12, ""material"": ""Feather"", ""grade"": ""Tournament""}",Advanced,Unisex,1,30
BDG001,Mikasa King of the Beach Ball,Mikasa,Beach,Balls,34.99,Official beach volleyball,"{""size"": ""Official"", ""material"": ""Synthetic leather"", ""avp"": true}",All,Unisex,1,25
