id,name,category,room,price,description,dimensions_json,weight_lbs,material,color,assembly_required,assembly_time_minutes,in_stock,stock_quantity
SC005,Wool Throw Blanket,Decor,Living Room,129.99,Chunky knit wool throw,"{""width"": 50, ""depth"": 60, ""height"": 2, ""unit"": ""inches""}",4,Wool,Cream,0,0,1,25
SC006,Ceramic Table Lamp,Lighting,Bedroom,149.99,Handmade ceramic lamp,"{""width"": 12, ""depth"": 12, ""height"": 22, ""unit"": ""inches""}",8,Ceramic/Fabric,Blue/White,0,0,1,18
SC007,Linen Sofa Covers,Accessories,Living Room,199.99,Slipcover set for 3-seat sofa,"{""width"": 84, ""depth"": 36, ""height"": 34, ""unit"": ""inches""}",8,Linen,Natural,0,0,1,15
SC008,Oak Coat Hook Rail,Accessories,Entryway,69.99,Wall mounted coat rail,"{""width"": 36, ""depth"": 3, ""height"": 4, ""unit"": ""inches""}",4,Wood,Natural Oak,1,10,1,28
SC009,Simple Wood Tray,Accessories,Kitchen,39.99,Serving tray with handles,"{""width"": 20, ""depth"": 14, ""height"": 2, ""unit"": ""inches""}",3,Wood,Natural,0,0,1,35
SC010,Woven Storage Basket,Storage,Living Room,49.99,Large woven storage basket,"{""width"": 18, ""depth"": 18, ""height"": 14, ""unit"": ""inches""}",4,Seagrass,Natural,0,0,1,30
CL001,Chesterfield Sofa,Sofas,Living Room,2499.99,Classic leather chesterfield sofa,"{""width"": 90, ""depth"": 38, ""height"": 31, ""unit"": ""inches""}",175,Leather,Brown,0,0,1,3
CL002,Wingback Chair,Chairs,Living Room,699.99,Traditional wingback armchair,"{""width"": 32, ""depth"": 34, ""height"": 42, ""unit"": ""inches""}",55,Fabric,Red,0,0,1,8
CL003,Claw Foot Dining Table,Tables,Dining Room,1299.99,Mahogany table with claw feet,"{""width"": 84, ""depth"": 44, ""height"": 30, ""unit"": ""inches""}",185,Wood,Mahogany,1,90,1,4
CL004,Queen Anne Chair Set,Chairs,Dining Room,899.99,Set of 4 Queen Anne chairs,"{""width"": 22, ""depth"": 24, ""height"": 42, ""unit"": ""inches""}",72,Wood/Fabric,Cherry/Cream,1,45,1,5
CL005,Sleigh Bed King,Beds,Bedroom,1499.99,King sleigh bed in cherry,"{""width"": 82, ""depth"": 92, ""height"": 56, ""unit"": ""inches""}",225,Wood,Cherry,1,120,1,3
CL006,Pedestal Sink Cabinet,Vanities,Bathroom,399.99,Classic pedestal sink vanity,"{""width"": 24, ""depth"": 20, ""height"": 34, ""unit"": ""inches""}",65,Porcelain/Wood,White,1,60,1,8
CL007,Grandfather Clock,Decor,Living Room,1999.99,Traditional grandfather clock,"{""width"": 22, ""depth"": 14, ""height"": 78, ""unit"": ""inches""}",125,Wood,Dark Oak,1,180,1,2
CL008,Secretary Bookcase,Bookcases,Office,1199.99,Secretary desk with bookcase,"{""width"": 36, ""depth"": 18, ""height"": 78, ""unit"": ""inches""}",145,Wood,Mahogany,1,90,1,4
CL009,Tiffany Style Lamp,Lighting,Living Room,299.99,Stained glass table lamp,"{""width"": 16, ""depth"": 16, ""height"": 24, ""unit"": ""inches""}",15,Glass/Metal,Multi/Bronze,0,0,1,10
CL010,Oriental Area Rug,Rugs,Dining Room,699.99,Traditional oriental rug 9x12,"{""width"": 144, ""depth"": 108, ""height"": 0.5, ""unit"": ""inches""}",45,Wool,Red/Navy,0,0,1,5
EC001,Sustainable Bamboo Sofa,Sofas,Living Room,1199.99,Eco-friendly bamboo frame sofa,"{""width"": 80, ""depth"": 34, ""height"": 32, ""unit"": ""inches""}",95,Bamboo/Organic Cotton,Natural/Cream,0,0,1,6
EC002,Reclaimed Wood Table,Tables,Dining Room,899.99,Dining table from reclaimed barn wood,"{""width"": 72, ""depth"": 38, ""height"": 30, ""unit"": ""inches""}",135,Reclaimed Wood,Mixed,1,60,1,5
EC003,Cork Side Table,Tables,Living Room,199.99,Sustainable cork side table,"{""width"": 18, ""depth"": 18, ""height"": 20, ""unit"": ""inches""}",18,Cork,Natural,0,0,1,18
EC004,Hemp Rug,Rugs,Living Room,349.99,Natural hemp area rug 8x10,"{""width"": 120, ""depth"": 96, ""height"": 0.3, ""unit"": ""inches""}",25,Hemp,Natural,0,0,1,12
EC005,Recycled Plastic Chairs,Chairs,Outdoor,399.99,Set of 4 recycled HDPE chairs,"{""width"": 22, ""depth"": 24, ""height"": 34, ""unit"": ""inches""}",52,Recycled HDPE,White,1,25,1,10
SP001,Smart Adjustable Bed,Beds,Bedroom,2499.99,Smart base with massage and app control,"{""width"": 60, ""depth"": 80, ""height"": 15, ""unit"": ""inches""}",185,Metal/Electronics,Gray,1,60,1,4
SP002,Motorized Recliner,Chairs,Living Room,1299.99,Power recliner with heat and massage,"{""width"": 38, ""depth"": 40, ""height"": 42, ""unit"": ""inches""}",125,Leather,Brown,0,0,1,6
SP003,LED Coffee Table,Tables,Living Room,499.99,Coffee table with built-in LED lighting,"{""width"": 48, ""depth"": 24, ""height"": 18, ""unit"": ""inches""}",65,Glass/Metal/LED,White,1,35,1,8
SP004,Wireless Charging Nightstand,Nightstands,Bedroom,299.99,Nightstand with wireless charging,"{""width"": 22, ""depth"": 18, ""height"": 24, ""unit"": ""inches""}",42,Wood,White,1,30,1,12
SP005,Smart Mirror Cabinet,Cabinets,Bathroom,599.99,LED mirror with defogging and bluetooth,"{""width"": 30, ""depth"": 6, ""height"": 36, ""unit"": ""inches""}",45,Glass/LED,Silver,1,45,1,8
KT001,Kitchen Island Cart,Islands,Kitchen,449.99,Rolling kitchen island with storage,"{""width"": 42, ""depth"": 24, ""height"": 36, ""unit"": ""inches""}",85,Wood,White/Natural,1,45,1,10
KT002,Butcher Block Island,Islands,Kitchen,799.99,Solid butcher block prep island,"{""width"": 48, ""depth"": 30, ""height"": 36, ""unit"": ""inches""}",145,Wood,Natural,1,60,1,6
KT003,Baker's Rack,Shelving,Kitchen,249.99,5-tier baker's rack with wine storage,"{""width"": 36, ""depth"": 14, ""height"": 68, ""unit"": ""inches""}",48,Metal/Wood,Black/Walnut,1,40,1,14
KT004,Kitchen Pantry Cabinet,Cabinets,Kitchen,399.99,Freestanding pantry cabinet,"{""width"": 36, ""depth"": 18, ""height"": 72, ""unit"": ""inches""}",95,Wood,White,1,60,1,8
KT005,Microwave Cart,Carts,Kitchen,149.99,Microwave stand with storage,"{""width"": 24, ""depth"": 18, ""height"": 36, ""unit"": ""inches""}",38,Wood/Metal,Black,1,25,1,18
LD001,Laundry Sorter,Storage,Laundry,99.99,3-bag laundry sorting hamper,"{""width"": 32, ""depth"": 16, ""height"": 34, ""unit"": ""inches""}",15,Metal/Fabric,Chrome/Gray,1,20,1,22
LD002,Ironing Board Cabinet,Storage,Laundry,299.99,Wall-mounted ironing center,"{""width"": 14, ""depth"": 4, ""height"": 48, ""unit"": ""inches""}",35,Wood,White,1,35,1,12
LD003,Utility Sink Cabinet,Cabinets,Laundry,349.99,Laundry utility sink with cabinet,"{""width"": 24, ""depth"": 22, ""height"": 34, ""unit"": ""inches""}",65,Composite,White,1,45,1,8
LD004,Drying Rack,Accessories,Laundry,49.99,Expandable clothes drying rack,"{""width"": 32, ""depth"": 18, ""height"": 48, ""unit"": ""inches""}",8,Wood,Natural,0,0,1,30
LD005,Laundry Room Shelf,Shelving,Laundry,129.99,Over washer dryer shelf unit,"{""width"": 68, ""depth"": 12, ""height"": 75, ""unit"": ""inches""}",35,Metal,Chrome,1,30,1,15
