product_id,name,brand,category,subcategory,description,price,size,color,ingredients,rating,review_count,image_url,product_url,in_stock,is_bestseller,is_new,is_sale,sale_price,clean_beauty
SPH0143,Hydrating Concealer - Light,Clinique,Face,Concealer,Clinique Moisturizing concealer for dry skin. Award-winning formula.,30.02,0.27 oz / 8 mL,Light,"Sodium Hyaluronate, Tocopherol, Dimethicone, Water, Parabens, Talc, Chamomile Extract, Green Tea Extract",4.3,14063,https://sephora.com/images/SPH0143.jpg,https://sephora.com/product/SPH0143,1,0,0,1,21.11,0
SPH0144,Matte Concealer - Fair,Too Faced,Face,Concealer,Too Faced Oil-control matte finish concealer. Loved by beauty enthusiasts.,46.75,0.33 oz / 10 mL,Fair,"Sodium Hyaluronate, Glycerin, Dimethicone, Tocopherol, Polyethylene, Fragrance, Rosehip Oil, Chamomile Extract",4.4,11414,https://sephora.com/images/SPH0144.jpg,https://sephora.com/product/SPH0144,1,0,0,1,34.12,0
SPH0145,Serum Concealer - Medium,Benefit Cosmetics,Face,Concealer,Benefit Cosmetics Lightweight serum-infused concealer. Loved by beauty enthusiasts.,44.02,0.22 oz / 6.5 mL,Medium,"Sodium Hyaluronate, Cyclopentasiloxane, Phenoxyethanol, Glycerin, Parabens, Synthetic Colors, Shea Butter, Aloe Vera",3.9,6019,https://sephora.com/images/SPH0145.jpg,https://sephora.com/product/SPH0145,1,1,0,0,,0
SPH0146,Setting Powder,Tower 28,Face,Powder,Tower 28 Translucent setting powder. Dermatologist tested.,28.3,0.35 oz / 10 g,,"Sodium Hyaluronate, Phenoxyethanol, Dimethicone, Cyclopentasiloxane, Jojoba Oil, Coconut Oil, Green Tea Extract",3.8,1498,https://sephora.com/images/SPH0146.jpg,https://sephora.com/product/SPH0146,1,1,0,0,,1
SPH0147,Pressed Powder,e.l.f. Cosmetics,Face,Powder,e.l.f. Cosmetics Finely-milled pressed powder. Award-winning formula.,5.78,0.25 oz / 7 g,,"Glycerin, Dimethicone, Cyclopentasiloxane, Sodium Hyaluronate, Rosehip Oil, Shea Butter, Jojoba Oil",4.2,4553,https://sephora.com/images/SPH0147.jpg,https://sephora.com/product/SPH0147,1,0,0,0,,1
SPH0148,Loose Powder,Caliray,Face,Powder,Caliray Ultra-fine loose setting powder. Cruelty-free and vegan.,27.91,0.25 oz / 7 g,,"Phenoxyethanol, Cyclopentasiloxane, Dimethicone, Water, Squalane, Green Tea Extract, Rosehip Oil",4.0,10333,https://sephora.com/images/SPH0148.jpg,https://sephora.com/product/SPH0148,0,0,0,0,,1
SPH0149,Bronzing Powder,Caliray,Face,Powder,Caliray Sun-kissed bronzing powder. Cruelty-free and vegan.,24.9,0.28 oz / 8 g,,"Glycerin, Dimethicone, Cyclopentasiloxane, Phenoxyethanol, Rosehip Oil, Shea Butter, Squalane",5.0,9394,https://sephora.com/images/SPH0149.jpg,https://sephora.com/product/SPH0149,1,0,0,0,,1
SPH0150,Powder Blush - Peach,Jones Road,Face,Blush,Jones Road Silky powder blush. A cult favorite.,32.11,Standard Size,Peach,"Water, Glycerin, Sodium Hyaluronate, Cyclopentasiloxane, Argan Oil, Chamomile Extract, Coconut Oil",3.6,6944,https://sephora.com/images/SPH0150.jpg,https://sephora.com/product/SPH0150,1,0,0,0,,1
SPH0151,Cream Blush - Pink,Chanel,Face,Blush,Chanel Creamy blendable blush. Dermatologist tested.,92.7,Standard Size,Pink,"Water, Glycerin, Dimethicone, Sodium Hyaluronate, Synthetic Colors, Fragrance, Coconut Oil, Jojoba Oil",4.7,11353,https://sephora.com/images/SPH0151.jpg,https://sephora.com/product/SPH0151,1,0,0,0,,0
SPH0152,Liquid Blush - Nude,NYX Professional Makeup,Face,Blush,NYX Professional Makeup Buildable liquid blush. Cruelty-free and vegan.,13.71,Standard Size,Nude,"Glycerin, Sodium Hyaluronate, Water, Tocopherol, Talc, Synthetic Colors, Chamomile Extract, Coconut Oil",4.8,14934,https://sephora.com/images/SPH0152.jpg,https://sephora.com/product/SPH0152,1,0,0,0,,0
SPH0153,Blush Stick - Mauve,NYX Professional Makeup,Face,Blush,NYX Professional Makeup Easy-to-apply blush stick. Cruelty-free and vegan.,9.38,Standard Size,Mauve,"Water, Dimethicone, Cyclopentasiloxane, Glycerin, Polyethylene, Silicones, Rosehip Oil, Chamomile Extract",4.1,1444,https://sephora.com/images/SPH0153.jpg,https://sephora.com/product/SPH0153,1,1,0,0,,0
SPH0154,Matte Bronzer - Light Bronze,Dior Beauty,Face,Bronzer,Dior Beauty Natural matte bronzer. Award-winning formula.,59.6,Standard Size,Light Bronze,"Sodium Hyaluronate, Phenoxyethanol, Cyclopentasiloxane, Water, Polyethylene, Silicones, Vitamin E, Argan Oil",4.5,898,https://sephora.com/images/SPH0154.jpg,https://sephora.com/product/SPH0154,0,0,1,1,45.98,0
SPH0155,Shimmer Bronzer - Light Bronze,NYX Professional Makeup,Face,Bronzer,NYX Professional Makeup Luminous shimmer bronzer. A cult favorite.,10.78,Standard Size,Light Bronze,"Glycerin, Water, Cyclopentasiloxane, Phenoxyethanol, Silicones, Parabens, Aloe Vera, Jojoba Oil",3.8,1989,https://sephora.com/images/SPH0155.jpg,https://sephora.com/product/SPH0155,1,0,0,0,,0
SPH0156,Cream Bronzer - Deep Bronze,Clinique,Face,Bronzer,Clinique Creamy blendable bronzer. Loved by beauty enthusiasts.,26.22,Standard Size,Deep Bronze,"Water, Phenoxyethanol, Dimethicone, Glycerin, Talc, Polyethylene, Argan Oil, Shea Butter",4.2,11214,https://sephora.com/images/SPH0156.jpg,https://sephora.com/product/SPH0156,1,0,0,0,,0
SPH0157,Bronzer Stick - Deep Bronze,ILIA,Face,Bronzer,ILIA Contour bronzer stick. Award-winning formula.,35.24,Standard Size,Deep Bronze,"Tocopherol, Cyclopentasiloxane, Glycerin, Dimethicone, Coconut Oil, Squalane, Green Tea Extract",4.2,4598,https://sephora.com/images/SPH0157.jpg,https://sephora.com/product/SPH0157,1,1,0,0,,1
SPH0158,Powder Highlighter - Icy Pink,YSL Beauty,Face,Highlighter,YSL Beauty Intense powder highlighter. Dermatologist tested.,44.87,Standard Size,Icy Pink,"Water, Glycerin, Sodium Hyaluronate, Cyclopentasiloxane, Silicones, Polyethylene, Vitamin E, Coconut Oil",3.6,4689,https://sephora.com/images/SPH0158.jpg,https://sephora.com/product/SPH0158,1,0,0,1,35.4,0
SPH0159,Liquid Highlighter - Pearl,Pat McGrath Labs,Face,Highlighter,Pat McGrath Labs Dewy liquid highlighter. Award-winning formula.,37.87,Standard Size,Pearl,"Phenoxyethanol, Tocopherol, Dimethicone, Sodium Hyaluronate, Fragrance, Silicones, Vitamin E, Rosehip Oil",4.4,10248,https://sephora.com/images/SPH0159.jpg,https://sephora.com/product/SPH0159,0,0,0,0,,0
SPH0160,Cream Highlighter - Pearl,YSL Beauty,Face,Highlighter,YSL Beauty Buildable cream highlighter. Dermatologist tested.,33.09,Standard Size,Pearl,"Dimethicone, Sodium Hyaluronate, Water, Phenoxyethanol, Polyethylene, Mineral Oil, Rosehip Oil, Shea Butter",3.7,14447,https://sephora.com/images/SPH0160.jpg,https://sephora.com/product/SPH0160,1,1,0,0,,0
SPH0161,Highlighter Stick - Champagne,Chanel,Face,Highlighter,Chanel Portable highlighter stick. Loved by beauty enthusiasts.,72.17,Standard Size,Champagne,"Sodium Hyaluronate, Water, Phenoxyethanol, Cyclopentasiloxane, Synthetic Colors, Fragrance, Argan Oil, Rosehip Oil",3.9,3005,https://sephora.com/images/SPH0161.jpg,https://sephora.com/product/SPH0161,1,0,0,0,,0
SPH0162,Contour Palette,LYS Beauty,Face,Contour,LYS Beauty Multi-shade contour palette. Award-winning formula.,14.52,Standard Size,,"Phenoxyethanol, Dimethicone, Cyclopentasiloxane, Sodium Hyaluronate, Aloe Vera, Squalane, Jojoba Oil",4.2,3352,https://sephora.com/images/SPH0162.jpg,https://sephora.com/product/SPH0162,1,0,0,0,,1
SPH0163,Contour Stick,Danessa Myricks Beauty,Face,Contour,Danessa Myricks Beauty Blendable contour stick. Dermatologist tested.,45.13,Standard Size,,"Sodium Hyaluronate, Cyclopentasiloxane, Tocopherol, Phenoxyethanol, Synthetic Colors, Fragrance, Vitamin E, Argan Oil",4.1,13281,https://sephora.com/images/SPH0163.jpg,https://sephora.com/product/SPH0163,1,0,0,0,,0
SPH0164,Contour Powder,Milk Makeup,Face,Contour,Milk Makeup Sculpting contour powder. A cult favorite.,36.49,Standard Size,,"Glycerin, Cyclopentasiloxane, Sodium Hyaluronate, Water, Rosehip Oil, Coconut Oil, Vitamin E",3.8,9699,https://sephora.com/images/SPH0164.jpg,https://sephora.com/product/SPH0164,1,0,0,0,,1
SPH0165,Pore-Minimizing Primer,Lawless,Face,Primer,Lawless Smoothing pore-blurring primer. Cruelty-free and vegan.,22.27,Standard Size,,"Glycerin, Phenoxyethanol, Cyclopentasiloxane, Water, Shea Butter, Aloe Vera, Chamomile Extract",4.8,12354,https://sephora.com/images/SPH0165.jpg,https://sephora.com/product/SPH0165,1,0,0,0,,1
SPH0166,Hydrating Primer,NARS,Face,Primer,NARS Moisturizing makeup primer. A cult favorite.,33.48,Standard Size,,"Glycerin, Tocopherol, Dimethicone, Cyclopentasiloxane, Synthetic Colors, Talc, Rosehip Oil, Coconut Oil",3.7,7339,https://sephora.com/images/SPH0166.jpg,https://sephora.com/product/SPH0166,1,0,0,1,24.38,0
SPH0167,Mattifying Primer,ILIA,Face,Primer,ILIA Oil-control primer. Award-winning formula.,47.86,Standard Size,,"Phenoxyethanol, Tocopherol, Glycerin, Cyclopentasiloxane, Vitamin E, Coconut Oil, Argan Oil",4.3,5601,https://sephora.com/images/SPH0167.jpg,https://sephora.com/product/SPH0167,1,0,0,0,,1
SPH0168,Illuminating Primer,Natasha Denona,Face,Primer,Natasha Denona Glow-boosting primer. Cruelty-free and vegan.,62.72,Standard Size,,"Cyclopentasiloxane, Water, Dimethicone, Phenoxyethanol, Silicones, Polyethylene, Chamomile Extract, Jojoba Oil",4.2,7529,https://sephora.com/images/SPH0168.jpg,https://sephora.com/product/SPH0168,1,1,1,0,,0
SPH0169,Color-Correcting Primer,Natasha Denona,Face,Primer,Natasha Denona Tone-evening primer. Loved by beauty enthusiasts.,76.66,Standard Size,,"Dimethicone, Cyclopentasiloxane, Tocopherol, Phenoxyethanol, Silicones, Synthetic Colors, Chamomile Extract, Coconut Oil",4.6,12572,https://sephora.com/images/SPH0169.jpg,https://sephora.com/product/SPH0169,1,1,0,0,,0
SPH0170,Matte Setting Spray,NARS,Face,Setting Spray,NARS Long-wear matte finish spray. Cruelty-free and vegan.,42.97,Standard Size,,"Water, Cyclopentasiloxane, Glycerin, Tocopherol, Silicones, Fragrance, Vitamin E, Coconut Oil",3.8,12020,https://sephora.com/images/SPH0170.jpg,https://sephora.com/product/SPH0170,1,0,0,0,,0
SPH0171,Dewy Setting Spray,LYS Beauty,Face,Setting Spray,LYS Beauty Hydrating glow spray. Dermatologist tested.,16.39,Standard Size,,"Cyclopentasiloxane, Dimethicone, Phenoxyethanol, Glycerin, Aloe Vera, Jojoba Oil, Argan Oil",4.3,14849,https://sephora.com/images/SPH0171.jpg,https://sephora.com/product/SPH0171,1,1,0,0,,1
SPH0172,All-Day Setting Spray,Saie,Face,Setting Spray,Saie 24-hour makeup lock spray. Loved by beauty enthusiasts.,31.91,Standard Size,,"Phenoxyethanol, Sodium Hyaluronate, Cyclopentasiloxane, Tocopherol, Argan Oil, Aloe Vera, Chamomile Extract",3.8,10531,https://sephora.com/images/SPH0172.jpg,https://sephora.com/product/SPH0172,1,0,0,0,,1
SPH0173,Neutral Eyeshadow Palette - Colorful,YSL Beauty,Eyes,Eyeshadow Palette,YSL Beauty Everyday neutral shades palette. Dermatologist tested.,50.03,Mini,Colorful,"Cyclopentasiloxane, Phenoxyethanol, Tocopherol, Dimethicone, Talc, Polyethylene, Vitamin E, Rosehip Oil",4.5,10103,https://sephora.com/images/SPH0173.jpg,https://sephora.com/product/SPH0173,1,0,1,0,,0
SPH0174,Smoky Eyeshadow Palette - Rose Gold,Caliray,Eyes,Eyeshadow Palette,Caliray Dramatic smoky shades palette. Loved by beauty enthusiasts.,29.12,Standard,Rose Gold,"Water, Sodium Hyaluronate, Tocopherol, Glycerin, Vitamin E, Shea Butter, Green Tea Extract",4.4,78,https://sephora.com/images/SPH0174.jpg,https://sephora.com/product/SPH0174,1,0,0,0,,1
SPH0175,Colorful Eyeshadow Palette - Colorful,Saie,Eyes,Eyeshadow Palette,Saie Vibrant multi-color palette. Loved by beauty enthusiasts.,27.19,Standard,Colorful,"Water, Tocopherol, Dimethicone, Sodium Hyaluronate, Jojoba Oil, Squalane, Coconut Oil",4.8,6014,https://sephora.com/images/SPH0175.jpg,https://sephora.com/product/SPH0175,1,0,0,0,,1
SPH0176,Mini Eyeshadow Palette - Colorful,Westman Atelier,Eyes,Eyeshadow Palette,Westman Atelier Travel-size eyeshadow palette. A cult favorite.,90.1,Pro,Colorful,"Tocopherol, Water, Glycerin, Cyclopentasiloxane, Jojoba Oil, Shea Butter, Squalane",3.6,11409,https://sephora.com/images/SPH0176.jpg,https://sephora.com/product/SPH0176,1,0,0,0,,1
SPH0177,Quad Eyeshadow - Rose Gold,Hourglass,Eyes,Eyeshadow Palette,Hourglass 4-pan eyeshadow quad. A cult favorite.,68.91,Standard,Rose Gold,"Glycerin, Cyclopentasiloxane, Water, Sodium Hyaluronate, Silicones, Synthetic Colors, Coconut Oil, Rosehip Oil",4.7,6200,https://sephora.com/images/SPH0177.jpg,https://sephora.com/product/SPH0177,1,0,0,0,,0
SPH0178,Shimmer Eyeshadow - Cool,Westman Atelier,Eyes,Eyeshadow Single,Westman Atelier High-pigment shimmer shadow. Dermatologist tested.,62.27,Standard Size,Cool,"Dimethicone, Sodium Hyaluronate, Cyclopentasiloxane, Glycerin, Jojoba Oil, Squalane, Green Tea Extract",4.6,412,https://sephora.com/images/SPH0178.jpg,https://sephora.com/product/SPH0178,1,0,0,0,,1
SPH0179,Matte Eyeshadow - Rose Gold,Ami Cole,Eyes,Eyeshadow Single,Ami Cole Velvety matte eyeshadow. A cult favorite.,22.97,Standard Size,Rose Gold,"Cyclopentasiloxane, Phenoxyethanol, Water, Glycerin, Squalane, Shea Butter, Green Tea Extract",4.6,11729,https://sephora.com/images/SPH0179.jpg,https://sephora.com/product/SPH0179,0,0,0,0,,1
SPH0180,Glitter Eyeshadow - Cool,Natasha Denona,Eyes,Eyeshadow Single,Natasha Denona Sparkly glitter shadow. A cult favorite.,118.17,Standard Size,Cool,"Glycerin, Phenoxyethanol, Tocopherol, Dimethicone, Silicones, Parabens, Chamomile Extract, Green Tea Extract",4.5,13374,https://sephora.com/images/SPH0180.jpg,https://sephora.com/product/SPH0180,1,0,1,1,84.67,0
SPH0181,Cream Eyeshadow - Rose Gold,LYS Beauty,Eyes,Eyeshadow Single,LYS Beauty Long-wearing cream shadow. Dermatologist tested.,15.76,Standard Size,Rose Gold,"Tocopherol, Sodium Hyaluronate, Cyclopentasiloxane, Dimethicone, Vitamin E, Green Tea Extract, Shea Butter",4.0,2468,https://sephora.com/images/SPH0181.jpg,https://sephora.com/product/SPH0181,1,0,0,1,12.3,1
SPH0182,Volumizing Mascara - Brown,MAKEUP BY MARIO,Eyes,Mascara,MAKEUP BY MARIO Dramatic volume mascara. Loved by beauty enthusiasts.,39.36,0.24 oz / 7 mL,Brown,"Water, Cyclopentasiloxane, Tocopherol, Dimethicone, Parabens, Silicones, Chamomile Extract, Green Tea Extract",4.3,11863,https://sephora.com/images/SPH0182.jpg,https://sephora.com/product/SPH0182,1,0,1,0,,0
SPH0183,Lengthening Mascara - Black,NARS,Eyes,Mascara,NARS Lash-extending mascara. Loved by beauty enthusiasts.,27.11,0.3 oz / 9 mL,Black,"Water, Phenoxyethanol, Cyclopentasiloxane, Glycerin, Silicones, Parabens, Argan Oil, Shea Butter",4.2,5434,https://sephora.com/images/SPH0183.jpg,https://sephora.com/product/SPH0183,1,0,0,0,,0
SPH0184,Waterproof Mascara - Brown,Saie,Eyes,Mascara,Saie Smudge-proof waterproof mascara. Loved by beauty enthusiasts.,30.5,0.3 oz / 9 mL,Brown,"Tocopherol, Sodium Hyaluronate, Phenoxyethanol, Dimethicone, Aloe Vera, Squalane, Chamomile Extract",4.3,10915,https://sephora.com/images/SPH0184.jpg,https://sephora.com/product/SPH0184,1,0,0,1,24.18,1
SPH0185,Tubing Mascara - Black-Brown,Laura Mercier,Eyes,Mascara,Laura Mercier Buildable tubing formula mascara. A cult favorite.,30.48,0.3 oz / 9 mL,Black-Brown,"Water, Phenoxyethanol, Cyclopentasiloxane, Glycerin, Mineral Oil, Silicones, Argan Oil, Shea Butter",4.0,522,https://sephora.com/images/SPH0185.jpg,https://sephora.com/product/SPH0185,1,0,0,1,23.02,0
SPH0186,Curling Mascara - Black-Brown,NYX Professional Makeup,Eyes,Mascara,NYX Professional Makeup Lash-lifting curling mascara. Cruelty-free and vegan.,12.3,0.27 oz / 8 mL,Black-Brown,"Water, Glycerin, Tocopherol, Cyclopentasiloxane, Talc, Fragrance, Green Tea Extract, Shea Butter",3.8,560,https://sephora.com/images/SPH0186.jpg,https://sephora.com/product/SPH0186,1,0,0,0,,0
SPH0187,Liquid Eyeliner - Brown,Chanel,Eyes,Eyeliner,Chanel Precision liquid eyeliner. Loved by beauty enthusiasts.,89.09,Standard Size,Brown,"Cyclopentasiloxane, Sodium Hyaluronate, Water, Tocopherol, Synthetic Colors, Fragrance, Rosehip Oil, Coconut Oil",4.3,3746,https://sephora.com/images/SPH0187.jpg,https://sephora.com/product/SPH0187,1,0,0,0,,0
SPH0188,Pencil Eyeliner - Green,Clinique,Eyes,Eyeliner,Clinique Creamy pencil eyeliner. Cruelty-free and vegan.,26.9,Standard Size,Green,"Phenoxyethanol, Dimethicone, Tocopherol, Sodium Hyaluronate, Talc, Fragrance, Argan Oil, Chamomile Extract",4.0,2128,https://sephora.com/images/SPH0188.jpg,https://sephora.com/product/SPH0188,1,1,0,1,21.37,0
SPH0189,Gel Eyeliner - Burgundy,Rose Inc,Eyes,Eyeliner,Rose Inc Long-lasting gel eyeliner. Dermatologist tested.,44.19,Standard Size,Burgundy,"Tocopherol, Phenoxyethanol, Cyclopentasiloxane, Glycerin, Rosehip Oil, Aloe Vera, Coconut Oil",4.7,437,https://sephora.com/images/SPH0189.jpg,https://sephora.com/product/SPH0189,1,0,0,0,,1
SPH0190,Felt-Tip Eyeliner - Bronze,Benefit Cosmetics,Eyes,Eyeliner,Benefit Cosmetics Easy-glide felt tip liner. Award-winning formula.,22.16,Standard Size,Bronze,"Sodium Hyaluronate, Glycerin, Tocopherol, Dimethicone, Synthetic Colors, Talc, Aloe Vera, Vitamin E",4.7,13426,https://sephora.com/images/SPH0190.jpg,https://sephora.com/product/SPH0190,1,0,0,1,16.56,0
SPH0191,Waterproof Eyeliner - Green,Clinique,Eyes,Eyeliner,Clinique Smudge-proof waterproof liner. Dermatologist tested.,26.36,Standard Size,Green,"Cyclopentasiloxane, Glycerin, Phenoxyethanol, Water, Mineral Oil, Parabens, Squalane, Coconut Oil",4.1,8849,https://sephora.com/images/SPH0191.jpg,https://sephora.com/product/SPH0191,1,0,0,0,,0
SPH0192,Brow Pencil - Dark Brown,Lancome,Eyes,Eyebrow,Lancome Micro-tip brow pencil. Loved by beauty enthusiasts.,59.08,Standard Size,Dark Brown,"Glycerin, Cyclopentasiloxane, Phenoxyethanol, Dimethicone, Talc, Synthetic Colors, Argan Oil, Chamomile Extract",4.6,8406,https://sephora.com/images/SPH0192.jpg,https://sephora.com/product/SPH0192,1,0,0,0,,0
SPH0193,Brow Gel - Black,Dior Beauty,Eyes,Eyebrow,Dior Beauty Tinted brow styling gel. Loved by beauty enthusiasts.,62.97,Standard Size,Black,"Cyclopentasiloxane, Dimethicone, Tocopherol, Glycerin, Fragrance, Silicones, Coconut Oil, Vitamin E",4.1,7717,https://sephora.com/images/SPH0193.jpg,https://sephora.com/product/SPH0193,1,1,0,0,,0
SPH0194,Brow Pomade - Auburn,NYX Professional Makeup,Eyes,Eyebrow,NYX Professional Makeup Sculpting brow pomade. Dermatologist tested.,8.5,Standard Size,Auburn,"Dimethicone, Cyclopentasiloxane, Sodium Hyaluronate, Phenoxyethanol, Synthetic Colors, Silicones, Vitamin E, Rosehip Oil",4.2,9890,https://sephora.com/images/SPH0194.jpg,https://sephora.com/product/SPH0194,1,0,0,0,,0
SPH0195,Brow Powder - Taupe,Merit,Eyes,Eyebrow,Merit Natural-look brow powder. Cruelty-free and vegan.,33.66,Standard Size,Taupe,"Water, Glycerin, Sodium Hyaluronate, Phenoxyethanol, Chamomile Extract, Green Tea Extract, Shea Butter",4.1,12539,https://sephora.com/images/SPH0195.jpg,https://sephora.com/product/SPH0195,1,0,0,0,,1
SPH0196,Brow Pen - Black,Laura Mercier,Eyes,Eyebrow,Laura Mercier Hair-stroke brow pen. Loved by beauty enthusiasts.,39.54,Standard Size,Black,"Phenoxyethanol, Water, Glycerin, Tocopherol, Synthetic Colors, Mineral Oil, Aloe Vera, Squalane",4.0,2811,https://sephora.com/images/SPH0196.jpg,https://sephora.com/product/SPH0196,1,0,0,0,,0
SPH0197,Eyeshadow Primer,Tarte,Eyes,Eye Primer,Tarte Crease-proof eyeshadow base. Cruelty-free and vegan.,42.65,Standard Size,,"Phenoxyethanol, Sodium Hyaluronate, Dimethicone, Cyclopentasiloxane, Jojoba Oil, Rosehip Oil, Coconut Oil",4.1,10038,https://sephora.com/images/SPH0197.jpg,https://sephora.com/product/SPH0197,1,0,0,0,,1
SPH0198,Glitter Primer,Armani Beauty,Eyes,Eye Primer,Armani Beauty Sparkle-boosting glitter base. Award-winning formula.,49.42,Standard Size,,"Phenoxyethanol, Dimethicone, Glycerin, Sodium Hyaluronate, Polyethylene, Synthetic Colors, Vitamin E, Coconut Oil",4.1,11650,https://sephora.com/images/SPH0198.jpg,https://sephora.com/product/SPH0198,1,0,0,0,,0
SPH0199,Natural Lashes,Kosas,Eyes,False Lashes,Kosas Everyday natural false lashes. Award-winning formula.,45.98,Standard Size,,"Cyclopentasiloxane, Sodium Hyaluronate, Phenoxyethanol, Glycerin, Argan Oil, Jojoba Oil, Squalane",3.9,13323,https://sephora.com/images/SPH0199.jpg,https://sephora.com/product/SPH0199,1,0,0,0,,1
SPH0200,Dramatic Lashes,Merit,Eyes,False Lashes,Merit Statement false lashes. Cruelty-free and vegan.,28.63,Standard Size,,"Sodium Hyaluronate, Dimethicone, Glycerin, Tocopherol, Shea Butter, Aloe Vera, Jojoba Oil",4.4,1142,https://sephora.com/images/SPH0200.jpg,https://sephora.com/product/SPH0200,1,0,0,0,,1
SPH0201,Magnetic Lashes,MAKEUP BY MARIO,Eyes,False Lashes,MAKEUP BY MARIO Easy-apply magnetic lashes. Award-winning formula.,28.25,Standard Size,,"Sodium Hyaluronate, Phenoxyethanol, Water, Dimethicone, Parabens, Talc, Aloe Vera, Chamomile Extract",3.9,4291,https://sephora.com/images/SPH0201.jpg,https://sephora.com/product/SPH0201,1,0,0,0,,0
SPH0202,Matte Lipstick - Plum,Lancome,Lips,Lipstick,Lancome Long-wearing matte lipstick. Award-winning formula.,58.43,0.1 oz / 3 g,Plum,"Dimethicone, Tocopherol, Cyclopentasiloxane, Water, Polyethylene, Mineral Oil, Coconut Oil, Jojoba Oil",3.6,9732,https://sephora.com/images/SPH0202.jpg,https://sephora.com/product/SPH0202,1,0,0,0,,0
SPH0203,Satin Lipstick - Brown,RMS Beauty,Lips,Lipstick,RMS Beauty Creamy satin-finish lipstick. A cult favorite.,34.28,0.14 oz / 4 g,Brown,"Water, Sodium Hyaluronate, Phenoxyethanol, Tocopherol, Vitamin E, Jojoba Oil, Shea Butter",4.1,3078,https://sephora.com/images/SPH0203.jpg,https://sephora.com/product/SPH0203,1,0,0,0,,1
SPH0204,Sheer Lipstick - Brown,Pat McGrath Labs,Lips,Lipstick,Pat McGrath Labs Buildable sheer lipstick. A cult favorite.,118.0,0.12 oz / 3.5 g,Brown,"Tocopherol, Cyclopentasiloxane, Sodium Hyaluronate, Water, Polyethylene, Mineral Oil, Green Tea Extract, Vitamin E",3.5,1604,https://sephora.com/images/SPH0204.jpg,https://sephora.com/product/SPH0204,1,0,1,0,,0
SPH0205,Cream Lipstick - Nude,Tower 28,Lips,Lipstick,Tower 28 Moisturizing cream lipstick. A cult favorite.,19.62,0.1 oz / 3 g,Nude,"Glycerin, Tocopherol, Cyclopentasiloxane, Phenoxyethanol, Green Tea Extract, Argan Oil, Squalane",4.0,6845,https://sephora.com/images/SPH0205.jpg,https://sephora.com/product/SPH0205,1,0,0,0,,1
SPH0206,Matte Liquid Lipstick - Brown,Merit,Lips,Liquid Lipstick,Merit Transfer-proof liquid matte. A cult favorite.,24.42,0.12 oz / 3.5 g,Brown,"Dimethicone, Phenoxyethanol, Tocopherol, Water, Coconut Oil, Jojoba Oil, Chamomile Extract",4.4,6238,https://sephora.com/images/SPH0206.jpg,https://sephora.com/product/SPH0206,1,0,0,0,,1
SPH0207,Velvet Liquid Lipstick - Coral,RMS Beauty,Lips,Liquid Lipstick,RMS Beauty Soft-matte liquid color. Award-winning formula.,35.76,0.14 oz / 4 g,Coral,"Dimethicone, Phenoxyethanol, Water, Cyclopentasiloxane, Aloe Vera, Rosehip Oil, Coconut Oil",3.4,11626,https://sephora.com/images/SPH0207.jpg,https://sephora.com/product/SPH0207,1,0,0,1,28.69,1
SPH0208,Glossy Liquid Lipstick - Mauve,NARS,Lips,Liquid Lipstick,NARS High-shine liquid lip. A cult favorite.,47.01,0.14 oz / 4 g,Mauve,"Cyclopentasiloxane, Water, Phenoxyethanol, Glycerin, Silicones, Mineral Oil, Vitamin E, Jojoba Oil",3.7,7279,https://sephora.com/images/SPH0208.jpg,https://sephora.com/product/SPH0208,1,0,0,0,,0
SPH0209,Clear Lip Gloss - Coral,Kjaer Weis,Lips,Lip Gloss,Kjaer Weis Crystal-clear high shine gloss. Dermatologist tested.,51.39,0.15 oz / 4.5 mL,Coral,"Water, Tocopherol, Glycerin, Dimethicone, Rosehip Oil, Vitamin E, Argan Oil",4.4,13134,https://sephora.com/images/SPH0209.jpg,https://sephora.com/product/SPH0209,1,0,0,0,,1
SPH0210,Tinted Lip Gloss - Clear,Kosas,Lips,Lip Gloss,Kosas Sheer color lip gloss. Award-winning formula.,26.89,0.15 oz / 4.5 mL,Clear,"Water, Phenoxyethanol, Dimethicone, Glycerin, Aloe Vera, Chamomile Extract, Jojoba Oil",3.3,2783,https://sephora.com/images/SPH0210.jpg,https://sephora.com/product/SPH0210,1,0,0,0,,1
SPH0211,Plumping Lip Gloss - Coral,Too Faced,Lips,Lip Gloss,Too Faced Volumizing plumping gloss. Award-winning formula.,47.92,0.15 oz / 4.5 mL,Coral,"Cyclopentasiloxane, Dimethicone, Water, Tocopherol, Fragrance, Synthetic Colors, Aloe Vera, Green Tea Extract",3.7,14842,https://sephora.com/images/SPH0211.jpg,https://sephora.com/product/SPH0211,1,0,0,1,35.0,0
SPH0212,Shimmer Lip Gloss - Berry,Chanel,Lips,Lip Gloss,Chanel Sparkle-infused lip gloss. Cruelty-free and vegan.,43.51,0.12 oz / 3.5 mL,Berry,"Water, Glycerin, Dimethicone, Phenoxyethanol, Talc, Synthetic Colors, Argan Oil, Shea Butter",4.1,2506,https://sephora.com/images/SPH0212.jpg,https://sephora.com/product/SPH0212,1,0,1,0,,0
