product_id,name,description,price,original_price,currency,category,subcategory,brand,department,in_stock,stock_quantity,rating,review_count,image_url,product_url,pickup_available,delivery_available,source_store
WMT00001319,Panini LOL Surprise Trading Cards,LOL dolls collectible cards Ages 4-10.,4.28,4.99,USD,Toys,Trading Cards & Collectibles,Panini,Toys & Games,1,33,4.8,7411,/images/walmart/toys/1319.jpg,/product/WMT00001319,1,1,toy_store
WMT00001320,Nintendo Nintendo Switch Game - Mario Kart 8,Racing game with iconic Nintendo characters Ages 6-99.,53.54,59.99,USD,Toys,Video Games,Nintendo,Toys & Games,1,85,4.7,3628,/images/walmart/toys/1320.jpg,/product/WMT00001320,1,1,toy_store
WMT00001321,Nintendo Nintendo Switch Game - Zelda TOTK,Epic adventure in the kingdom of Hyrule Ages 10-99.,62.7,69.99,USD,Toys,Video Games,Nintendo,Toys & Games,1,76,4.0,8039,/images/walmart/toys/1321.jpg,/product/WMT00001321,1,1,toy_store
WMT00001322,Microsoft Xbox Game - Forza Motorsport,Realistic racing simulation Ages 3-99.,72.36,69.99,USD,Toys,Video Games,Microsoft,Toys & Games,1,94,4.5,7413,/images/walmart/toys/1322.jpg,/product/WMT00001322,1,1,toy_store
WMT00001323,Roblox Roblox Gift Card $25,Digital currency for Roblox platform Ages 6-18.,26.19,25.0,USD,Toys,Video Games,Roblox,Toys & Games,1,31,4.6,4337,/images/walmart/toys/1323.jpg,/product/WMT00001323,1,1,toy_store
WMT00001324,Mojang Minecraft Java & Bedrock Edition,Sandbox building and survival game Ages 7-99.,28.64,29.99,USD,Toys,Video Games,Mojang,Toys & Games,1,138,4.4,6505,/images/walmart/toys/1324.jpg,/product/WMT00001324,1,1,toy_store
WMT00001325,Meta VR Headset - Meta Quest 3,Standalone VR gaming headset Ages 13-99.,518.27,499.99,USD,Toys,Video Games,Meta,Toys & Games,1,63,4.3,4175,/images/walmart/toys/1325.jpg,/product/WMT00001325,1,1,toy_store
WMT00001326,Turtle Beach Gaming Headset - Turtle Beach Stealth,Wireless gaming headset Ages 8-99.,77.25,79.99,USD,Toys,Video Games,Turtle Beach,Toys & Games,1,67,4.2,7858,/images/walmart/toys/1326.jpg,/product/WMT00001326,1,1,toy_store
WMT00001327,Nintendo Nintendo Switch Pro Controller,Premium wireless controller Ages 6-99.,62.05,69.99,USD,Toys,Video Games,Nintendo,Toys & Games,1,72,4.8,8583,/images/walmart/toys/1327.jpg,/product/WMT00001327,1,1,toy_store
WMT00001328,Melissa & Doug Melissa & Doug Wooden Kitchen,Wooden play kitchen with accessories Ages 3-8.,162.42,179.99,USD,Toys,Pretend Play,Melissa & Doug,Toys & Games,1,49,4.6,6047,/images/walmart/toys/1328.jpg,/product/WMT00001328,1,1,toy_store
WMT00001329,KidKraft KidKraft Dollhouse,Large wooden dollhouse with furniture Ages 3-10.,171.09,199.99,USD,Toys,Pretend Play,KidKraft,Toys & Games,1,77,4.6,9804,/images/walmart/toys/1329.jpg,/product/WMT00001329,1,1,toy_store
WMT00001330,Melissa & Doug Melissa & Doug Doctor Kit,Wooden doctor play set Ages 3-7.,26.55,29.99,USD,Toys,Pretend Play,Melissa & Doug,Toys & Games,1,87,4.3,1856,/images/walmart/toys/1330.jpg,/product/WMT00001330,1,1,toy_store
WMT00001331,Disney Disney Princess Castle,Large castle playset with lights Ages 3-8.,129.88,149.99,USD,Toys,Pretend Play,Disney,Toys & Games,1,144,4.3,4931,/images/walmart/toys/1331.jpg,/product/WMT00001331,1,1,toy_store
WMT00001332,Hasbro Peppa Pig World Playset,Peppa's house and garden Ages 2-5.,41.31,39.99,USD,Toys,Pretend Play,Hasbro,Toys & Games,1,152,4.0,2867,/images/walmart/toys/1332.jpg,/product/WMT00001332,1,1,toy_store
WMT00001333,Fisher-Price Fisher-Price Cash Register,Classic pretend cash register Ages 2-6.,21.77,24.99,USD,Toys,Pretend Play,Fisher-Price,Toys & Games,1,113,4.5,1316,/images/walmart/toys/1333.jpg,/product/WMT00001333,1,1,toy_store
WMT00001334,VTech VTech KidiBeats Drum Set,Electronic drum set for toddlers Ages 2-5.,26.46,29.99,USD,Toys,Musical Instruments,VTech,Toys & Games,1,103,4.7,3744,/images/walmart/toys/1334.jpg,/product/WMT00001334,1,1,toy_store
WMT00001335,Baby Einstein Baby Einstein Magic Touch Piano,Wooden touch piano for babies Ages 1-3.,25.8,24.99,USD,Toys,Musical Instruments,Baby Einstein,Toys & Games,1,84,4.5,3514,/images/walmart/toys/1335.jpg,/product/WMT00001335,1,1,toy_store
WMT00001336,Korg Korg tinyPIANO,Digital toy piano with quality sound Ages 3-8.,179.37,199.99,USD,Toys,Musical Instruments,Korg,Toys & Games,1,175,4.1,603,/images/walmart/toys/1336.jpg,/product/WMT00001336,1,1,toy_store
WMT00001337,Franklin Franklin Sports Baseball Set,T-ball set with bat and balls Ages 5-12.,22.82,24.99,USD,Toys,Sports Toys,Franklin,Toys & Games,1,167,4.3,1671,/images/walmart/toys/1337.jpg,/product/WMT00001337,1,1,toy_store
WMT00001338,Nerf Nerf N-Strike Elite Football,Foam football for long throws Ages 6-14.,12.96,14.99,USD,Toys,Sports Toys,Nerf,Toys & Games,1,76,4.1,4754,/images/walmart/toys/1338.jpg,/product/WMT00001338,1,1,toy_store
WMT00001339,Little Tikes Little Tikes Basketball Hoop,Adjustable basketball hoop for toddlers Ages 2-5.,44.58,49.99,USD,Toys,Sports Toys,Little Tikes,Toys & Games,1,143,4.5,3189,/images/walmart/toys/1339.jpg,/product/WMT00001339,1,1,toy_store
WMT00001340,SKLZ SKLZ Pro Mini Hoop,Over-the-door basketball hoop Ages 6-99.,36.24,34.99,USD,Toys,Sports Toys,SKLZ,Toys & Games,1,156,4.3,2977,/images/walmart/toys/1340.jpg,/product/WMT00001340,1,1,toy_store
WMT00001341,Franklin Franklin Soccer Goal Set,Pop-up soccer goals with ball Ages 4-12.,34.94,39.99,USD,Toys,Sports Toys,Franklin,Toys & Games,1,190,4.1,2377,/images/walmart/toys/1341.jpg,/product/WMT00001341,1,1,toy_store
WMT00001342,Stomp Rocket Stomp Rocket Ultra,Air-powered rocket launcher Ages 6-14.,23.86,24.99,USD,Toys,Sports Toys,Stomp Rocket,Toys & Games,1,149,4.1,3965,/images/walmart/toys/1342.jpg,/product/WMT00001342,1,1,toy_store
WMT00001343,Ogosport Ogosport Discs Set,Bouncy disc and ball game Ages 4-99.,27.17,29.99,USD,Toys,Sports Toys,Ogosport,Toys & Games,1,190,4.1,5197,/images/walmart/toys/1343.jpg,/product/WMT00001343,1,1,toy_store
WMT00001344,Waboba Waboba Moon Ball,Super bouncy outdoor ball Ages 5-99.,7.75,7.99,USD,Toys,Sports Toys,Waboba,Toys & Games,1,42,4.2,3178,/images/walmart/toys/1344.jpg,/product/WMT00001344,1,1,toy_store
WMT00001345,Kan Jam Kan Jam Ultimate Game,Outdoor flying disc game Ages 8-99.,41.29,44.99,USD,Toys,Sports Toys,Kan Jam,Toys & Games,1,124,4.2,7700,/images/walmart/toys/1345.jpg,/product/WMT00001345,1,1,toy_store
WMT00001346,Schleich Schleich Horse Club Stable,Detailed horse stable playset Ages 5-12.,92.58,99.99,USD,Toys,Collectible Figures,Schleich,Toys & Games,1,38,4.4,7576,/images/walmart/toys/1346.jpg,/product/WMT00001346,1,1,toy_store
WMT00001347,Funko Funko Pop Marvel Spider-Man,Vinyl collectible figure Ages 6-99.,11.64,12.99,USD,Toys,Collectible Figures,Funko,Toys & Games,1,168,4.6,4456,/images/walmart/toys/1347.jpg,/product/WMT00001347,1,1,toy_store
WMT00001348,Calico Critters Calico Critters Family Set,Rabbit family figurines Ages 3-10.,21.44,24.99,USD,Toys,Collectible Figures,Calico Critters,Toys & Games,1,25,4.4,5967,/images/walmart/toys/1348.jpg,/product/WMT00001348,1,1,toy_store
WMT00001349,Breyer Breyer Horse Collectible,Detailed model horse Ages 4-99.,31.32,29.99,USD,Toys,Collectible Figures,Breyer,Toys & Games,1,103,4.0,7402,/images/walmart/toys/1349.jpg,/product/WMT00001349,1,1,toy_store
WMT00001350,Safari Ltd Safari Ltd Wild Animals TOOB,Tube of wild animal figures Ages 3-10.,15.23,14.99,USD,Toys,Collectible Figures,Safari Ltd,Toys & Games,1,43,4.5,5732,/images/walmart/toys/1350.jpg,/product/WMT00001350,1,1,toy_store
WMT00001351,Papo Papo Medieval Knights,Detailed medieval figure set Ages 3-12.,35.61,34.99,USD,Toys,Collectible Figures,Papo,Toys & Games,1,147,4.7,3448,/images/walmart/toys/1351.jpg,/product/WMT00001351,1,1,toy_store
WMT00001352,Spin Master Kinetic Sand Sandisfying Set,Sand with 10 tools Ages 3-10.,19.73,19.99,USD,Toys,Sensory Play,Spin Master,Toys & Games,1,152,4.8,709,/images/walmart/toys/1352.jpg,/product/WMT00001352,1,1,toy_store
WMT00001353,Spin Master Orbeez Spa Set,Water bead spa experience Ages 5-12.,22.82,24.99,USD,Toys,Sensory Play,Spin Master,Toys & Games,1,150,4.6,1879,/images/walmart/toys/1353.jpg,/product/WMT00001353,1,1,toy_store
WMT00001354,Relevant Play Mad Mattr Sensory Dough,Never-dries modeling compound Ages 3-10.,14.21,14.99,USD,Toys,Sensory Play,Relevant Play,Toys & Games,1,152,4.7,3982,/images/walmart/toys/1354.jpg,/product/WMT00001354,1,1,toy_store
WMT00001355,Educational Insights Playfoam Combo 8-Pack,Non-toxic sculpting foam Ages 3-8.,12.09,12.99,USD,Toys,Sensory Play,Educational Insights,Toys & Games,1,35,4.4,6341,/images/walmart/toys/1355.jpg,/product/WMT00001355,1,1,toy_store
WMT00001356,Generic Pop It Rainbow Board,Silicone bubble popping toy Ages 3-99.,9.47,9.99,USD,Toys,Sensory Play,Generic,Toys & Games,1,149,4.1,751,/images/walmart/toys/1356.jpg,/product/WMT00001356,1,1,toy_store
WMT00001357,Speks Speks Magnetic Balls,Magnetic desk toy Ages 14-99.,26.01,24.99,USD,Toys,Sensory Play,Speks,Toys & Games,1,93,4.7,8655,/images/walmart/toys/1357.jpg,/product/WMT00001357,1,1,toy_store
WMT00001358,Crazy Aaron Crazy Aaron's Thinking Putty,Stretchable sensory putty Ages 3-99.,12.99,14.99,USD,Toys,Sensory Play,Crazy Aaron,Toys & Games,1,47,4.0,5699,/images/walmart/toys/1358.jpg,/product/WMT00001358,1,1,toy_store
WMT00001359,Melissa & Doug Water Wow Safari Pad,Reusable water reveal pad Ages 3-7.,6.55,6.99,USD,Toys,Water Toys,Melissa & Doug,Toys & Games,1,43,4.7,7248,/images/walmart/toys/1359.jpg,/product/WMT00001359,1,1,toy_store
WMT00001360,Spin Master AquaDoodle Mat,Water drawing mat Ages 2-5.,27.89,29.99,USD,Toys,Water Toys,Spin Master,Toys & Games,1,182,4.6,3881,/images/walmart/toys/1360.jpg,/product/WMT00001360,1,1,toy_store
WMT00001361,Zuru Bunch O Balloons 100 Pack,Quick-fill water balloons Ages 5-12.,10.18,9.99,USD,Toys,Water Toys,Zuru,Toys & Games,1,114,4.2,6069,/images/walmart/toys/1361.jpg,/product/WMT00001361,1,1,toy_store
WMT00001362,SwimWays SwimWays Spring Float,Pool float lounger Ages 5-99.,27.68,29.99,USD,Toys,Water Toys,SwimWays,Toys & Games,1,119,4.7,599,/images/walmart/toys/1362.jpg,/product/WMT00001362,1,1,toy_store
WMT00001363,Step2 Step2 Water Table,Outdoor water play table Ages 2-6.,72.72,79.99,USD,Toys,Water Toys,Step2,Toys & Games,1,112,4.1,2589,/images/walmart/toys/1363.jpg,/product/WMT00001363,1,1,toy_store
WMT00001364,Stream Machine Stream Machine Water Launcher,Powerful water shooter Ages 6-14.,19.6,19.99,USD,Toys,Water Toys,Stream Machine,Toys & Games,1,79,4.7,3811,/images/walmart/toys/1364.jpg,/product/WMT00001364,1,1,toy_store
WMT00001365,LEGO LEGO Friends Heartlake City,Friends themed building set Ages 7-12.,134.81,129.99,USD,Toys,Building & Construction,LEGO,Toys & Games,1,154,4.7,2032,/images/walmart/toys/1365.jpg,/product/WMT00001365,1,1,toy_store
WMT00001366,LEGO LEGO City Police Station,Police headquarters set Ages 6-12.,104.03,99.99,USD,Toys,Building & Construction,LEGO,Toys & Games,1,191,4.8,986,/images/walmart/toys/1366.jpg,/product/WMT00001366,1,1,toy_store
WMT00001367,LEGO LEGO Ninjago Dragon,Ninja dragon build Ages 8-14.,49.94,49.99,USD,Toys,Building & Construction,LEGO,Toys & Games,1,40,4.9,6811,/images/walmart/toys/1367.jpg,/product/WMT00001367,1,1,toy_store
WMT00001368,LEGO LEGO Creator 3-in-1 Castle,Medieval castle with three builds Ages 9-14.,94.55,99.99,USD,Toys,Building & Construction,LEGO,Toys & Games,1,128,4.8,7627,/images/walmart/toys/1368.jpg,/product/WMT00001368,1,1,toy_store
WMT00001369,LEGO LEGO Speed Champions,Buildable race car Ages 8-14.,22.83,24.99,USD,Toys,Building & Construction,LEGO,Toys & Games,1,110,4.3,1712,/images/walmart/toys/1369.jpg,/product/WMT00001369,1,1,toy_store
WMT00001370,LEGO LEGO Ideas Tree House,Detailed treehouse build Ages 16-99.,227.49,249.99,USD,Toys,Building & Construction,LEGO,Toys & Games,1,73,4.2,6304,/images/walmart/toys/1370.jpg,/product/WMT00001370,1,1,toy_store
WMT00001371,LEGO LEGO Duplo Farm,Large farm set for toddlers Ages 2-5.,59.16,59.99,USD,Toys,Building & Construction,LEGO,Toys & Games,1,53,4.7,2250,/images/walmart/toys/1371.jpg,/product/WMT00001371,1,1,toy_store
WMT00001372,Hasbro Transformers Optimus Prime,Converting robot figure Ages 6-14.,51.32,49.99,USD,Toys,Action Figures & Dolls,Hasbro,Toys & Games,1,72,4.2,5916,/images/walmart/toys/1372.jpg,/product/WMT00001372,1,1,toy_store
WMT00001373,Playmates Teenage Mutant Ninja Turtles Set,4-pack of turtle figures Ages 4-10.,50.69,49.99,USD,Toys,Action Figures & Dolls,Playmates,Toys & Games,1,142,4.6,6887,/images/walmart/toys/1373.jpg,/product/WMT00001373,1,1,toy_store
WMT00001374,Jakks Pacific Super Mario Figure Set,Mario characters pack Ages 4-12.,22.08,24.99,USD,Toys,Action Figures & Dolls,Jakks Pacific,Toys & Games,1,30,4.4,3512,/images/walmart/toys/1374.jpg,/product/WMT00001374,1,1,toy_store
WMT00001375,Bandai Dragon Ball Z Action Figure,Goku super saiyan figure Ages 8-99.,29.41,29.99,USD,Toys,Action Figures & Dolls,Bandai,Toys & Games,1,105,4.4,1475,/images/walmart/toys/1375.jpg,/product/WMT00001375,1,1,toy_store
WMT00001376,McFarlane My Hero Academia Figure,Deku action figure Ages 14-99.,18.95,19.99,USD,Toys,Action Figures & Dolls,McFarlane,Toys & Games,1,40,4.0,8802,/images/walmart/toys/1376.jpg,/product/WMT00001376,1,1,toy_store
WMT00001377,Bandai One Piece Luffy Figure,Monkey D Luffy figure Ages 12-99.,21.63,24.99,USD,Toys,Action Figures & Dolls,Bandai,Toys & Games,1,144,4.1,234,/images/walmart/toys/1377.jpg,/product/WMT00001377,1,1,toy_store
WMT00001378,Bandai Demon Slayer Tanjiro,Articulated Tanjiro figure Ages 14-99.,26.5,29.99,USD,Toys,Action Figures & Dolls,Bandai,Toys & Games,1,132,4.0,3801,/images/walmart/toys/1378.jpg,/product/WMT00001378,1,1,toy_store
WMT00001379,Gund Sesame Street Elmo Plush,Classic Elmo stuffed toy Ages 1-6.,25.19,24.99,USD,Toys,Plush & Stuffed Animals,Gund,Toys & Games,1,109,4.0,7152,/images/walmart/toys/1379.jpg,/product/WMT00001379,1,1,toy_store
WMT00001380,Douglas Douglas Cuddle Toys Horse,Soft horse plush Ages 2-99.,17.31,19.99,USD,Toys,Plush & Stuffed Animals,Douglas,Toys & Games,1,42,4.2,6194,/images/walmart/toys/1380.jpg,/product/WMT00001380,1,1,toy_store
WMT00001381,Warmies Warmies Lavender Sloth,Microwavable scented plush Ages 3-99.,24.4,24.99,USD,Toys,Plush & Stuffed Animals,Warmies,Toys & Games,1,137,4.1,1684,/images/walmart/toys/1381.jpg,/product/WMT00001381,1,1,toy_store
WMT00001382,Rainbow Loom Rainbow Loom Deluxe,Rubber band bracelet maker Ages 7-14.,25.64,29.99,USD,Toys,Arts & Crafts,Rainbow Loom,Toys & Games,1,109,4.8,3427,/images/walmart/toys/1382.jpg,/product/WMT00001382,1,1,toy_store
WMT00001383,Klutz Klutz Friendship Bracelets,Bracelet making kit with book Ages 8-14.,15.68,14.99,USD,Toys,Arts & Crafts,Klutz,Toys & Games,1,144,4.4,2588,/images/walmart/toys/1383.jpg,/product/WMT00001383,1,1,toy_store
WMT00001384,LEGO LEGO DOTS Bracelet Kit,Customizable tile bracelets Ages 6-12.,9.59,9.99,USD,Toys,Arts & Crafts,LEGO,Toys & Games,1,195,4.5,6238,/images/walmart/toys/1384.jpg,/product/WMT00001384,1,1,toy_store
WMT00001385,Cra-Z-Art Cra-Z-Art Shimmer n Sparkle,Glitter art studio Ages 6-12.,19.87,19.99,USD,Toys,Arts & Crafts,Cra-Z-Art,Toys & Games,1,186,4.9,9072,/images/walmart/toys/1385.jpg,/product/WMT00001385,1,1,toy_store
WMT00001386,Melissa & Doug Melissa & Doug Scratch Art,Rainbow scratch paper pad Ages 4-10.,9.85,9.99,USD,Toys,Arts & Crafts,Melissa & Doug,Toys & Games,1,141,4.2,3878,/images/walmart/toys/1386.jpg,/product/WMT00001386,1,1,toy_store
WMT00001387,Alex Brands Alex Spa Hair Chalk Pens,Temporary hair color pens Ages 8-14.,13.14,12.99,USD,Toys,Arts & Crafts,Alex Brands,Toys & Games,1,35,4.2,7489,/images/walmart/toys/1387.jpg,/product/WMT00001387,1,1,toy_store
WMT00001388,Osmo Osmo Genius Starter Kit,iPad learning system with games Ages 6-10.,103.35,99.99,USD,Toys,Electronics & Tech,Osmo,Toys & Games,1,100,4.3,3964,/images/walmart/toys/1388.jpg,/product/WMT00001388,1,1,toy_store
WMT00001389,Osmo Osmo Coding Starter Kit,Learn coding with physical blocks Ages 5-10.,103.93,99.99,USD,Toys,Electronics & Tech,Osmo,Toys & Games,1,110,4.8,6796,/images/walmart/toys/1389.jpg,/product/WMT00001389,1,1,toy_store
WMT00001390,littleBits littleBits Base Inventor Kit,Electronic building blocks Ages 8-14.,99.82,99.99,USD,Toys,Electronics & Tech,littleBits,Toys & Games,1,178,4.9,8745,/images/walmart/toys/1390.jpg,/product/WMT00001390,1,1,toy_store
WMT00001391,Elenco Snap Circuits Pro,Advanced electronics kit Ages 8-15.,71.87,74.99,USD,Toys,Electronics & Tech,Elenco,Toys & Games,1,131,4.5,9927,/images/walmart/toys/1391.jpg,/product/WMT00001391,1,1,toy_store
WMT00001392,Elenco Snap Circuits Jr,Beginner electronics kit Ages 8-14.,34.75,34.99,USD,Toys,Electronics & Tech,Elenco,Toys & Games,1,151,4.6,8623,/images/walmart/toys/1392.jpg,/product/WMT00001392,1,1,toy_store
WMT00001393,Nintendo Nintendo Labo VR Kit,Cardboard VR for Switch Ages 7-99.,70.26,79.99,USD,Toys,Electronics & Tech,Nintendo,Toys & Games,1,156,4.5,6327,/images/walmart/toys/1393.jpg,/product/WMT00001393,1,1,toy_store
WMT00001394,Anki Anki Vector Robot,AI companion robot Ages 8-99.,257.81,299.99,USD,Toys,Electronics & Tech,Anki,Toys & Games,1,22,4.4,4026,/images/walmart/toys/1394.jpg,/product/WMT00001394,1,1,toy_store
WMT00001395,Anki Cozmo Robot,Programmable robot companion Ages 8-99.,155.54,179.99,USD,Toys,Electronics & Tech,Anki,Toys & Games,1,54,4.9,4428,/images/walmart/toys/1395.jpg,/product/WMT00001395,1,1,toy_store
WMT00001396,Thames & Kosmos Thames & Kosmos Chem C500,Chemistry experiment set Ages 10-14.,46.27,49.99,USD,Toys,Science & Discovery,Thames & Kosmos,Toys & Games,1,110,4.0,2611,/images/walmart/toys/1396.jpg,/product/WMT00001396,1,1,toy_store
WMT00001397,Scientific Explorer Scientific Explorer Mind Blowing,Science experiment kit Ages 6-12.,13.01,14.99,USD,Toys,Science & Discovery,Scientific Explorer,Toys & Games,1,102,4.4,2900,/images/walmart/toys/1397.jpg,/product/WMT00001397,1,1,toy_store
WMT00001398,Learning Resources Learning Resources Beaker Creatures,Collectible science creatures Ages 5-10.,9.2,9.99,USD,Toys,Science & Discovery,Learning Resources,Toys & Games,1,180,4.4,8952,/images/walmart/toys/1398.jpg,/product/WMT00001398,1,1,toy_store
WMT00001399,Magna-Tiles Magna-Tiles Metropolis,Magnetic building tiles city set Ages 3-8.,177.81,199.99,USD,Toys,Building & Construction,Magna-Tiles,Toys & Games,1,90,4.6,6037,/images/walmart/toys/1399.jpg,/product/WMT00001399,1,1,toy_store
WMT00001400,Magna-Tiles Magna-Tiles Glow in Dark,Magnetic tiles that glow Ages 3-8.,46.87,49.99,USD,Toys,Building & Construction,Magna-Tiles,Toys & Games,1,161,4.7,1182,/images/walmart/toys/1400.jpg,/product/WMT00001400,1,1,toy_store
WMT00001401,PicassoTiles PicassoTiles 100 Piece Set,Magnetic building tiles Ages 3-8.,46.76,49.99,USD,Toys,Building & Construction,PicassoTiles,Toys & Games,1,46,4.8,1351,/images/walmart/toys/1401.jpg,/product/WMT00001401,1,1,toy_store
WMT00001402,Magformers Magformers Smart Set,Magnetic construction set Ages 3-8.,97.53,99.99,USD,Toys,Building & Construction,Magformers,Toys & Games,1,163,4.6,3801,/images/walmart/toys/1402.jpg,/product/WMT00001402,1,1,toy_store
WMT00001403,Magformers Magformers Vehicle Set,Build magnetic vehicles Ages 3-8.,43.83,49.99,USD,Toys,Building & Construction,Magformers,Toys & Games,1,26,4.6,1351,/images/walmart/toys/1403.jpg,/product/WMT00001403,1,1,toy_store
WMT00001404,Plus-Plus Plus-Plus Big,Large building pieces for toddlers Ages 1-6.,26.8,29.99,USD,Toys,Building & Construction,Plus-Plus,Toys & Games,1,64,4.6,8932,/images/walmart/toys/1404.jpg,/product/WMT00001404,1,1,toy_store
WMT00001405,Roominate Roominate Studio,Build and wire dollhouses Ages 6-11.,45.74,49.99,USD,Toys,Building & Construction,Roominate,Toys & Games,1,93,4.8,7289,/images/walmart/toys/1405.jpg,/product/WMT00001405,1,1,toy_store
WMT00001406,ThinkFun ThinkFun Rush Hour,Traffic jam logic game Ages 8-99.,21.26,22.99,USD,Toys,Games & Puzzles,ThinkFun,Toys & Games,1,33,4.6,6356,/images/walmart/toys/1406.jpg,/product/WMT00001406,1,1,toy_store
WMT00001407,ThinkFun ThinkFun Circuit Maze,Electric current logic game Ages 8-99.,30.71,34.99,USD,Toys,Games & Puzzles,ThinkFun,Toys & Games,1,97,4.1,5826,/images/walmart/toys/1407.jpg,/product/WMT00001407,1,1,toy_store
WMT00001408,Smart Games Smart Games IQ Puzzler Pro,120 challenge puzzle Ages 6-99.,14.15,14.99,USD,Toys,Games & Puzzles,Smart Games,Toys & Games,1,89,4.6,5092,/images/walmart/toys/1408.jpg,/product/WMT00001408,1,1,toy_store
WMT00001409,Smart Games Smart Games Castle Logix,Wooden castle building puzzle Ages 3-8.,29.77,29.99,USD,Toys,Games & Puzzles,Smart Games,Toys & Games,1,137,4.8,1191,/images/walmart/toys/1409.jpg,/product/WMT00001409,1,1,toy_store
WMT00001410,Educational Insights Kanoodle Genius,Brain-twisting puzzle game Ages 8-99.,15.62,14.99,USD,Toys,Games & Puzzles,Educational Insights,Toys & Games,1,41,4.5,7093,/images/walmart/toys/1410.jpg,/product/WMT00001410,1,1,toy_store
WMT00001411,Mattel Blokus Strategy Game,Territory strategy game Ages 7-99.,22.68,24.99,USD,Toys,Games & Puzzles,Mattel,Toys & Games,1,112,4.7,7327,/images/walmart/toys/1411.jpg,/product/WMT00001411,1,1,toy_store
WMT00001412,Plan B Games Azul Board Game,Tile-laying strategy game Ages 8-99.,37.66,39.99,USD,Toys,Games & Puzzles,Plan B Games,Toys & Games,1,115,4.5,5889,/images/walmart/toys/1412.jpg,/product/WMT00001412,1,1,toy_store
WMT00001413,Blue Orange Games Kingdomino,Domino kingdom building Ages 8-99.,19.66,19.99,USD,Toys,Games & Puzzles,Blue Orange Games,Toys & Games,1,77,4.8,7131,/images/walmart/toys/1413.jpg,/product/WMT00001413,1,1,toy_store
WMT00001414,Spin Master Santorini Strategy Game,Greek island building game Ages 8-99.,27.9,29.99,USD,Toys,Games & Puzzles,Spin Master,Toys & Games,1,64,4.8,6215,/images/walmart/toys/1414.jpg,/product/WMT00001414,1,1,toy_store
WMT00001415,TeeTurtle Unstable Unicorns,Unicorn army building game Ages 14-99.,18.69,19.99,USD,Toys,Games & Puzzles,TeeTurtle,Toys & Games,1,121,4.3,5472,/images/walmart/toys/1415.jpg,/product/WMT00001415,1,1,toy_store
WMT00001416,The Op Telestrations Party Pack,Drawing telephone game Ages 12-99.,37.94,39.99,USD,Toys,Games & Puzzles,The Op,Toys & Games,1,148,4.5,9895,/images/walmart/toys/1416.jpg,/product/WMT00001416,1,1,toy_store
WMT00001417,Czech Games Codenames Party Game,Word association spy game Ages 14-99.,18.79,19.99,USD,Toys,Games & Puzzles,Czech Games,Toys & Games,1,54,4.3,2988,/images/walmart/toys/1417.jpg,/product/WMT00001417,1,1,toy_store
WMT00001418,Space Cowboys Splendor Board Game,Gem trading strategy Ages 10-99.,37.14,39.99,USD,Toys,Games & Puzzles,Space Cowboys,Toys & Games,1,25,4.1,6081,/images/walmart/toys/1418.jpg,/product/WMT00001418,1,1,toy_store
WMT00001419,Repos Production 7 Wonders Board Game,Civilization building game Ages 10-99.,46.4,49.99,USD,Toys,Games & Puzzles,Repos Production,Toys & Games,1,72,4.1,488,/images/walmart/toys/1419.jpg,/product/WMT00001419,1,1,toy_store
WMT00001420,Stonemaier Games Wingspan Board Game,Bird collection strategy Ages 10-99.,54.04,60.0,USD,Toys,Games & Puzzles,Stonemaier Games,Toys & Games,1,62,4.3,8434,/images/walmart/toys/1420.jpg,/product/WMT00001420,1,1,toy_store
WMT00001421,Purina Purina Pro Plan Adult,Complete nutrition for adult dogs with real salmon For Dogs.,44.79,48.99,USD,Pets,Food,Purina,Pets,1,92,4.7,2901,/images/walmart/pets/1421.jpg,/product/WMT00001421,1,1,pet_store
WMT00001422,Royal Canin Royal Canin Large Breed Puppy,Specially formulated for large breed puppies up to 15 months For Dogs.,66.17,69.99,USD,Pets,Food,Royal Canin,Pets,1,39,4.2,1878,/images/walmart/pets/1422.jpg,/product/WMT00001422,1,1,pet_store
WMT00001423,KONG KONG Classic Dog Toy,Durable rubber toy for fetching and treat dispensing For Dogs.,15.27,14.99,USD,Pets,Toys,KONG,Pets,1,95,4.3,1877,/images/walmart/pets/1423.jpg,/product/WMT00001423,1,1,pet_store
WMT00001424,Furhaven Furhaven Orthopedic Dog Bed,Memory foam bed with cooling gel for joint relief For Dogs.,44.99,49.99,USD,Pets,Beds,Furhaven,Pets,1,51,4.8,3141,/images/walmart/pets/1424.jpg,/product/WMT00001424,1,1,pet_store
WMT00001425,Coolaroo Coolaroo Elevated Pet Bed,Breathable elevated bed for indoor/outdoor use For Dogs.,38.73,39.99,USD,Pets,Beds,Coolaroo,Pets,1,41,4.6,5293,/images/walmart/pets/1425.jpg,/product/WMT00001425,1,1,pet_store
WMT00001426,Nutramax Nutramax Cosequin Joint Health,Glucosamine supplement for joint support For Dogs.,31.63,34.99,USD,Pets,Health,Nutramax,Pets,1,119,4.1,5645,/images/walmart/pets/1426.jpg,/product/WMT00001426,1,1,pet_store
WMT00001427,Burt's Bees Burt's Bees Dog Shampoo,Natural oatmeal shampoo for sensitive skin For Dogs.,10.31,9.99,USD,Pets,Grooming,Burt's Bees,Pets,1,101,4.5,3007,/images/walmart/pets/1427.jpg,/product/WMT00001427,1,1,pet_store
